pruning state: 0
remaining weight at start of iteration =  99.99998207761968
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.1.conv2.weight_mask 	|	active =  9504 	|	total =  36864 	|	layerwise sparsity =  0.2578125
layer2.0.conv1.weight_mask 	|	active =  18777 	|	total =  73728 	|	layerwise sparsity =  0.2546793619791667
layer2.0.conv2.weight_mask 	|	active =  42862 	|	total =  147456 	|	layerwise sparsity =  0.2906765407986111
layer2.0.shortcut.0.weight_mask 	|	active =  1783 	|	total =  8192 	|	layerwise sparsity =  0.2176513671875
layer2.1.conv1.weight_mask 	|	active =  43488 	|	total =  147456 	|	layerwise sparsity =  0.294921875
layer2.1.conv2.weight_mask 	|	active =  44594 	|	total =  147456 	|	layerwise sparsity =  0.3024224175347222
layer3.0.conv1.weight_mask 	|	active =  94852 	|	total =  294912 	|	layerwise sparsity =  0.3216281467013889
layer3.0.conv2.weight_mask 	|	active =  205634 	|	total =  589824 	|	layerwise sparsity =  0.3486362033420139
layer3.0.shortcut.0.weight_mask 	|	active =  8565 	|	total =  32768 	|	layerwise sparsity =  0.261383056640625
layer3.1.conv1.weight_mask 	|	active =  208976 	|	total =  589824 	|	layerwise sparsity =  0.3543023003472222
layer3.1.conv2.weight_mask 	|	active =  214764 	|	total =  589824 	|	layerwise sparsity =  0.3641153971354167
layer4.0.conv1.weight_mask 	|	active =  459297 	|	total =  1179648 	|	layerwise sparsity =  0.38935089111328125
layer4.0.conv2.weight_mask 	|	active =  995010 	|	total =  2359296 	|	layerwise sparsity =  0.42174021402994794
layer4.0.shortcut.0.weight_mask 	|	active =  42647 	|	total =  131072 	|	layerwise sparsity =  0.32537078857421875
layer4.1.conv1.weight_mask 	|	active =  1018032 	|	total =  2359296 	|	layerwise sparsity =  0.4314982096354167
layer4.1.conv2.weight_mask 	|	active =  1036126 	|	total =  2359296 	|	layerwise sparsity =  0.43916744656032985
pruning state: 4
remaining weight at start of iteration =  40.06336636786474
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  5826 	|	total =  36864 	|	layerwise sparsity =  0.15804036458333334
layer1.0.conv2.weight_mask 	|	active =  5826 	|	total =  36864 	|	layerwise sparsity =  0.15804036458333334
layer1.1.conv1.weight_mask 	|	active =  6327 	|	total =  36864 	|	layerwise sparsity =  0.171630859375
layer1.1.conv2.weight_mask 	|	active =  6772 	|	total =  36864 	|	layerwise sparsity =  0.18370225694444445
layer2.0.conv1.weight_mask 	|	active =  13339 	|	total =  73728 	|	layerwise sparsity =  0.18092176649305555
layer2.0.conv2.weight_mask 	|	active =  31472 	|	total =  147456 	|	layerwise sparsity =  0.2134331597222222
layer2.0.shortcut.0.weight_mask 	|	active =  1218 	|	total =  8192 	|	layerwise sparsity =  0.148681640625
layer2.1.conv1.weight_mask 	|	active =  32048 	|	total =  147456 	|	layerwise sparsity =  0.2173394097222222
layer2.1.conv2.weight_mask 	|	active =  33070 	|	total =  147456 	|	layerwise sparsity =  0.2242702907986111
layer3.0.conv1.weight_mask 	|	active =  71431 	|	total =  294912 	|	layerwise sparsity =  0.2422112358940972
layer3.0.conv2.weight_mask 	|	active =  158011 	|	total =  589824 	|	layerwise sparsity =  0.2678951687282986
layer3.0.shortcut.0.weight_mask 	|	active =  6124 	|	total =  32768 	|	layerwise sparsity =  0.1868896484375
layer3.1.conv1.weight_mask 	|	active =  161228 	|	total =  589824 	|	layerwise sparsity =  0.2733493381076389
layer3.1.conv2.weight_mask 	|	active =  166829 	|	total =  589824 	|	layerwise sparsity =  0.2828453911675347
layer4.0.conv1.weight_mask 	|	active =  362810 	|	total =  1179648 	|	layerwise sparsity =  0.3075578477647569
layer4.0.conv2.weight_mask 	|	active =  801842 	|	total =  2359296 	|	layerwise sparsity =  0.33986494276258683
layer4.0.shortcut.0.weight_mask 	|	active =  32210 	|	total =  131072 	|	layerwise sparsity =  0.2457427978515625
layer4.1.conv1.weight_mask 	|	active =  825099 	|	total =  2359296 	|	layerwise sparsity =  0.34972254435221356
layer4.1.conv2.weight_mask 	|	active =  843471 	|	total =  2359296 	|	layerwise sparsity =  0.3575096130371094
pruning state: 5
remaining weight at start of iteration =  31.946221747159665
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  4028 	|	total =  36864 	|	layerwise sparsity =  0.10926649305555555
layer1.0.conv2.weight_mask 	|	active =  4028 	|	total =  36864 	|	layerwise sparsity =  0.10926649305555555
layer1.1.conv1.weight_mask 	|	active =  4448 	|	total =  36864 	|	layerwise sparsity =  0.12065972222222222
layer1.1.conv2.weight_mask 	|	active =  4826 	|	total =  36864 	|	layerwise sparsity =  0.1309136284722222
layer2.0.conv1.weight_mask 	|	active =  9476 	|	total =  73728 	|	layerwise sparsity =  0.12852647569444445
layer2.0.conv2.weight_mask 	|	active =  23109 	|	total =  147456 	|	layerwise sparsity =  0.15671793619791666
layer2.0.shortcut.0.weight_mask 	|	active =  832 	|	total =  8192 	|	layerwise sparsity =  0.1015625
layer2.1.conv1.weight_mask 	|	active =  23617 	|	total =  147456 	|	layerwise sparsity =  0.1601630316840278
layer2.1.conv2.weight_mask 	|	active =  24524 	|	total =  147456 	|	layerwise sparsity =  0.1663140190972222
layer3.0.conv1.weight_mask 	|	active =  53793 	|	total =  294912 	|	layerwise sparsity =  0.182403564453125
layer3.0.conv2.weight_mask 	|	active =  121417 	|	total =  589824 	|	layerwise sparsity =  0.2058529324001736
layer3.0.shortcut.0.weight_mask 	|	active =  4379 	|	total =  32768 	|	layerwise sparsity =  0.133636474609375
layer3.1.conv1.weight_mask 	|	active =  124390 	|	total =  589824 	|	layerwise sparsity =  0.21089341905381945
layer3.1.conv2.weight_mask 	|	active =  129593 	|	total =  589824 	|	layerwise sparsity =  0.2197146945529514
layer4.0.conv1.weight_mask 	|	active =  286592 	|	total =  1179648 	|	layerwise sparsity =  0.2429470486111111
layer4.0.conv2.weight_mask 	|	active =  646175 	|	total =  2359296 	|	layerwise sparsity =  0.2738846672905816
layer4.0.shortcut.0.weight_mask 	|	active =  24327 	|	total =  131072 	|	layerwise sparsity =  0.18560028076171875
layer4.1.conv1.weight_mask 	|	active =  668730 	|	total =  2359296 	|	layerwise sparsity =  0.28344472249348956
layer4.1.conv2.weight_mask 	|	active =  686638 	|	total =  2359296 	|	layerwise sparsity =  0.29103512234157985
pruning state: 6
remaining weight at start of iteration =  25.493887034519936
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  2785 	|	total =  36864 	|	layerwise sparsity =  0.07554796006944445
layer1.0.conv2.weight_mask 	|	active =  2785 	|	total =  36864 	|	layerwise sparsity =  0.07554796006944445
layer1.1.conv1.weight_mask 	|	active =  3127 	|	total =  36864 	|	layerwise sparsity =  0.08482530381944445
layer1.1.conv2.weight_mask 	|	active =  3439 	|	total =  36864 	|	layerwise sparsity =  0.0932888454861111
layer2.0.conv1.weight_mask 	|	active =  6732 	|	total =  73728 	|	layerwise sparsity =  0.09130859375
layer2.0.conv2.weight_mask 	|	active =  16968 	|	total =  147456 	|	layerwise sparsity =  0.11507161458333333
layer2.0.shortcut.0.weight_mask 	|	active =  568 	|	total =  8192 	|	layerwise sparsity =  0.0693359375
layer2.1.conv1.weight_mask 	|	active =  17404 	|	total =  147456 	|	layerwise sparsity =  0.11802842881944445
layer2.1.conv2.weight_mask 	|	active =  18186 	|	total =  147456 	|	layerwise sparsity =  0.12333170572916667
layer3.0.conv1.weight_mask 	|	active =  40510 	|	total =  294912 	|	layerwise sparsity =  0.1373630099826389
layer3.0.conv2.weight_mask 	|	active =  93298 	|	total =  589824 	|	layerwise sparsity =  0.1581793891059028
layer3.0.shortcut.0.weight_mask 	|	active =  3131 	|	total =  32768 	|	layerwise sparsity =  0.095550537109375
layer3.1.conv1.weight_mask 	|	active =  95969 	|	total =  589824 	|	layerwise sparsity =  0.1627078586154514
layer3.1.conv2.weight_mask 	|	active =  100668 	|	total =  589824 	|	layerwise sparsity =  0.17067464192708334
layer4.0.conv1.weight_mask 	|	active =  226386 	|	total =  1179648 	|	layerwise sparsity =  0.1919097900390625
layer4.0.conv2.weight_mask 	|	active =  520729 	|	total =  2359296 	|	layerwise sparsity =  0.22071372138129342
layer4.0.shortcut.0.weight_mask 	|	active =  18373 	|	total =  131072 	|	layerwise sparsity =  0.14017486572265625
layer4.1.conv1.weight_mask 	|	active =  541995 	|	total =  2359296 	|	layerwise sparsity =  0.22972742716471353
layer4.1.conv2.weight_mask 	|	active =  558966 	|	total =  2359296 	|	layerwise sparsity =  0.2369206746419271
pruning state: 7
remaining weight at start of iteration =  20.359994307852013
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  1926 	|	total =  36864 	|	layerwise sparsity =  0.05224609375
layer1.0.conv2.weight_mask 	|	active =  1926 	|	total =  36864 	|	layerwise sparsity =  0.05224609375
layer1.1.conv1.weight_mask 	|	active =  2198 	|	total =  36864 	|	layerwise sparsity =  0.059624565972222224
layer1.1.conv2.weight_mask 	|	active =  2451 	|	total =  36864 	|	layerwise sparsity =  0.06648763020833333
layer2.0.conv1.weight_mask 	|	active =  4782 	|	total =  73728 	|	layerwise sparsity =  0.06486002604166667
layer2.0.conv2.weight_mask 	|	active =  12459 	|	total =  147456 	|	layerwise sparsity =  0.08449300130208333
layer2.0.shortcut.0.weight_mask 	|	active =  388 	|	total =  8192 	|	layerwise sparsity =  0.04736328125
layer2.1.conv1.weight_mask 	|	active =  12826 	|	total =  147456 	|	layerwise sparsity =  0.08698187934027778
layer2.1.conv2.weight_mask 	|	active =  13486 	|	total =  147456 	|	layerwise sparsity =  0.0914577907986111
layer3.0.conv1.weight_mask 	|	active =  30507 	|	total =  294912 	|	layerwise sparsity =  0.10344441731770833
layer3.0.conv2.weight_mask 	|	active =  71691 	|	total =  589824 	|	layerwise sparsity =  0.12154642740885417
layer3.0.shortcut.0.weight_mask 	|	active =  2239 	|	total =  32768 	|	layerwise sparsity =  0.068328857421875
layer3.1.conv1.weight_mask 	|	active =  74041 	|	total =  589824 	|	layerwise sparsity =  0.1255306667751736
layer3.1.conv2.weight_mask 	|	active =  78199 	|	total =  589824 	|	layerwise sparsity =  0.1325802273220486
layer4.0.conv1.weight_mask 	|	active =  178828 	|	total =  1179648 	|	layerwise sparsity =  0.15159437391493055
layer4.0.conv2.weight_mask 	|	active =  419636 	|	total =  2359296 	|	layerwise sparsity =  0.1778649224175347
layer4.0.shortcut.0.weight_mask 	|	active =  13876 	|	total =  131072 	|	layerwise sparsity =  0.105865478515625
layer4.1.conv1.weight_mask 	|	active =  439279 	|	total =  2359296 	|	layerwise sparsity =  0.18619071112738717
layer4.1.conv2.weight_mask 	|	active =  455033 	|	total =  2359296 	|	layerwise sparsity =  0.19286812676323783
pruning state: 8
remaining weight at start of iteration =  16.271469219387136
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  1332 	|	total =  36864 	|	layerwise sparsity =  0.0361328125
layer1.0.conv2.weight_mask 	|	active =  1332 	|	total =  36864 	|	layerwise sparsity =  0.0361328125
layer1.1.conv1.weight_mask 	|	active =  1545 	|	total =  36864 	|	layerwise sparsity =  0.041910807291666664
layer1.1.conv2.weight_mask 	|	active =  1747 	|	total =  36864 	|	layerwise sparsity =  0.04739040798611111
layer2.0.conv1.weight_mask 	|	active =  3397 	|	total =  73728 	|	layerwise sparsity =  0.046074761284722224
layer2.0.conv2.weight_mask 	|	active =  9148 	|	total =  147456 	|	layerwise sparsity =  0.06203884548611111
layer2.0.shortcut.0.weight_mask 	|	active =  265 	|	total =  8192 	|	layerwise sparsity =  0.0323486328125
layer2.1.conv1.weight_mask 	|	active =  9452 	|	total =  147456 	|	layerwise sparsity =  0.06410047743055555
layer2.1.conv2.weight_mask 	|	active =  10001 	|	total =  147456 	|	layerwise sparsity =  0.06782362196180555
layer3.0.conv1.weight_mask 	|	active =  22974 	|	total =  294912 	|	layerwise sparsity =  0.07790120442708333
layer3.0.conv2.weight_mask 	|	active =  55088 	|	total =  589824 	|	layerwise sparsity =  0.09339735243055555
layer3.0.shortcut.0.weight_mask 	|	active =  1601 	|	total =  32768 	|	layerwise sparsity =  0.048858642578125
layer3.1.conv1.weight_mask 	|	active =  57124 	|	total =  589824 	|	layerwise sparsity =  0.09684922960069445
layer3.1.conv2.weight_mask 	|	active =  60745 	|	total =  589824 	|	layerwise sparsity =  0.10298834906684028
layer4.0.conv1.weight_mask 	|	active =  141261 	|	total =  1179648 	|	layerwise sparsity =  0.11974843343098958
layer4.0.conv2.weight_mask 	|	active =  338169 	|	total =  2359296 	|	layerwise sparsity =  0.14333470662434897
layer4.0.shortcut.0.weight_mask 	|	active =  10480 	|	total =  131072 	|	layerwise sparsity =  0.0799560546875
layer4.1.conv1.weight_mask 	|	active =  356029 	|	total =  2359296 	|	layerwise sparsity =  0.15090476142035592
layer4.1.conv2.weight_mask 	|	active =  370425 	|	total =  2359296 	|	layerwise sparsity =  0.15700658162434897
pruning state: 9
remaining weight at start of iteration =  13.012678650287047
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  921 	|	total =  36864 	|	layerwise sparsity =  0.024983723958333332
layer1.0.conv2.weight_mask 	|	active =  921 	|	total =  36864 	|	layerwise sparsity =  0.024983723958333332
layer1.1.conv1.weight_mask 	|	active =  1086 	|	total =  36864 	|	layerwise sparsity =  0.029459635416666668
layer1.1.conv2.weight_mask 	|	active =  1245 	|	total =  36864 	|	layerwise sparsity =  0.033772786458333336
layer2.0.conv1.weight_mask 	|	active =  2413 	|	total =  73728 	|	layerwise sparsity =  0.03272840711805555
layer2.0.conv2.weight_mask 	|	active =  6717 	|	total =  147456 	|	layerwise sparsity =  0.045552571614583336
layer2.0.shortcut.0.weight_mask 	|	active =  181 	|	total =  8192 	|	layerwise sparsity =  0.0220947265625
layer2.1.conv1.weight_mask 	|	active =  6965 	|	total =  147456 	|	layerwise sparsity =  0.047234429253472224
layer2.1.conv2.weight_mask 	|	active =  7416 	|	total =  147456 	|	layerwise sparsity =  0.05029296875
layer3.0.conv1.weight_mask 	|	active =  17301 	|	total =  294912 	|	layerwise sparsity =  0.058664957682291664
layer3.0.conv2.weight_mask 	|	active =  42330 	|	total =  589824 	|	layerwise sparsity =  0.07176717122395833
layer3.0.shortcut.0.weight_mask 	|	active =  1145 	|	total =  32768 	|	layerwise sparsity =  0.034942626953125
layer3.1.conv1.weight_mask 	|	active =  44072 	|	total =  589824 	|	layerwise sparsity =  0.07472059461805555
layer3.1.conv2.weight_mask 	|	active =  47187 	|	total =  589824 	|	layerwise sparsity =  0.0800018310546875
layer4.0.conv1.weight_mask 	|	active =  111585 	|	total =  1179648 	|	layerwise sparsity =  0.09459177652994792
layer4.0.conv2.weight_mask 	|	active =  272518 	|	total =  2359296 	|	layerwise sparsity =  0.11550818549262153
layer4.0.shortcut.0.weight_mask 	|	active =  7915 	|	total =  131072 	|	layerwise sparsity =  0.06038665771484375
layer4.1.conv1.weight_mask 	|	active =  288556 	|	total =  2359296 	|	layerwise sparsity =  0.12230597601996528
layer4.1.conv2.weight_mask 	|	active =  301549 	|	total =  2359296 	|	layerwise sparsity =  0.12781312730577257
pruning state: 10
remaining weight at start of iteration =  10.413109074172844
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  637 	|	total =  36864 	|	layerwise sparsity =  0.017279730902777776
layer1.0.conv2.weight_mask 	|	active =  637 	|	total =  36864 	|	layerwise sparsity =  0.017279730902777776
layer1.1.conv1.weight_mask 	|	active =  763 	|	total =  36864 	|	layerwise sparsity =  0.020697699652777776
layer1.1.conv2.weight_mask 	|	active =  887 	|	total =  36864 	|	layerwise sparsity =  0.024061414930555556
layer2.0.conv1.weight_mask 	|	active =  1714 	|	total =  73728 	|	layerwise sparsity =  0.023247612847222224
layer2.0.conv2.weight_mask 	|	active =  4932 	|	total =  147456 	|	layerwise sparsity =  0.033447265625
layer2.0.shortcut.0.weight_mask 	|	active =  124 	|	total =  8192 	|	layerwise sparsity =  0.01513671875
layer2.1.conv1.weight_mask 	|	active =  5133 	|	total =  147456 	|	layerwise sparsity =  0.034810384114583336
layer2.1.conv2.weight_mask 	|	active =  5499 	|	total =  147456 	|	layerwise sparsity =  0.03729248046875
layer3.0.conv1.weight_mask 	|	active =  13029 	|	total =  294912 	|	layerwise sparsity =  0.044179280598958336
layer3.0.conv2.weight_mask 	|	active =  32527 	|	total =  589824 	|	layerwise sparsity =  0.05514695909288195
layer3.0.shortcut.0.weight_mask 	|	active =  819 	|	total =  32768 	|	layerwise sparsity =  0.024993896484375
layer3.1.conv1.weight_mask 	|	active =  34002 	|	total =  589824 	|	layerwise sparsity =  0.057647705078125
layer3.1.conv2.weight_mask 	|	active =  36655 	|	total =  589824 	|	layerwise sparsity =  0.06214565700954861
layer4.0.conv1.weight_mask 	|	active =  88144 	|	total =  1179648 	|	layerwise sparsity =  0.07472059461805555
layer4.0.conv2.weight_mask 	|	active =  219612 	|	total =  2359296 	|	layerwise sparsity =  0.09308369954427083
layer4.0.shortcut.0.weight_mask 	|	active =  5978 	|	total =  131072 	|	layerwise sparsity =  0.0456085205078125
layer4.1.conv1.weight_mask 	|	active =  233870 	|	total =  2359296 	|	layerwise sparsity =  0.0991270277235243
layer4.1.conv2.weight_mask 	|	active =  245480 	|	total =  2359296 	|	layerwise sparsity =  0.10404798719618055
pruning state: 11
remaining weight at start of iteration =  8.33786769555468
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  440 	|	total =  36864 	|	layerwise sparsity =  0.011935763888888888
layer1.0.conv2.weight_mask 	|	active =  440 	|	total =  36864 	|	layerwise sparsity =  0.011935763888888888
layer1.1.conv1.weight_mask 	|	active =  536 	|	total =  36864 	|	layerwise sparsity =  0.014539930555555556
layer1.1.conv2.weight_mask 	|	active =  632 	|	total =  36864 	|	layerwise sparsity =  0.017144097222222224
layer2.0.conv1.weight_mask 	|	active =  1218 	|	total =  73728 	|	layerwise sparsity =  0.016520182291666668
layer2.0.conv2.weight_mask 	|	active =  3621 	|	total =  147456 	|	layerwise sparsity =  0.024556477864583332
layer2.0.shortcut.0.weight_mask 	|	active =  85 	|	total =  8192 	|	layerwise sparsity =  0.0103759765625
layer2.1.conv1.weight_mask 	|	active =  3783 	|	total =  147456 	|	layerwise sparsity =  0.025655110677083332
layer2.1.conv2.weight_mask 	|	active =  4078 	|	total =  147456 	|	layerwise sparsity =  0.027655707465277776
layer3.0.conv1.weight_mask 	|	active =  9812 	|	total =  294912 	|	layerwise sparsity =  0.033270941840277776
layer3.0.conv2.weight_mask 	|	active =  24994 	|	total =  589824 	|	layerwise sparsity =  0.04237535264756945
layer3.0.shortcut.0.weight_mask 	|	active =  586 	|	total =  32768 	|	layerwise sparsity =  0.01788330078125
layer3.1.conv1.weight_mask 	|	active =  26233 	|	total =  589824 	|	layerwise sparsity =  0.04447597927517361
layer3.1.conv2.weight_mask 	|	active =  28474 	|	total =  589824 	|	layerwise sparsity =  0.04827541775173611
layer4.0.conv1.weight_mask 	|	active =  69627 	|	total =  1179648 	|	layerwise sparsity =  0.059023539225260414
layer4.0.conv2.weight_mask 	|	active =  176977 	|	total =  2359296 	|	layerwise sparsity =  0.07501263088650173
layer4.0.shortcut.0.weight_mask 	|	active =  4515 	|	total =  131072 	|	layerwise sparsity =  0.03444671630859375
layer4.1.conv1.weight_mask 	|	active =  189548 	|	total =  2359296 	|	layerwise sparsity =  0.0803409152560764
layer4.1.conv2.weight_mask 	|	active =  199836 	|	total =  2359296 	|	layerwise sparsity =  0.0847015380859375
pruning state: 12
remaining weight at start of iteration =  6.679984787483583
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  304 	|	total =  36864 	|	layerwise sparsity =  0.008246527777777778
