pruning state: 0
remaining weight at start of iteration =  99.99998207761968
pre_conv.0.weight_mask 	|	active =  1706 	|	total =  1728 	|	layerwise sparsity =  0.9872685185185185
layer3.0.conv2.weight_mask 	|	active =  411517 	|	total =  589824 	|	layerwise sparsity =  0.6976945665147569
layer3.0.shortcut.0.weight_mask 	|	active =  29883 	|	total =  32768 	|	layerwise sparsity =  0.911956787109375
layer3.1.conv1.weight_mask 	|	active =  412020 	|	total =  589824 	|	layerwise sparsity =  0.69854736328125
layer3.1.conv2.weight_mask 	|	active =  412931 	|	total =  589824 	|	layerwise sparsity =  0.7000918918185763
layer4.0.conv1.weight_mask 	|	active =  824743 	|	total =  1179648 	|	layerwise sparsity =  0.699143303765191
layer4.0.conv2.weight_mask 	|	active =  1418309 	|	total =  2359296 	|	layerwise sparsity =  0.601157718234592
layer4.0.shortcut.0.weight_mask 	|	active =  115230 	|	total =  131072 	|	layerwise sparsity =  0.8791351318359375
layer4.1.conv1.weight_mask 	|	active =  1374154 	|	total =  2359296 	|	layerwise sparsity =  0.582442389594184
layer4.1.conv2.weight_mask 	|	active =  1361541 	|	total =  2359296 	|	layerwise sparsity =  0.5770963033040365
pruning state: 2
remaining weight at start of iteration =  64.00000465981887
pre_conv.0.weight_mask 	|	active =  1647 	|	total =  1728 	|	layerwise sparsity =  0.953125
layer1.0.conv1.weight_mask 	|	active =  30734 	|	total =  36864 	|	layerwise sparsity =  0.8337131076388888
layer1.0.conv2.weight_mask 	|	active =  30262 	|	total =  36864 	|	layerwise sparsity =  0.8209092881944444
layer1.1.conv1.weight_mask 	|	active =  29648 	|	total =  36864 	|	layerwise sparsity =  0.8042534722222222
layer1.1.conv2.weight_mask 	|	active =  29604 	|	total =  36864 	|	layerwise sparsity =  0.8030598958333334
layer2.0.conv1.weight_mask 	|	active =  56928 	|	total =  73728 	|	layerwise sparsity =  0.7721354166666666
layer2.0.conv2.weight_mask 	|	active =  104559 	|	total =  147456 	|	layerwise sparsity =  0.7090861002604166
layer2.0.shortcut.0.weight_mask 	|	active =  7356 	|	total =  8192 	|	layerwise sparsity =  0.89794921875
layer2.1.conv1.weight_mask 	|	active =  105729 	|	total =  147456 	|	layerwise sparsity =  0.7170206705729166
layer2.1.conv2.weight_mask 	|	active =  104149 	|	total =  147456 	|	layerwise sparsity =  0.7063056098090278
layer3.0.conv1.weight_mask 	|	active =  201307 	|	total =  294912 	|	layerwise sparsity =  0.6826002332899306
layer3.0.conv2.weight_mask 	|	active =  343946 	|	total =  589824 	|	layerwise sparsity =  0.5831332736545138
layer3.0.shortcut.0.weight_mask 	|	active =  28184 	|	total =  32768 	|	layerwise sparsity =  0.860107421875
layer3.1.conv1.weight_mask 	|	active =  347284 	|	total =  589824 	|	layerwise sparsity =  0.5887925889756944
layer3.1.conv2.weight_mask 	|	active =  348383 	|	total =  589824 	|	layerwise sparsity =  0.5906558566623263
layer4.0.conv1.weight_mask 	|	active =  686326 	|	total =  1179648 	|	layerwise sparsity =  0.5818057590060763
layer4.0.conv2.weight_mask 	|	active =  1094705 	|	total =  2359296 	|	layerwise sparsity =  0.4639964633517795
layer4.0.shortcut.0.weight_mask 	|	active =  106676 	|	total =  131072 	|	layerwise sparsity =  0.813873291015625
layer4.1.conv1.weight_mask 	|	active =  1025769 	|	total =  2359296 	|	layerwise sparsity =  0.43477757771809894
layer4.1.conv2.weight_mask 	|	active =  1030331 	|	total =  2359296 	|	layerwise sparsity =  0.4367112053765191
pruning state: 3
remaining weight at start of iteration =  51.20000193561707
pre_conv.0.weight_mask 	|	active =  1624 	|	total =  1728 	|	layerwise sparsity =  0.9398148148148148
layer1.0.conv1.weight_mask 	|	active =  28775 	|	total =  36864 	|	layerwise sparsity =  0.7805718315972222
layer1.0.conv2.weight_mask 	|	active =  28342 	|	total =  36864 	|	layerwise sparsity =  0.7688259548611112
layer1.1.conv1.weight_mask 	|	active =  27531 	|	total =  36864 	|	layerwise sparsity =  0.746826171875
layer1.1.conv2.weight_mask 	|	active =  27601 	|	total =  36864 	|	layerwise sparsity =  0.7487250434027778
layer2.0.conv1.weight_mask 	|	active =  52272 	|	total =  73728 	|	layerwise sparsity =  0.708984375
layer2.0.conv2.weight_mask 	|	active =  93440 	|	total =  147456 	|	layerwise sparsity =  0.6336805555555556
layer2.0.shortcut.0.weight_mask 	|	active =  7056 	|	total =  8192 	|	layerwise sparsity =  0.861328125
layer2.1.conv1.weight_mask 	|	active =  95298 	|	total =  147456 	|	layerwise sparsity =  0.6462809244791666
layer2.1.conv2.weight_mask 	|	active =  93513 	|	total =  147456 	|	layerwise sparsity =  0.6341756184895834
layer3.0.conv1.weight_mask 	|	active =  176989 	|	total =  294912 	|	layerwise sparsity =  0.6001417371961806
layer3.0.conv2.weight_mask 	|	active =  286595 	|	total =  589824 	|	layerwise sparsity =  0.4858991834852431
layer3.0.shortcut.0.weight_mask 	|	active =  26499 	|	total =  32768 	|	layerwise sparsity =  0.808685302734375
layer3.1.conv1.weight_mask 	|	active =  291155 	|	total =  589824 	|	layerwise sparsity =  0.4936303032769097
layer3.1.conv2.weight_mask 	|	active =  291696 	|	total =  589824 	|	layerwise sparsity =  0.4945475260416667
layer4.0.conv1.weight_mask 	|	active =  564338 	|	total =  1179648 	|	layerwise sparsity =  0.4783952501085069
layer4.0.conv2.weight_mask 	|	active =  833698 	|	total =  2359296 	|	layerwise sparsity =  0.35336727566189235
layer4.0.shortcut.0.weight_mask 	|	active =  98159 	|	total =  131072 	|	layerwise sparsity =  0.7488937377929688
layer4.1.conv1.weight_mask 	|	active =  762970 	|	total =  2359296 	|	layerwise sparsity =  0.32338884141710067
layer4.1.conv2.weight_mask 	|	active =  783271 	|	total =  2359296 	|	layerwise sparsity =  0.3319935268825955
pruning state: 4
remaining weight at start of iteration =  40.96000513296973
pre_conv.0.weight_mask 	|	active =  1591 	|	total =  1728 	|	layerwise sparsity =  0.9207175925925926
layer1.0.conv1.weight_mask 	|	active =  27194 	|	total =  36864 	|	layerwise sparsity =  0.7376844618055556
layer1.0.conv2.weight_mask 	|	active =  26696 	|	total =  36864 	|	layerwise sparsity =  0.7241753472222222
layer1.1.conv1.weight_mask 	|	active =  25869 	|	total =  36864 	|	layerwise sparsity =  0.7017415364583334
layer1.1.conv2.weight_mask 	|	active =  25963 	|	total =  36864 	|	layerwise sparsity =  0.7042914496527778
layer2.0.conv1.weight_mask 	|	active =  48296 	|	total =  73728 	|	layerwise sparsity =  0.6550564236111112
layer2.0.conv2.weight_mask 	|	active =  84221 	|	total =  147456 	|	layerwise sparsity =  0.5711602105034722
layer2.0.shortcut.0.weight_mask 	|	active =  6741 	|	total =  8192 	|	layerwise sparsity =  0.8228759765625
layer2.1.conv1.weight_mask 	|	active =  86081 	|	total =  147456 	|	layerwise sparsity =  0.5837741427951388
layer2.1.conv2.weight_mask 	|	active =  83827 	|	total =  147456 	|	layerwise sparsity =  0.5684882269965278
layer3.0.conv1.weight_mask 	|	active =  155492 	|	total =  294912 	|	layerwise sparsity =  0.5272488064236112
layer3.0.conv2.weight_mask 	|	active =  237281 	|	total =  589824 	|	layerwise sparsity =  0.4022911919487847
layer3.0.shortcut.0.weight_mask 	|	active =  24896 	|	total =  32768 	|	layerwise sparsity =  0.759765625
layer3.1.conv1.weight_mask 	|	active =  241647 	|	total =  589824 	|	layerwise sparsity =  0.4096934000651042
layer3.1.conv2.weight_mask 	|	active =  242978 	|	total =  589824 	|	layerwise sparsity =  0.4119500054253472
layer4.0.conv1.weight_mask 	|	active =  456849 	|	total =  1179648 	|	layerwise sparsity =  0.38727569580078125
layer4.0.conv2.weight_mask 	|	active =  630107 	|	total =  2359296 	|	layerwise sparsity =  0.26707416110568577
layer4.0.shortcut.0.weight_mask 	|	active =  90165 	|	total =  131072 	|	layerwise sparsity =  0.6879043579101562
layer4.1.conv1.weight_mask 	|	active =  566535 	|	total =  2359296 	|	layerwise sparsity =  0.24012883504231772
layer4.1.conv2.weight_mask 	|	active =  594229 	|	total =  2359296 	|	layerwise sparsity =  0.25186708238389754
pruning state: 5
remaining weight at start of iteration =  32.76800769085184
pre_conv.0.weight_mask 	|	active =  1562 	|	total =  1728 	|	layerwise sparsity =  0.9039351851851852
layer1.0.conv1.weight_mask 	|	active =  25863 	|	total =  36864 	|	layerwise sparsity =  0.7015787760416666
layer1.0.conv2.weight_mask 	|	active =  25277 	|	total =  36864 	|	layerwise sparsity =  0.6856825086805556
layer1.1.conv1.weight_mask 	|	active =  24538 	|	total =  36864 	|	layerwise sparsity =  0.6656358506944444
layer1.1.conv2.weight_mask 	|	active =  24541 	|	total =  36864 	|	layerwise sparsity =  0.6657172309027778
layer2.0.conv1.weight_mask 	|	active =  44880 	|	total =  73728 	|	layerwise sparsity =  0.6087239583333334
layer2.0.conv2.weight_mask 	|	active =  76071 	|	total =  147456 	|	layerwise sparsity =  0.5158894856770834
layer2.0.shortcut.0.weight_mask 	|	active =  6454 	|	total =  8192 	|	layerwise sparsity =  0.787841796875
layer2.1.conv1.weight_mask 	|	active =  78060 	|	total =  147456 	|	layerwise sparsity =  0.5293782552083334
layer2.1.conv2.weight_mask 	|	active =  75802 	|	total =  147456 	|	layerwise sparsity =  0.5140652126736112
layer3.0.conv1.weight_mask 	|	active =  136199 	|	total =  294912 	|	layerwise sparsity =  0.4618292914496528
layer3.0.conv2.weight_mask 	|	active =  194791 	|	total =  589824 	|	layerwise sparsity =  0.3302527533637153
layer3.0.shortcut.0.weight_mask 	|	active =  23353 	|	total =  32768 	|	layerwise sparsity =  0.712677001953125
layer3.1.conv1.weight_mask 	|	active =  199469 	|	total =  589824 	|	layerwise sparsity =  0.3381839328342014
layer3.1.conv2.weight_mask 	|	active =  200082 	|	total =  589824 	|	layerwise sparsity =  0.3392232259114583
layer4.0.conv1.weight_mask 	|	active =  363492 	|	total =  1179648 	|	layerwise sparsity =  0.308135986328125
layer4.0.conv2.weight_mask 	|	active =  472772 	|	total =  2359296 	|	layerwise sparsity =  0.2003868950737847
layer4.0.shortcut.0.weight_mask 	|	active =  82629 	|	total =  131072 	|	layerwise sparsity =  0.6304092407226562
layer4.1.conv1.weight_mask 	|	active =  421289 	|	total =  2359296 	|	layerwise sparsity =  0.17856555514865452
layer4.1.conv2.weight_mask 	|	active =  448202 	|	total =  2359296 	|	layerwise sparsity =  0.18997277153862846
pruning state: 6
remaining weight at start of iteration =  26.214402568205408
pre_conv.0.weight_mask 	|	active =  1528 	|	total =  1728 	|	layerwise sparsity =  0.8842592592592593
layer1.0.conv1.weight_mask 	|	active =  24561 	|	total =  36864 	|	layerwise sparsity =  0.666259765625
layer1.0.conv2.weight_mask 	|	active =  23994 	|	total =  36864 	|	layerwise sparsity =  0.65087890625
layer1.1.conv1.weight_mask 	|	active =  23289 	|	total =  36864 	|	layerwise sparsity =  0.6317545572916666
layer1.1.conv2.weight_mask 	|	active =  23344 	|	total =  36864 	|	layerwise sparsity =  0.6332465277777778
layer2.0.conv1.weight_mask 	|	active =  41763 	|	total =  73728 	|	layerwise sparsity =  0.5664469401041666
layer2.0.conv2.weight_mask 	|	active =  68797 	|	total =  147456 	|	layerwise sparsity =  0.4665595160590278
layer2.0.shortcut.0.weight_mask 	|	active =  6191 	|	total =  8192 	|	layerwise sparsity =  0.7557373046875
layer2.1.conv1.weight_mask 	|	active =  70797 	|	total =  147456 	|	layerwise sparsity =  0.4801228841145833
layer2.1.conv2.weight_mask 	|	active =  68361 	|	total =  147456 	|	layerwise sparsity =  0.4636027018229167
layer3.0.conv1.weight_mask 	|	active =  118961 	|	total =  294912 	|	layerwise sparsity =  0.4033779568142361
layer3.0.conv2.weight_mask 	|	active =  158507 	|	total =  589824 	|	layerwise sparsity =  0.2687360975477431
layer3.0.shortcut.0.weight_mask 	|	active =  21994 	|	total =  32768 	|	layerwise sparsity =  0.67120361328125
layer3.1.conv1.weight_mask 	|	active =  162551 	|	total =  589824 	|	layerwise sparsity =  0.2755923800998264
layer3.1.conv2.weight_mask 	|	active =  162514 	|	total =  589824 	|	layerwise sparsity =  0.2755296495225694
layer4.0.conv1.weight_mask 	|	active =  284311 	|	total =  1179648 	|	layerwise sparsity =  0.24101342095269096
layer4.0.conv2.weight_mask 	|	active =  353313 	|	total =  2359296 	|	layerwise sparsity =  0.14975357055664062
layer4.0.shortcut.0.weight_mask 	|	active =  75793 	|	total =  131072 	|	layerwise sparsity =  0.5782546997070312
layer4.1.conv1.weight_mask 	|	active =  314765 	|	total =  2359296 	|	layerwise sparsity =  0.13341479831271702
layer4.1.conv2.weight_mask 	|	active =  334927 	|	total =  2359296 	|	layerwise sparsity =  0.14196056789822048
pruning state: 7
remaining weight at start of iteration =  20.971523846802363
pre_conv.0.weight_mask 	|	active =  1490 	|	total =  1728 	|	layerwise sparsity =  0.8622685185185185
layer1.0.conv1.weight_mask 	|	active =  23381 	|	total =  36864 	|	layerwise sparsity =  0.6342502170138888
layer1.0.conv2.weight_mask 	|	active =  22750 	|	total =  36864 	|	layerwise sparsity =  0.6171332465277778
layer1.1.conv1.weight_mask 	|	active =  22071 	|	total =  36864 	|	layerwise sparsity =  0.5987141927083334
layer1.1.conv2.weight_mask 	|	active =  22132 	|	total =  36864 	|	layerwise sparsity =  0.6003689236111112
layer2.0.conv1.weight_mask 	|	active =  38938 	|	total =  73728 	|	layerwise sparsity =  0.5281304253472222
layer2.0.conv2.weight_mask 	|	active =  61971 	|	total =  147456 	|	layerwise sparsity =  0.4202677408854167
layer2.0.shortcut.0.weight_mask 	|	active =  5933 	|	total =  8192 	|	layerwise sparsity =  0.7242431640625
layer2.1.conv1.weight_mask 	|	active =  64195 	|	total =  147456 	|	layerwise sparsity =  0.4353502061631944
layer2.1.conv2.weight_mask 	|	active =  61434 	|	total =  147456 	|	layerwise sparsity =  0.4166259765625
layer3.0.conv1.weight_mask 	|	active =  103266 	|	total =  294912 	|	layerwise sparsity =  0.35015869140625
layer3.0.conv2.weight_mask 	|	active =  127696 	|	total =  589824 	|	layerwise sparsity =  0.2164984809027778
layer3.0.shortcut.0.weight_mask 	|	active =  20708 	|	total =  32768 	|	layerwise sparsity =  0.6319580078125
layer3.1.conv1.weight_mask 	|	active =  130740 	|	total =  589824 	|	layerwise sparsity =  0.22165934244791666
layer3.1.conv2.weight_mask 	|	active =  129945 	|	total =  589824 	|	layerwise sparsity =  0.22031148274739584
layer4.0.conv1.weight_mask 	|	active =  217931 	|	total =  1179648 	|	layerwise sparsity =  0.18474239773220485
layer4.0.conv2.weight_mask 	|	active =  263891 	|	total =  2359296 	|	layerwise sparsity =  0.1118515862358941
layer4.0.shortcut.0.weight_mask 	|	active =  69451 	|	total =  131072 	|	layerwise sparsity =  0.5298690795898438
layer4.1.conv1.weight_mask 	|	active =  235315 	|	total =  2359296 	|	layerwise sparsity =  0.09973949856228298
layer4.1.conv2.weight_mask 	|	active =  248971 	|	total =  2359296 	|	layerwise sparsity =  0.10552766587999132
pruning state: 8
remaining weight at start of iteration =  16.777220869679923
pre_conv.0.weight_mask 	|	active =  1460 	|	total =  1728 	|	layerwise sparsity =  0.8449074074074074
layer1.0.conv1.weight_mask 	|	active =  22235 	|	total =  36864 	|	layerwise sparsity =  0.6031629774305556
layer1.0.conv2.weight_mask 	|	active =  21633 	|	total =  36864 	|	layerwise sparsity =  0.5868326822916666
layer1.1.conv1.weight_mask 	|	active =  21025 	|	total =  36864 	|	layerwise sparsity =  0.5703396267361112
layer1.1.conv2.weight_mask 	|	active =  21082 	|	total =  36864 	|	layerwise sparsity =  0.5718858506944444
layer2.0.conv1.weight_mask 	|	active =  36217 	|	total =  73728 	|	layerwise sparsity =  0.4912245008680556
layer2.0.conv2.weight_mask 	|	active =  55635 	|	total =  147456 	|	layerwise sparsity =  0.3772989908854167
layer2.0.shortcut.0.weight_mask 	|	active =  5689 	|	total =  8192 	|	layerwise sparsity =  0.6944580078125
layer2.1.conv1.weight_mask 	|	active =  57802 	|	total =  147456 	|	layerwise sparsity =  0.3919949001736111
layer2.1.conv2.weight_mask 	|	active =  54961 	|	total =  147456 	|	layerwise sparsity =  0.3727281358506944
layer3.0.conv1.weight_mask 	|	active =  88635 	|	total =  294912 	|	layerwise sparsity =  0.3005472819010417
layer3.0.conv2.weight_mask 	|	active =  101615 	|	total =  589824 	|	layerwise sparsity =  0.1722802056206597
layer3.0.shortcut.0.weight_mask 	|	active =  19551 	|	total =  32768 	|	layerwise sparsity =  0.596649169921875
layer3.1.conv1.weight_mask 	|	active =  103722 	|	total =  589824 	|	layerwise sparsity =  0.17585245768229166
layer3.1.conv2.weight_mask 	|	active =  102183 	|	total =  589824 	|	layerwise sparsity =  0.17324320475260416
layer4.0.conv1.weight_mask 	|	active =  164035 	|	total =  1179648 	|	layerwise sparsity =  0.13905419243706596
layer4.0.conv2.weight_mask 	|	active =  197289 	|	total =  2359296 	|	layerwise sparsity =  0.08362197875976562
layer4.0.shortcut.0.weight_mask 	|	active =  63473 	|	total =  131072 	|	layerwise sparsity =  0.48426055908203125
layer4.1.conv1.weight_mask 	|	active =  176594 	|	total =  2359296 	|	layerwise sparsity =  0.0748502943250868
layer4.1.conv2.weight_mask 	|	active =  182931 	|	total =  2359296 	|	layerwise sparsity =  0.07753626505533855
pruning state: 9
remaining weight at start of iteration =  13.4217749035059
pre_conv.0.weight_mask 	|	active =  1432 	|	total =  1728 	|	layerwise sparsity =  0.8287037037037037
layer1.0.conv1.weight_mask 	|	active =  21042 	|	total =  36864 	|	layerwise sparsity =  0.57080078125
layer1.0.conv2.weight_mask 	|	active =  20524 	|	total =  36864 	|	layerwise sparsity =  0.5567491319444444
layer1.1.conv1.weight_mask 	|	active =  19897 	|	total =  36864 	|	layerwise sparsity =  0.5397406684027778
layer1.1.conv2.weight_mask 	|	active =  19967 	|	total =  36864 	|	layerwise sparsity =  0.5416395399305556
layer2.0.conv1.weight_mask 	|	active =  33498 	|	total =  73728 	|	layerwise sparsity =  0.454345703125
layer2.0.conv2.weight_mask 	|	active =  49474 	|	total =  147456 	|	layerwise sparsity =  0.3355170355902778
layer2.0.shortcut.0.weight_mask 	|	active =  5492 	|	total =  8192 	|	layerwise sparsity =  0.67041015625
layer2.1.conv1.weight_mask 	|	active =  51851 	|	total =  147456 	|	layerwise sparsity =  0.3516370985243056
layer2.1.conv2.weight_mask 	|	active =  48579 	|	total =  147456 	|	layerwise sparsity =  0.3294474283854167
layer3.0.conv1.weight_mask 	|	active =  74962 	|	total =  294912 	|	layerwise sparsity =  0.2541842990451389
layer3.0.conv2.weight_mask 	|	active =  79868 	|	total =  589824 	|	layerwise sparsity =  0.1354098849826389
layer3.0.shortcut.0.weight_mask 	|	active =  18359 	|	total =  32768 	|	layerwise sparsity =  0.560272216796875
layer3.1.conv1.weight_mask 	|	active =  81124 	|	total =  589824 	|	layerwise sparsity =  0.1375393337673611
layer3.1.conv2.weight_mask 	|	active =  79343 	|	total =  589824 	|	layerwise sparsity =  0.13451978895399305
layer4.0.conv1.weight_mask 	|	active =  121664 	|	total =  1179648 	|	layerwise sparsity =  0.10313585069444445
layer4.0.conv2.weight_mask 	|	active =  147754 	|	total =  2359296 	|	layerwise sparsity =  0.06262630886501735
layer4.0.shortcut.0.weight_mask 	|	active =  57950 	|	total =  131072 	|	layerwise sparsity =  0.4421234130859375
layer4.1.conv1.weight_mask 	|	active =  132298 	|	total =  2359296 	|	layerwise sparsity =  0.056075202094184026
layer4.1.conv2.weight_mask 	|	active =  133136 	|	total =  2359296 	|	layerwise sparsity =  0.05643039279513889
pruning state: 10
remaining weight at start of iteration =  10.737423507280786
pre_conv.0.weight_mask 	|	active =  1396 	|	total =  1728 	|	layerwise sparsity =  0.8078703703703703
layer1.0.conv1.weight_mask 	|	active =  19913 	|	total =  36864 	|	layerwise sparsity =  0.5401746961805556
layer1.0.conv2.weight_mask 	|	active =  19449 	|	total =  36864 	|	layerwise sparsity =  0.527587890625
layer1.1.conv1.weight_mask 	|	active =  18971 	|	total =  36864 	|	layerwise sparsity =  0.5146213107638888
layer1.1.conv2.weight_mask 	|	active =  19017 	|	total =  36864 	|	layerwise sparsity =  0.515869140625
layer2.0.conv1.weight_mask 	|	active =  30748 	|	total =  73728 	|	layerwise sparsity =  0.4170464409722222
layer2.0.conv2.weight_mask 	|	active =  43569 	|	total =  147456 	|	layerwise sparsity =  0.29547119140625
layer2.0.shortcut.0.weight_mask 	|	active =  5239 	|	total =  8192 	|	layerwise sparsity =  0.6395263671875
layer2.1.conv1.weight_mask 	|	active =  45950 	|	total =  147456 	|	layerwise sparsity =  0.3116183810763889
layer2.1.conv2.weight_mask 	|	active =  42404 	|	total =  147456 	|	layerwise sparsity =  0.2875705295138889
layer3.0.conv1.weight_mask 	|	active =  62304 	|	total =  294912 	|	layerwise sparsity =  0.21126302083333334
layer3.0.conv2.weight_mask 	|	active =  62130 	|	total =  589824 	|	layerwise sparsity =  0.10533650716145833
layer3.0.shortcut.0.weight_mask 	|	active =  17225 	|	total =  32768 	|	layerwise sparsity =  0.525665283203125
layer3.1.conv1.weight_mask 	|	active =  62260 	|	total =  589824 	|	layerwise sparsity =  0.1055569118923611
layer3.1.conv2.weight_mask 	|	active =  60648 	|	total =  589824 	|	layerwise sparsity =  0.10282389322916667
layer4.0.conv1.weight_mask 	|	active =  89311 	|	total =  1179648 	|	layerwise sparsity =  0.07570987277560765
layer4.0.conv2.weight_mask 	|	active =  110173 	|	total =  2359296 	|	layerwise sparsity =  0.04669740464952257
layer4.0.shortcut.0.weight_mask 	|	active =  52600 	|	total =  131072 	|	layerwise sparsity =  0.40130615234375
layer4.1.conv1.weight_mask 	|	active =  99256 	|	total =  2359296 	|	layerwise sparsity =  0.04207017686631945
layer4.1.conv2.weight_mask 	|	active =  96008 	|	total =  2359296 	|	layerwise sparsity =  0.04069349500868055
pruning state: 11
remaining weight at start of iteration =  8.589937013586601
pre_conv.0.weight_mask 	|	active =  1370 	|	total =  1728 	|	layerwise sparsity =  0.7928240740740741
layer1.0.conv1.weight_mask 	|	active =  18845 	|	total =  36864 	|	layerwise sparsity =  0.5112033420138888
layer1.0.conv2.weight_mask 	|	active =  18410 	|	total =  36864 	|	layerwise sparsity =  0.4994032118055556
layer1.1.conv1.weight_mask 	|	active =  17881 	|	total =  36864 	|	layerwise sparsity =  0.4850531684027778
layer1.1.conv2.weight_mask 	|	active =  17945 	|	total =  36864 	|	layerwise sparsity =  0.4867892795138889
layer2.0.conv1.weight_mask 	|	active =  28041 	|	total =  73728 	|	layerwise sparsity =  0.3803304036458333
layer2.0.conv2.weight_mask 	|	active =  37806 	|	total =  147456 	|	layerwise sparsity =  0.2563883463541667
layer2.0.shortcut.0.weight_mask 	|	active =  5028 	|	total =  8192 	|	layerwise sparsity =  0.61376953125
layer2.1.conv1.weight_mask 	|	active =  40448 	|	total =  147456 	|	layerwise sparsity =  0.2743055555555556
layer2.1.conv2.weight_mask 	|	active =  36387 	|	total =  147456 	|	layerwise sparsity =  0.24676513671875
layer3.0.conv1.weight_mask 	|	active =  50732 	|	total =  294912 	|	layerwise sparsity =  0.1720241970486111
layer3.0.conv2.weight_mask 	|	active =  47379 	|	total =  589824 	|	layerwise sparsity =  0.08032735188802083
layer3.0.shortcut.0.weight_mask 	|	active =  16051 	|	total =  32768 	|	layerwise sparsity =  0.489837646484375
layer3.1.conv1.weight_mask 	|	active =  47428 	|	total =  589824 	|	layerwise sparsity =  0.0804104275173611
layer3.1.conv2.weight_mask 	|	active =  45597 	|	total =  589824 	|	layerwise sparsity =  0.07730611165364583
layer4.0.conv1.weight_mask 	|	active =  65027 	|	total =  1179648 	|	layerwise sparsity =  0.0551240709092882
layer4.0.conv2.weight_mask 	|	active =  82053 	|	total =  2359296 	|	layerwise sparsity =  0.034778594970703125
layer4.0.shortcut.0.weight_mask 	|	active =  47408 	|	total =  131072 	|	layerwise sparsity =  0.3616943359375
layer4.1.conv1.weight_mask 	|	active =  74004 	|	total =  2359296 	|	layerwise sparsity =  0.031366984049479164
layer4.1.conv2.weight_mask 	|	active =  69017 	|	total =  2359296 	|	layerwise sparsity =  0.02925321790907118
pruning state: 12
remaining weight at start of iteration =  6.871951403107312
