pruning state: 0
remaining weight at start of iteration =  99.99998207761968
pre_conv.0.weight_mask 	|	active =  1701 	|	total =  1728 	|	layerwise sparsity =  0.984375
layer3.1.conv1.weight_mask 	|	active =  405631 	|	total =  589824 	|	layerwise sparsity =  0.6877153184678819
layer3.1.conv2.weight_mask 	|	active =  405865 	|	total =  589824 	|	layerwise sparsity =  0.6881120469835069
layer4.0.conv1.weight_mask 	|	active =  821905 	|	total =  1179648 	|	layerwise sparsity =  0.6967375013563368
layer4.0.conv2.weight_mask 	|	active =  1414056 	|	total =  2359296 	|	layerwise sparsity =  0.5993550618489584
layer4.0.shortcut.0.weight_mask 	|	active =  115302 	|	total =  131072 	|	layerwise sparsity =  0.8796844482421875
layer4.1.conv1.weight_mask 	|	active =  1367451 	|	total =  2359296 	|	layerwise sparsity =  0.5796012878417969
layer4.1.conv2.weight_mask 	|	active =  1394082 	|	total =  2359296 	|	layerwise sparsity =  0.5908889770507812
pruning state: 2
remaining weight at start of iteration =  64.00000465981887
pre_conv.0.weight_mask 	|	active =  1634 	|	total =  1728 	|	layerwise sparsity =  0.9456018518518519
layer1.0.conv1.weight_mask 	|	active =  30283 	|	total =  36864 	|	layerwise sparsity =  0.8214789496527778
layer1.0.conv2.weight_mask 	|	active =  30533 	|	total =  36864 	|	layerwise sparsity =  0.8282606336805556
layer1.1.conv1.weight_mask 	|	active =  29952 	|	total =  36864 	|	layerwise sparsity =  0.8125
layer1.1.conv2.weight_mask 	|	active =  30374 	|	total =  36864 	|	layerwise sparsity =  0.8239474826388888
layer2.0.conv1.weight_mask 	|	active =  59074 	|	total =  73728 	|	layerwise sparsity =  0.8012424045138888
layer2.0.conv2.weight_mask 	|	active =  106470 	|	total =  147456 	|	layerwise sparsity =  0.7220458984375
layer2.0.shortcut.0.weight_mask 	|	active =  7373 	|	total =  8192 	|	layerwise sparsity =  0.9000244140625
layer2.1.conv1.weight_mask 	|	active =  103636 	|	total =  147456 	|	layerwise sparsity =  0.7028266059027778
layer2.1.conv2.weight_mask 	|	active =  101086 	|	total =  147456 	|	layerwise sparsity =  0.6855333116319444
layer3.0.conv1.weight_mask 	|	active =  196383 	|	total =  294912 	|	layerwise sparsity =  0.6659037272135416
layer3.0.conv2.weight_mask 	|	active =  332418 	|	total =  589824 	|	layerwise sparsity =  0.5635884602864584
layer3.0.shortcut.0.weight_mask 	|	active =  27975 	|	total =  32768 	|	layerwise sparsity =  0.853729248046875
layer3.1.conv1.weight_mask 	|	active =  332518 	|	total =  589824 	|	layerwise sparsity =  0.5637580023871528
layer3.1.conv2.weight_mask 	|	active =  333090 	|	total =  589824 	|	layerwise sparsity =  0.564727783203125
layer4.0.conv1.weight_mask 	|	active =  681527 	|	total =  1179648 	|	layerwise sparsity =  0.5777375962999132
layer4.0.conv2.weight_mask 	|	active =  1089879 	|	total =  2359296 	|	layerwise sparsity =  0.46195093790690106
layer4.0.shortcut.0.weight_mask 	|	active =  106392 	|	total =  131072 	|	layerwise sparsity =  0.81170654296875
layer4.1.conv1.weight_mask 	|	active =  1024471 	|	total =  2359296 	|	layerwise sparsity =  0.4342274136013455
layer4.1.conv2.weight_mask 	|	active =  1088459 	|	total =  2359296 	|	layerwise sparsity =  0.46134906344943577
pruning state: 3
remaining weight at start of iteration =  51.20000193561707
pre_conv.0.weight_mask 	|	active =  1595 	|	total =  1728 	|	layerwise sparsity =  0.9230324074074074
layer1.0.conv1.weight_mask 	|	active =  28046 	|	total =  36864 	|	layerwise sparsity =  0.7607964409722222
layer1.0.conv2.weight_mask 	|	active =  28393 	|	total =  36864 	|	layerwise sparsity =  0.7702094184027778
layer1.1.conv1.weight_mask 	|	active =  27891 	|	total =  36864 	|	layerwise sparsity =  0.756591796875
layer1.1.conv2.weight_mask 	|	active =  28419 	|	total =  36864 	|	layerwise sparsity =  0.7709147135416666
layer2.0.conv1.weight_mask 	|	active =  54912 	|	total =  73728 	|	layerwise sparsity =  0.7447916666666666
layer2.0.conv2.weight_mask 	|	active =  95741 	|	total =  147456 	|	layerwise sparsity =  0.6492852105034722
layer2.0.shortcut.0.weight_mask 	|	active =  7061 	|	total =  8192 	|	layerwise sparsity =  0.8619384765625
layer2.1.conv1.weight_mask 	|	active =  92785 	|	total =  147456 	|	layerwise sparsity =  0.6292385525173612
layer2.1.conv2.weight_mask 	|	active =  89974 	|	total =  147456 	|	layerwise sparsity =  0.6101752387152778
layer3.0.conv1.weight_mask 	|	active =  170324 	|	total =  294912 	|	layerwise sparsity =  0.5775417751736112
layer3.0.conv2.weight_mask 	|	active =  272720 	|	total =  589824 	|	layerwise sparsity =  0.4623752170138889
layer3.0.shortcut.0.weight_mask 	|	active =  26265 	|	total =  32768 	|	layerwise sparsity =  0.801544189453125
layer3.1.conv1.weight_mask 	|	active =  272583 	|	total =  589824 	|	layerwise sparsity =  0.4621429443359375
layer3.1.conv2.weight_mask 	|	active =  273279 	|	total =  589824 	|	layerwise sparsity =  0.4633229573567708
layer4.0.conv1.weight_mask 	|	active =  558043 	|	total =  1179648 	|	layerwise sparsity =  0.47305891248914933
layer4.0.conv2.weight_mask 	|	active =  830822 	|	total =  2359296 	|	layerwise sparsity =  0.35214826795789933
layer4.0.shortcut.0.weight_mask 	|	active =  97887 	|	total =  131072 	|	layerwise sparsity =  0.7468185424804688
layer4.1.conv1.weight_mask 	|	active =  762874 	|	total =  2359296 	|	layerwise sparsity =  0.32334815131293404
layer4.1.conv2.weight_mask 	|	active =  851208 	|	total =  2359296 	|	layerwise sparsity =  0.3607889811197917
pruning state: 4
remaining weight at start of iteration =  40.96000513296973
pre_conv.0.weight_mask 	|	active =  1553 	|	total =  1728 	|	layerwise sparsity =  0.8987268518518519
layer1.0.conv1.weight_mask 	|	active =  26100 	|	total =  36864 	|	layerwise sparsity =  0.7080078125
layer1.0.conv2.weight_mask 	|	active =  26480 	|	total =  36864 	|	layerwise sparsity =  0.7183159722222222
layer1.1.conv1.weight_mask 	|	active =  26136 	|	total =  36864 	|	layerwise sparsity =  0.708984375
layer1.1.conv2.weight_mask 	|	active =  26767 	|	total =  36864 	|	layerwise sparsity =  0.7261013454861112
layer2.0.conv1.weight_mask 	|	active =  51329 	|	total =  73728 	|	layerwise sparsity =  0.6961941189236112
layer2.0.conv2.weight_mask 	|	active =  86665 	|	total =  147456 	|	layerwise sparsity =  0.5877346462673612
layer2.0.shortcut.0.weight_mask 	|	active =  6752 	|	total =  8192 	|	layerwise sparsity =  0.82421875
layer2.1.conv1.weight_mask 	|	active =  83892 	|	total =  147456 	|	layerwise sparsity =  0.5689290364583334
layer2.1.conv2.weight_mask 	|	active =  80858 	|	total =  147456 	|	layerwise sparsity =  0.5483534071180556
layer3.0.conv1.weight_mask 	|	active =  148205 	|	total =  294912 	|	layerwise sparsity =  0.5025397406684028
layer3.0.conv2.weight_mask 	|	active =  223489 	|	total =  589824 	|	layerwise sparsity =  0.3789079454210069
layer3.0.shortcut.0.weight_mask 	|	active =  24629 	|	total =  32768 	|	layerwise sparsity =  0.751617431640625
layer3.1.conv1.weight_mask 	|	active =  223205 	|	total =  589824 	|	layerwise sparsity =  0.3784264458550347
layer3.1.conv2.weight_mask 	|	active =  223957 	|	total =  589824 	|	layerwise sparsity =  0.3797014024522569
layer4.0.conv1.weight_mask 	|	active =  451538 	|	total =  1179648 	|	layerwise sparsity =  0.3827735053168403
layer4.0.conv2.weight_mask 	|	active =  628727 	|	total =  2359296 	|	layerwise sparsity =  0.26648924085828996
layer4.0.shortcut.0.weight_mask 	|	active =  89987 	|	total =  131072 	|	layerwise sparsity =  0.6865463256835938
layer4.1.conv1.weight_mask 	|	active =  565533 	|	total =  2359296 	|	layerwise sparsity =  0.23970413208007812
layer4.1.conv2.weight_mask 	|	active =  660856 	|	total =  2359296 	|	layerwise sparsity =  0.2801072862413194
pruning state: 5
remaining weight at start of iteration =  32.76800769085184
pre_conv.0.weight_mask 	|	active =  1512 	|	total =  1728 	|	layerwise sparsity =  0.875
layer1.0.conv1.weight_mask 	|	active =  24249 	|	total =  36864 	|	layerwise sparsity =  0.6577962239583334
layer1.0.conv2.weight_mask 	|	active =  24675 	|	total =  36864 	|	layerwise sparsity =  0.6693522135416666
layer1.1.conv1.weight_mask 	|	active =  24580 	|	total =  36864 	|	layerwise sparsity =  0.6667751736111112
layer1.1.conv2.weight_mask 	|	active =  25423 	|	total =  36864 	|	layerwise sparsity =  0.6896430121527778
layer2.0.conv1.weight_mask 	|	active =  48194 	|	total =  73728 	|	layerwise sparsity =  0.6536729600694444
layer2.0.conv2.weight_mask 	|	active =  78773 	|	total =  147456 	|	layerwise sparsity =  0.5342135959201388
layer2.0.shortcut.0.weight_mask 	|	active =  6450 	|	total =  8192 	|	layerwise sparsity =  0.787353515625
layer2.1.conv1.weight_mask 	|	active =  76060 	|	total =  147456 	|	layerwise sparsity =  0.5158148871527778
layer2.1.conv2.weight_mask 	|	active =  72850 	|	total =  147456 	|	layerwise sparsity =  0.4940456814236111
layer3.0.conv1.weight_mask 	|	active =  128768 	|	total =  294912 	|	layerwise sparsity =  0.4366319444444444
layer3.0.conv2.weight_mask 	|	active =  182871 	|	total =  589824 	|	layerwise sparsity =  0.3100433349609375
layer3.0.shortcut.0.weight_mask 	|	active =  23047 	|	total =  32768 	|	layerwise sparsity =  0.703338623046875
layer3.1.conv1.weight_mask 	|	active =  182988 	|	total =  589824 	|	layerwise sparsity =  0.31024169921875
layer3.1.conv2.weight_mask 	|	active =  183261 	|	total =  589824 	|	layerwise sparsity =  0.3107045491536458
layer4.0.conv1.weight_mask 	|	active =  360667 	|	total =  1179648 	|	layerwise sparsity =  0.30574120415581596
layer4.0.conv2.weight_mask 	|	active =  473649 	|	total =  2359296 	|	layerwise sparsity =  0.20075861612955728
layer4.0.shortcut.0.weight_mask 	|	active =  82769 	|	total =  131072 	|	layerwise sparsity =  0.6314773559570312
layer4.1.conv1.weight_mask 	|	active =  419815 	|	total =  2359296 	|	layerwise sparsity =  0.17794079250759548
layer4.1.conv2.weight_mask 	|	active =  504725 	|	total =  2359296 	|	layerwise sparsity =  0.21393034193250868
pruning state: 6
remaining weight at start of iteration =  26.214402568205408
pre_conv.0.weight_mask 	|	active =  1481 	|	total =  1728 	|	layerwise sparsity =  0.8570601851851852
layer1.0.conv1.weight_mask 	|	active =  22641 	|	total =  36864 	|	layerwise sparsity =  0.6141764322916666
layer1.0.conv2.weight_mask 	|	active =  23157 	|	total =  36864 	|	layerwise sparsity =  0.628173828125
layer1.1.conv1.weight_mask 	|	active =  23261 	|	total =  36864 	|	layerwise sparsity =  0.6309950086805556
layer1.1.conv2.weight_mask 	|	active =  24223 	|	total =  36864 	|	layerwise sparsity =  0.6570909288194444
layer2.0.conv1.weight_mask 	|	active =  45507 	|	total =  73728 	|	layerwise sparsity =  0.6172281901041666
layer2.0.conv2.weight_mask 	|	active =  71931 	|	total =  147456 	|	layerwise sparsity =  0.4878133138020833
layer2.0.shortcut.0.weight_mask 	|	active =  6155 	|	total =  8192 	|	layerwise sparsity =  0.7513427734375
layer2.1.conv1.weight_mask 	|	active =  69220 	|	total =  147456 	|	layerwise sparsity =  0.4694281684027778
layer2.1.conv2.weight_mask 	|	active =  65360 	|	total =  147456 	|	layerwise sparsity =  0.4432508680555556
layer3.0.conv1.weight_mask 	|	active =  111997 	|	total =  294912 	|	layerwise sparsity =  0.3797641330295139
layer3.0.conv2.weight_mask 	|	active =  148744 	|	total =  589824 	|	layerwise sparsity =  0.2521837022569444
layer3.0.shortcut.0.weight_mask 	|	active =  21641 	|	total =  32768 	|	layerwise sparsity =  0.660430908203125
layer3.1.conv1.weight_mask 	|	active =  149633 	|	total =  589824 	|	layerwise sparsity =  0.2536909315321181
layer3.1.conv2.weight_mask 	|	active =  149105 	|	total =  589824 	|	layerwise sparsity =  0.2527957492404514
layer4.0.conv1.weight_mask 	|	active =  283959 	|	total =  1179648 	|	layerwise sparsity =  0.24071502685546875
layer4.0.conv2.weight_mask 	|	active =  355394 	|	total =  2359296 	|	layerwise sparsity =  0.15063561333550346
layer4.0.shortcut.0.weight_mask 	|	active =  76102 	|	total =  131072 	|	layerwise sparsity =  0.5806121826171875
layer4.1.conv1.weight_mask 	|	active =  311812 	|	total =  2359296 	|	layerwise sparsity =  0.1321631537543403
layer4.1.conv2.weight_mask 	|	active =  378938 	|	total =  2359296 	|	layerwise sparsity =  0.16061486138237846
pruning state: 7
remaining weight at start of iteration =  20.971523846802363
pre_conv.0.weight_mask 	|	active =  1451 	|	total =  1728 	|	layerwise sparsity =  0.8396990740740741
layer1.0.conv1.weight_mask 	|	active =  21255 	|	total =  36864 	|	layerwise sparsity =  0.5765787760416666
layer1.0.conv2.weight_mask 	|	active =  21783 	|	total =  36864 	|	layerwise sparsity =  0.5909016927083334
layer1.1.conv1.weight_mask 	|	active =  22036 	|	total =  36864 	|	layerwise sparsity =  0.5977647569444444
layer1.1.conv2.weight_mask 	|	active =  23105 	|	total =  36864 	|	layerwise sparsity =  0.6267632378472222
layer2.0.conv1.weight_mask 	|	active =  43177 	|	total =  73728 	|	layerwise sparsity =  0.5856255425347222
layer2.0.conv2.weight_mask 	|	active =  66020 	|	total =  147456 	|	layerwise sparsity =  0.4477267795138889
layer2.0.shortcut.0.weight_mask 	|	active =  5884 	|	total =  8192 	|	layerwise sparsity =  0.71826171875
layer2.1.conv1.weight_mask 	|	active =  63227 	|	total =  147456 	|	layerwise sparsity =  0.4287855360243056
layer2.1.conv2.weight_mask 	|	active =  58889 	|	total =  147456 	|	layerwise sparsity =  0.3993665907118056
layer3.0.conv1.weight_mask 	|	active =  96598 	|	total =  294912 	|	layerwise sparsity =  0.3275485568576389
layer3.0.conv2.weight_mask 	|	active =  120470 	|	total =  589824 	|	layerwise sparsity =  0.2042473687065972
layer3.0.shortcut.0.weight_mask 	|	active =  20307 	|	total =  32768 	|	layerwise sparsity =  0.619720458984375
layer3.1.conv1.weight_mask 	|	active =  121680 	|	total =  589824 	|	layerwise sparsity =  0.206298828125
layer3.1.conv2.weight_mask 	|	active =  120721 	|	total =  589824 	|	layerwise sparsity =  0.2046729193793403
layer4.0.conv1.weight_mask 	|	active =  219086 	|	total =  1179648 	|	layerwise sparsity =  0.1857215033637153
layer4.0.conv2.weight_mask 	|	active =  265830 	|	total =  2359296 	|	layerwise sparsity =  0.11267344156901042
layer4.0.shortcut.0.weight_mask 	|	active =  69916 	|	total =  131072 	|	layerwise sparsity =  0.533416748046875
layer4.1.conv1.weight_mask 	|	active =  231857 	|	total =  2359296 	|	layerwise sparsity =  0.09827380710177952
layer4.1.conv2.weight_mask 	|	active =  278917 	|	total =  2359296 	|	layerwise sparsity =  0.1182204352484809
pruning state: 8
remaining weight at start of iteration =  16.777220869679923
pre_conv.0.weight_mask 	|	active =  1424 	|	total =  1728 	|	layerwise sparsity =  0.8240740740740741
layer1.0.conv1.weight_mask 	|	active =  19968 	|	total =  36864 	|	layerwise sparsity =  0.5416666666666666
layer1.0.conv2.weight_mask 	|	active =  20555 	|	total =  36864 	|	layerwise sparsity =  0.5575900607638888
layer1.1.conv1.weight_mask 	|	active =  20954 	|	total =  36864 	|	layerwise sparsity =  0.5684136284722222
layer1.1.conv2.weight_mask 	|	active =  22194 	|	total =  36864 	|	layerwise sparsity =  0.60205078125
layer2.0.conv1.weight_mask 	|	active =  40871 	|	total =  73728 	|	layerwise sparsity =  0.5543484157986112
layer2.0.conv2.weight_mask 	|	active =  60310 	|	total =  147456 	|	layerwise sparsity =  0.4090033637152778
layer2.0.shortcut.0.weight_mask 	|	active =  5626 	|	total =  8192 	|	layerwise sparsity =  0.686767578125
layer2.1.conv1.weight_mask 	|	active =  57321 	|	total =  147456 	|	layerwise sparsity =  0.38873291015625
layer2.1.conv2.weight_mask 	|	active =  53022 	|	total =  147456 	|	layerwise sparsity =  0.3595784505208333
layer3.0.conv1.weight_mask 	|	active =  82706 	|	total =  294912 	|	layerwise sparsity =  0.2804429796006944
layer3.0.conv2.weight_mask 	|	active =  97040 	|	total =  589824 	|	layerwise sparsity =  0.1645236545138889
layer3.0.shortcut.0.weight_mask 	|	active =  19100 	|	total =  32768 	|	layerwise sparsity =  0.5828857421875
layer3.1.conv1.weight_mask 	|	active =  97911 	|	total =  589824 	|	layerwise sparsity =  0.1660003662109375
layer3.1.conv2.weight_mask 	|	active =  97213 	|	total =  589824 	|	layerwise sparsity =  0.1648169623480903
layer4.0.conv1.weight_mask 	|	active =  166560 	|	total =  1179648 	|	layerwise sparsity =  0.14119466145833334
layer4.0.conv2.weight_mask 	|	active =  198281 	|	total =  2359296 	|	layerwise sparsity =  0.08404244316948785
layer4.0.shortcut.0.weight_mask 	|	active =  64221 	|	total =  131072 	|	layerwise sparsity =  0.48996734619140625
layer4.1.conv1.weight_mask 	|	active =  172389 	|	total =  2359296 	|	layerwise sparsity =  0.07306798299153645
layer4.1.conv2.weight_mask 	|	active =  200101 	|	total =  2359296 	|	layerwise sparsity =  0.08481385972764757
pruning state: 9
remaining weight at start of iteration =  13.4217749035059
pre_conv.0.weight_mask 	|	active =  1386 	|	total =  1728 	|	layerwise sparsity =  0.8020833333333334
layer1.0.conv1.weight_mask 	|	active =  18735 	|	total =  36864 	|	layerwise sparsity =  0.5082194010416666
layer1.0.conv2.weight_mask 	|	active =  19403 	|	total =  36864 	|	layerwise sparsity =  0.5263400607638888
layer1.1.conv1.weight_mask 	|	active =  19915 	|	total =  36864 	|	layerwise sparsity =  0.5402289496527778
layer1.1.conv2.weight_mask 	|	active =  21225 	|	total =  36864 	|	layerwise sparsity =  0.5757649739583334
layer2.0.conv1.weight_mask 	|	active =  38621 	|	total =  73728 	|	layerwise sparsity =  0.5238308376736112
layer2.0.conv2.weight_mask 	|	active =  54971 	|	total =  147456 	|	layerwise sparsity =  0.3727959526909722
layer2.0.shortcut.0.weight_mask 	|	active =  5354 	|	total =  8192 	|	layerwise sparsity =  0.653564453125
layer2.1.conv1.weight_mask 	|	active =  51696 	|	total =  147456 	|	layerwise sparsity =  0.3505859375
layer2.1.conv2.weight_mask 	|	active =  47008 	|	total =  147456 	|	layerwise sparsity =  0.3187934027777778
layer3.0.conv1.weight_mask 	|	active =  69818 	|	total =  294912 	|	layerwise sparsity =  0.23674180772569445
layer3.0.conv2.weight_mask 	|	active =  77555 	|	total =  589824 	|	layerwise sparsity =  0.1314883761935764
layer3.0.shortcut.0.weight_mask 	|	active =  17931 	|	total =  32768 	|	layerwise sparsity =  0.547210693359375
layer3.1.conv1.weight_mask 	|	active =  78131 	|	total =  589824 	|	layerwise sparsity =  0.1324649386935764
layer3.1.conv2.weight_mask 	|	active =  76916 	|	total =  589824 	|	layerwise sparsity =  0.1304050021701389
layer4.0.conv1.weight_mask 	|	active =  124277 	|	total =  1179648 	|	layerwise sparsity =  0.10535091824001735
layer4.0.conv2.weight_mask 	|	active =  148063 	|	total =  2359296 	|	layerwise sparsity =  0.06275728013780382
layer4.0.shortcut.0.weight_mask 	|	active =  58685 	|	total =  131072 	|	layerwise sparsity =  0.44773101806640625
layer4.1.conv1.weight_mask 	|	active =  127516 	|	total =  2359296 	|	layerwise sparsity =  0.05404832628038195
layer4.1.conv2.weight_mask 	|	active =  141008 	|	total =  2359296 	|	layerwise sparsity =  0.05976698133680555
pruning state: 10
remaining weight at start of iteration =  10.737423507280786
pre_conv.0.weight_mask 	|	active =  1350 	|	total =  1728 	|	layerwise sparsity =  0.78125
layer1.0.conv1.weight_mask 	|	active =  17605 	|	total =  36864 	|	layerwise sparsity =  0.4775661892361111
layer1.0.conv2.weight_mask 	|	active =  18369 	|	total =  36864 	|	layerwise sparsity =  0.498291015625
layer1.1.conv1.weight_mask 	|	active =  18896 	|	total =  36864 	|	layerwise sparsity =  0.5125868055555556
layer1.1.conv2.weight_mask 	|	active =  20276 	|	total =  36864 	|	layerwise sparsity =  0.5500217013888888
layer2.0.conv1.weight_mask 	|	active =  36345 	|	total =  73728 	|	layerwise sparsity =  0.4929606119791667
layer2.0.conv2.weight_mask 	|	active =  49744 	|	total =  147456 	|	layerwise sparsity =  0.3373480902777778
layer2.0.shortcut.0.weight_mask 	|	active =  5110 	|	total =  8192 	|	layerwise sparsity =  0.623779296875
layer2.1.conv1.weight_mask 	|	active =  46236 	|	total =  147456 	|	layerwise sparsity =  0.3135579427083333
layer2.1.conv2.weight_mask 	|	active =  41074 	|	total =  147456 	|	layerwise sparsity =  0.2785508897569444
layer3.0.conv1.weight_mask 	|	active =  57908 	|	total =  294912 	|	layerwise sparsity =  0.1963568793402778
layer3.0.conv2.weight_mask 	|	active =  61250 	|	total =  589824 	|	layerwise sparsity =  0.10384453667534722
layer3.0.shortcut.0.weight_mask 	|	active =  16761 	|	total =  32768 	|	layerwise sparsity =  0.511505126953125
layer3.1.conv1.weight_mask 	|	active =  61639 	|	total =  589824 	|	layerwise sparsity =  0.1045040554470486
layer3.1.conv2.weight_mask 	|	active =  59882 	|	total =  589824 	|	layerwise sparsity =  0.10152520073784722
layer4.0.conv1.weight_mask 	|	active =  91283 	|	total =  1179648 	|	layerwise sparsity =  0.07738155788845485
layer4.0.conv2.weight_mask 	|	active =  109981 	|	total =  2359296 	|	layerwise sparsity =  0.04661602444118924
layer4.0.shortcut.0.weight_mask 	|	active =  53404 	|	total =  131072 	|	layerwise sparsity =  0.407440185546875
layer4.1.conv1.weight_mask 	|	active =  94196 	|	total =  2359296 	|	layerwise sparsity =  0.039925469292534724
layer4.1.conv2.weight_mask 	|	active =  97262 	|	total =  2359296 	|	layerwise sparsity =  0.04122500949435764
pruning state: 11
remaining weight at start of iteration =  8.589937013586601
pre_conv.0.weight_mask 	|	active =  1317 	|	total =  1728 	|	layerwise sparsity =  0.7621527777777778
layer1.0.conv1.weight_mask 	|	active =  16591 	|	total =  36864 	|	layerwise sparsity =  0.4500596788194444
layer1.0.conv2.weight_mask 	|	active =  17332 	|	total =  36864 	|	layerwise sparsity =  0.4701605902777778
layer1.1.conv1.weight_mask 	|	active =  17756 	|	total =  36864 	|	layerwise sparsity =  0.4816623263888889
layer1.1.conv2.weight_mask 	|	active =  19316 	|	total =  36864 	|	layerwise sparsity =  0.5239800347222222
layer2.0.conv1.weight_mask 	|	active =  33895 	|	total =  73728 	|	layerwise sparsity =  0.4597303602430556
layer2.0.conv2.weight_mask 	|	active =  44611 	|	total =  147456 	|	layerwise sparsity =  0.3025377061631944
layer2.0.shortcut.0.weight_mask 	|	active =  4868 	|	total =  8192 	|	layerwise sparsity =  0.59423828125
layer2.1.conv1.weight_mask 	|	active =  40789 	|	total =  147456 	|	layerwise sparsity =  0.2766181098090278
layer2.1.conv2.weight_mask 	|	active =  35136 	|	total =  147456 	|	layerwise sparsity =  0.23828125
layer3.0.conv1.weight_mask 	|	active =  46993 	|	total =  294912 	|	layerwise sparsity =  0.15934583875868055
layer3.0.conv2.weight_mask 	|	active =  47629 	|	total =  589824 	|	layerwise sparsity =  0.08075120713975695
layer3.0.shortcut.0.weight_mask 	|	active =  15578 	|	total =  32768 	|	layerwise sparsity =  0.47540283203125
layer3.1.conv1.weight_mask 	|	active =  48009 	|	total =  589824 	|	layerwise sparsity =  0.08139546712239583
layer3.1.conv2.weight_mask 	|	active =  46213 	|	total =  589824 	|	layerwise sparsity =  0.0783504909939236
layer4.0.conv1.weight_mask 	|	active =  66752 	|	total =  1179648 	|	layerwise sparsity =  0.056586371527777776
layer4.0.conv2.weight_mask 	|	active =  81010 	|	total =  2359296 	|	layerwise sparsity =  0.03433651394314236
layer4.0.shortcut.0.weight_mask 	|	active =  47978 	|	total =  131072 	|	layerwise sparsity =  0.3660430908203125
layer4.1.conv1.weight_mask 	|	active =  69087 	|	total =  2359296 	|	layerwise sparsity =  0.029282887776692707
layer4.1.conv2.weight_mask 	|	active =  65997 	|	total =  2359296 	|	layerwise sparsity =  0.027973175048828125
pruning state: 12
remaining weight at start of iteration =  6.871951403107312
