pruning state: 0
remaining weight at start of iteration =  100.0
pre_conv.0.weight_mask 	|	active =  1594 	|	total =  1728 	|	layerwise sparsity =  0.9224537037037037
layer2.0.shortcut.0.weight_mask 	|	active =  6436 	|	total =  8192 	|	layerwise sparsity =  0.78564453125
layer2.1.conv1.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer2.1.conv2.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer3.0.conv1.weight_mask 	|	active =  150995 	|	total =  294912 	|	layerwise sparsity =  0.5120001898871528
layer3.0.conv2.weight_mask 	|	active =  271624 	|	total =  589824 	|	layerwise sparsity =  0.4605170355902778
layer3.0.shortcut.0.weight_mask 	|	active =  16777 	|	total =  32768 	|	layerwise sparsity =  0.511993408203125
layer3.1.conv1.weight_mask 	|	active =  272799 	|	total =  589824 	|	layerwise sparsity =  0.4625091552734375
layer3.1.conv2.weight_mask 	|	active =  276086 	|	total =  589824 	|	layerwise sparsity =  0.4680820041232639
layer4.0.conv1.weight_mask 	|	active =  583716 	|	total =  1179648 	|	layerwise sparsity =  0.4948221842447917
layer4.0.conv2.weight_mask 	|	active =  1236815 	|	total =  2359296 	|	layerwise sparsity =  0.5242305331759982
layer4.0.shortcut.0.weight_mask 	|	active =  67109 	|	total =  131072 	|	layerwise sparsity =  0.5120010375976562
layer4.1.conv1.weight_mask 	|	active =  1256381 	|	total =  2359296 	|	layerwise sparsity =  0.532523685031467
layer4.1.conv2.weight_mask 	|	active =  1266639 	|	total =  2359296 	|	layerwise sparsity =  0.536871592203776
pruning state: 3
remaining weight at start of iteration =  51.495237306653365
pre_conv.0.weight_mask 	|	active =  1252 	|	total =  1728 	|	layerwise sparsity =  0.7245370370370371
layer1.0.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.0.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer2.0.conv1.weight_mask 	|	active =  30199 	|	total =  73728 	|	layerwise sparsity =  0.4096001519097222
layer2.0.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.0.shortcut.0.weight_mask 	|	active =  5938 	|	total =  8192 	|	layerwise sparsity =  0.724853515625
layer2.1.conv1.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.1.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv1.weight_mask 	|	active =  120796 	|	total =  294912 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv2.weight_mask 	|	active =  209757 	|	total =  589824 	|	layerwise sparsity =  0.3556264241536458
layer3.0.shortcut.0.weight_mask 	|	active =  13422 	|	total =  32768 	|	layerwise sparsity =  0.40960693359375
layer3.1.conv1.weight_mask 	|	active =  210968 	|	total =  589824 	|	layerwise sparsity =  0.3576795789930556
layer3.1.conv2.weight_mask 	|	active =  214364 	|	total =  589824 	|	layerwise sparsity =  0.3634372287326389
layer4.0.conv1.weight_mask 	|	active =  461691 	|	total =  1179648 	|	layerwise sparsity =  0.39138031005859375
layer4.0.conv2.weight_mask 	|	active =  997269 	|	total =  2359296 	|	layerwise sparsity =  0.4226977030436198
layer4.0.shortcut.0.weight_mask 	|	active =  53687 	|	total =  131072 	|	layerwise sparsity =  0.40959930419921875
layer4.1.conv1.weight_mask 	|	active =  1018359 	|	total =  2359296 	|	layerwise sparsity =  0.4316368103027344
layer4.1.conv2.weight_mask 	|	active =  1029460 	|	total =  2359296 	|	layerwise sparsity =  0.4363420274522569
pruning state: 4
remaining weight at start of iteration =  41.29990307576722
pre_conv.0.weight_mask 	|	active =  1155 	|	total =  1728 	|	layerwise sparsity =  0.6684027777777778
layer1.0.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.0.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer2.0.conv1.weight_mask 	|	active =  24159 	|	total =  73728 	|	layerwise sparsity =  0.3276774088541667
layer2.0.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.0.shortcut.0.weight_mask 	|	active =  5479 	|	total =  8192 	|	layerwise sparsity =  0.6688232421875
layer2.1.conv1.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.1.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer3.0.conv1.weight_mask 	|	active =  96637 	|	total =  294912 	|	layerwise sparsity =  0.3276807996961806
layer3.0.conv2.weight_mask 	|	active =  161981 	|	total =  589824 	|	layerwise sparsity =  0.2746259901258681
layer3.0.shortcut.0.weight_mask 	|	active =  10738 	|	total =  32768 	|	layerwise sparsity =  0.32769775390625
layer3.1.conv1.weight_mask 	|	active =  163151 	|	total =  589824 	|	layerwise sparsity =  0.2766096327039931
layer3.1.conv2.weight_mask 	|	active =  166441 	|	total =  589824 	|	layerwise sparsity =  0.2821875678168403
layer4.0.conv1.weight_mask 	|	active =  365175 	|	total =  1179648 	|	layerwise sparsity =  0.30956268310546875
layer4.0.conv2.weight_mask 	|	active =  804118 	|	total =  2359296 	|	layerwise sparsity =  0.34082963731553817
layer4.0.shortcut.0.weight_mask 	|	active =  42950 	|	total =  131072 	|	layerwise sparsity =  0.3276824951171875
layer4.1.conv1.weight_mask 	|	active =  825431 	|	total =  2359296 	|	layerwise sparsity =  0.34986326429578996
layer4.1.conv2.weight_mask 	|	active =  836693 	|	total =  2359296 	|	layerwise sparsity =  0.354636722140842
pruning state: 5
remaining weight at start of iteration =  33.13290735419785
pre_conv.0.weight_mask 	|	active =  1066 	|	total =  1728 	|	layerwise sparsity =  0.6168981481481481
layer1.0.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.0.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer2.0.conv1.weight_mask 	|	active =  19327 	|	total =  73728 	|	layerwise sparsity =  0.2621392144097222
layer2.0.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.0.shortcut.0.weight_mask 	|	active =  5055 	|	total =  8192 	|	layerwise sparsity =  0.6170654296875
layer2.1.conv1.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.1.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer3.0.conv1.weight_mask 	|	active =  77310 	|	total =  294912 	|	layerwise sparsity =  0.26214599609375
layer3.0.conv2.weight_mask 	|	active =  125087 	|	total =  589824 	|	layerwise sparsity =  0.2120751274956597
layer3.0.shortcut.0.weight_mask 	|	active =  8590 	|	total =  32768 	|	layerwise sparsity =  0.26214599609375
layer3.1.conv1.weight_mask 	|	active =  126172 	|	total =  589824 	|	layerwise sparsity =  0.21391465928819445
layer3.1.conv2.weight_mask 	|	active =  129231 	|	total =  589824 	|	layerwise sparsity =  0.2191009521484375
layer4.0.conv1.weight_mask 	|	active =  288836 	|	total =  1179648 	|	layerwise sparsity =  0.2448493109809028
layer4.0.conv2.weight_mask 	|	active =  648377 	|	total =  2359296 	|	layerwise sparsity =  0.2748179965549045
layer4.0.shortcut.0.weight_mask 	|	active =  34360 	|	total =  131072 	|	layerwise sparsity =  0.26214599609375
layer4.1.conv1.weight_mask 	|	active =  669053 	|	total =  2359296 	|	layerwise sparsity =  0.28358162773980033
layer4.1.conv2.weight_mask 	|	active =  680022 	|	total =  2359296 	|	layerwise sparsity =  0.28823089599609375
pruning state: 6
remaining weight at start of iteration =  26.588747325980854
pre_conv.0.weight_mask 	|	active =  984 	|	total =  1728 	|	layerwise sparsity =  0.5694444444444444
layer1.0.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.0.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer2.0.conv1.weight_mask 	|	active =  15462 	|	total =  73728 	|	layerwise sparsity =  0.209716796875
layer2.0.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.0.shortcut.0.weight_mask 	|	active =  4664 	|	total =  8192 	|	layerwise sparsity =  0.5693359375
layer2.1.conv1.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.1.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer3.0.conv1.weight_mask 	|	active =  61848 	|	total =  294912 	|	layerwise sparsity =  0.209716796875
layer3.0.conv2.weight_mask 	|	active =  96596 	|	total =  589824 	|	layerwise sparsity =  0.16377088758680555
layer3.0.shortcut.0.weight_mask 	|	active =  6872 	|	total =  32768 	|	layerwise sparsity =  0.209716796875
layer3.1.conv1.weight_mask 	|	active =  97575 	|	total =  589824 	|	layerwise sparsity =  0.16543070475260416
layer3.1.conv2.weight_mask 	|	active =  100340 	|	total =  589824 	|	layerwise sparsity =  0.17011854383680555
layer4.0.conv1.weight_mask 	|	active =  228455 	|	total =  1179648 	|	layerwise sparsity =  0.19366370307074654
layer4.0.conv2.weight_mask 	|	active =  522799 	|	total =  2359296 	|	layerwise sparsity =  0.22159110175238717
layer4.0.shortcut.0.weight_mask 	|	active =  27488 	|	total =  131072 	|	layerwise sparsity =  0.209716796875
layer4.1.conv1.weight_mask 	|	active =  542301 	|	total =  2359296 	|	layerwise sparsity =  0.22985712687174478
layer4.1.conv2.weight_mask 	|	active =  552688 	|	total =  2359296 	|	layerwise sparsity =  0.2342597113715278
pruning state: 7
remaining weight at start of iteration =  21.34341323847376
pre_conv.0.weight_mask 	|	active =  908 	|	total =  1728 	|	layerwise sparsity =  0.5254629629629629
layer1.0.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.0.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer2.0.conv1.weight_mask 	|	active =  12370 	|	total =  73728 	|	layerwise sparsity =  0.1677788628472222
layer2.0.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.0.shortcut.0.weight_mask 	|	active =  4303 	|	total =  8192 	|	layerwise sparsity =  0.5252685546875
layer2.1.conv1.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.1.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer3.0.conv1.weight_mask 	|	active =  49478 	|	total =  294912 	|	layerwise sparsity =  0.16777208116319445
layer3.0.conv2.weight_mask 	|	active =  74595 	|	total =  589824 	|	layerwise sparsity =  0.12646993001302084
layer3.0.shortcut.0.weight_mask 	|	active =  5498 	|	total =  32768 	|	layerwise sparsity =  0.16778564453125
layer3.1.conv1.weight_mask 	|	active =  75459 	|	total =  589824 	|	layerwise sparsity =  0.12793477376302084
layer3.1.conv2.weight_mask 	|	active =  77908 	|	total =  589824 	|	layerwise sparsity =  0.1320868598090278
layer4.0.conv1.weight_mask 	|	active =  180697 	|	total =  1179648 	|	layerwise sparsity =  0.15317874484592015
layer4.0.conv2.weight_mask 	|	active =  421543 	|	total =  2359296 	|	layerwise sparsity =  0.17867321438259548
layer4.0.shortcut.0.weight_mask 	|	active =  21990 	|	total =  131072 	|	layerwise sparsity =  0.1677703857421875
layer4.1.conv1.weight_mask 	|	active =  439562 	|	total =  2359296 	|	layerwise sparsity =  0.18631066216362846
layer4.1.conv2.weight_mask 	|	active =  449197 	|	total =  2359296 	|	layerwise sparsity =  0.19039450751410592
pruning state: 8
remaining weight at start of iteration =  17.137899812460212
pre_conv.0.weight_mask 	|	active =  838 	|	total =  1728 	|	layerwise sparsity =  0.4849537037037037
layer1.0.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.0.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer2.0.conv1.weight_mask 	|	active =  9896 	|	total =  73728 	|	layerwise sparsity =  0.1342230902777778
layer2.0.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.0.shortcut.0.weight_mask 	|	active =  3970 	|	total =  8192 	|	layerwise sparsity =  0.484619140625
layer2.1.conv1.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.1.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer3.0.conv1.weight_mask 	|	active =  39582 	|	total =  294912 	|	layerwise sparsity =  0.13421630859375
layer3.0.conv2.weight_mask 	|	active =  57605 	|	total =  589824 	|	layerwise sparsity =  0.09766472710503472
layer3.0.shortcut.0.weight_mask 	|	active =  4398 	|	total =  32768 	|	layerwise sparsity =  0.13421630859375
layer3.1.conv1.weight_mask 	|	active =  58356 	|	total =  589824 	|	layerwise sparsity =  0.09893798828125
layer3.1.conv2.weight_mask 	|	active =  60491 	|	total =  589824 	|	layerwise sparsity =  0.1025577121310764
layer4.0.conv1.weight_mask 	|	active =  142923 	|	total =  1179648 	|	layerwise sparsity =  0.12115732828776042
layer4.0.conv2.weight_mask 	|	active =  339899 	|	total =  2359296 	|	layerwise sparsity =  0.14406797620985243
layer4.0.shortcut.0.weight_mask 	|	active =  17592 	|	total =  131072 	|	layerwise sparsity =  0.13421630859375
layer4.1.conv1.weight_mask 	|	active =  356287 	|	total =  2359296 	|	layerwise sparsity =  0.15101411607530382
layer4.1.conv2.weight_mask 	|	active =  365085 	|	total =  2359296 	|	layerwise sparsity =  0.15474319458007812
pruning state: 9
remaining weight at start of iteration =  13.765104982134968
pre_conv.0.weight_mask 	|	active =  773 	|	total =  1728 	|	layerwise sparsity =  0.44733796296296297
layer1.0.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.0.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer2.0.conv1.weight_mask 	|	active =  7917 	|	total =  73728 	|	layerwise sparsity =  0.10738118489583333
layer2.0.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.0.shortcut.0.weight_mask 	|	active =  3663 	|	total =  8192 	|	layerwise sparsity =  0.4471435546875
layer2.1.conv1.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.1.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer3.0.conv1.weight_mask 	|	active =  31666 	|	total =  294912 	|	layerwise sparsity =  0.10737440321180555
layer3.0.conv2.weight_mask 	|	active =  44484 	|	total =  589824 	|	layerwise sparsity =  0.07541910807291667
layer3.0.shortcut.0.weight_mask 	|	active =  3518 	|	total =  32768 	|	layerwise sparsity =  0.10736083984375
layer3.1.conv1.weight_mask 	|	active =  45129 	|	total =  589824 	|	layerwise sparsity =  0.07651265462239583
layer3.1.conv2.weight_mask 	|	active =  46968 	|	total =  589824 	|	layerwise sparsity =  0.07963053385416667
layer4.0.conv1.weight_mask 	|	active =  113045 	|	total =  1179648 	|	layerwise sparsity =  0.09582943386501735
layer4.0.conv2.weight_mask 	|	active =  274067 	|	total =  2359296 	|	layerwise sparsity =  0.11616473727756077
layer4.0.shortcut.0.weight_mask 	|	active =  14074 	|	total =  131072 	|	layerwise sparsity =  0.1073760986328125
layer4.1.conv1.weight_mask 	|	active =  288788 	|	total =  2359296 	|	layerwise sparsity =  0.12240431043836805
layer4.1.conv2.weight_mask 	|	active =  296723 	|	total =  2359296 	|	layerwise sparsity =  0.12576760186089408
pruning state: 10
remaining weight at start of iteration =  11.059390108566614
pre_conv.0.weight_mask 	|	active =  713 	|	total =  1728 	|	layerwise sparsity =  0.41261574074074076
layer1.0.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.0.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer2.0.conv1.weight_mask 	|	active =  6334 	|	total =  73728 	|	layerwise sparsity =  0.0859103732638889
layer2.0.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.0.shortcut.0.weight_mask 	|	active =  3380 	|	total =  8192 	|	layerwise sparsity =  0.41259765625
layer2.1.conv1.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.1.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer3.0.conv1.weight_mask 	|	active =  25333 	|	total =  294912 	|	layerwise sparsity =  0.08590020073784722
layer3.0.conv2.weight_mask 	|	active =  34352 	|	total =  589824 	|	layerwise sparsity =  0.05824110243055555
layer3.0.shortcut.0.weight_mask 	|	active =  2814 	|	total =  32768 	|	layerwise sparsity =  0.08587646484375
layer3.1.conv1.weight_mask 	|	active =  34900 	|	total =  589824 	|	layerwise sparsity =  0.05917019314236111
layer3.1.conv2.weight_mask 	|	active =  36468 	|	total =  589824 	|	layerwise sparsity =  0.06182861328125
layer4.0.conv1.weight_mask 	|	active =  89413 	|	total =  1179648 	|	layerwise sparsity =  0.0757963392469618
layer4.0.conv2.weight_mask 	|	active =  220986 	|	total =  2359296 	|	layerwise sparsity =  0.09366607666015625
layer4.0.shortcut.0.weight_mask 	|	active =  11259 	|	total =  131072 	|	layerwise sparsity =  0.08589935302734375
layer4.1.conv1.weight_mask 	|	active =  234077 	|	total =  2359296 	|	layerwise sparsity =  0.09921476576063368
layer4.1.conv2.weight_mask 	|	active =  241162 	|	total =  2359296 	|	layerwise sparsity =  0.10221778021918403
pruning state: 11
remaining weight at start of iteration =  8.888183344516898
pre_conv.0.weight_mask 	|	active =  658 	|	total =  1728 	|	layerwise sparsity =  0.38078703703703703
layer1.0.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.0.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer2.0.conv1.weight_mask 	|	active =  5067 	|	total =  73728 	|	layerwise sparsity =  0.0687255859375
layer2.0.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.0.shortcut.0.weight_mask 	|	active =  3119 	|	total =  8192 	|	layerwise sparsity =  0.3807373046875
layer2.1.conv1.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.1.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv1.weight_mask 	|	active =  20266 	|	total =  294912 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv2.weight_mask 	|	active =  26528 	|	total =  589824 	|	layerwise sparsity =  0.044976128472222224
layer3.0.shortcut.0.weight_mask 	|	active =  2251 	|	total =  32768 	|	layerwise sparsity =  0.068695068359375
layer3.1.conv1.weight_mask 	|	active =  26990 	|	total =  589824 	|	layerwise sparsity =  0.04575941297743055
layer3.1.conv2.weight_mask 	|	active =  28315 	|	total =  589824 	|	layerwise sparsity =  0.04800584581163195
layer4.0.conv1.weight_mask 	|	active =  70721 	|	total =  1179648 	|	layerwise sparsity =  0.059950934516059026
layer4.0.conv2.weight_mask 	|	active =  178185 	|	total =  2359296 	|	layerwise sparsity =  0.07552464803059895
layer4.0.shortcut.0.weight_mask 	|	active =  9007 	|	total =  131072 	|	layerwise sparsity =  0.06871795654296875
layer4.1.conv1.weight_mask 	|	active =  189731 	|	total =  2359296 	|	layerwise sparsity =  0.0804184807671441
layer4.1.conv2.weight_mask 	|	active =  196004 	|	total =  2359296 	|	layerwise sparsity =  0.08307732476128472
pruning state: 12
remaining weight at start of iteration =  7.145411082052955
