pruning state: 0
remaining weight at start of iteration =  99.99998207761968
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer4.1.conv1.weight_mask 	|	active =  825215 	|	total =  2359296 	|	layerwise sparsity =  0.34977171156141496
layer4.1.conv2.weight_mask 	|	active =  832452 	|	total =  2359296 	|	layerwise sparsity =  0.3528391520182292
pruning state: 5
remaining weight at start of iteration =  32.032948145535464
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  3613 	|	total =  36864 	|	layerwise sparsity =  0.09800889756944445
layer1.0.conv2.weight_mask 	|	active =  3920 	|	total =  36864 	|	layerwise sparsity =  0.10633680555555555
layer1.1.conv1.weight_mask 	|	active =  4646 	|	total =  36864 	|	layerwise sparsity =  0.1260308159722222
layer1.1.conv2.weight_mask 	|	active =  4608 	|	total =  36864 	|	layerwise sparsity =  0.125
layer2.0.conv1.weight_mask 	|	active =  9788 	|	total =  73728 	|	layerwise sparsity =  0.1327582465277778
layer2.0.conv2.weight_mask 	|	active =  23703 	|	total =  147456 	|	layerwise sparsity =  0.16074625651041666
layer2.0.shortcut.0.weight_mask 	|	active =  763 	|	total =  8192 	|	layerwise sparsity =  0.0931396484375
layer2.1.conv1.weight_mask 	|	active =  23787 	|	total =  147456 	|	layerwise sparsity =  0.16131591796875
layer2.1.conv2.weight_mask 	|	active =  25357 	|	total =  147456 	|	layerwise sparsity =  0.1719631618923611
layer3.0.conv1.weight_mask 	|	active =  55435 	|	total =  294912 	|	layerwise sparsity =  0.18797132703993055
layer3.0.conv2.weight_mask 	|	active =  126902 	|	total =  589824 	|	layerwise sparsity =  0.2151523166232639
layer3.0.shortcut.0.weight_mask 	|	active =  4947 	|	total =  32768 	|	layerwise sparsity =  0.150970458984375
layer3.1.conv1.weight_mask 	|	active =  126446 	|	total =  589824 	|	layerwise sparsity =  0.2143792046440972
layer3.1.conv2.weight_mask 	|	active =  130886 	|	total =  589824 	|	layerwise sparsity =  0.22190687391493055
layer4.0.conv1.weight_mask 	|	active =  291197 	|	total =  1179648 	|	layerwise sparsity =  0.2468507554796007
layer4.0.conv2.weight_mask 	|	active =  648573 	|	total =  2359296 	|	layerwise sparsity =  0.2749010721842448
layer4.0.shortcut.0.weight_mask 	|	active =  24173 	|	total =  131072 	|	layerwise sparsity =  0.18442535400390625
layer4.1.conv1.weight_mask 	|	active =  668843 	|	total =  2359296 	|	layerwise sparsity =  0.28349261813693577
layer4.1.conv2.weight_mask 	|	active =  675888 	|	total =  2359296 	|	layerwise sparsity =  0.2864786783854167
pruning state: 6
remaining weight at start of iteration =  25.570532093964893
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  2453 	|	total =  36864 	|	layerwise sparsity =  0.06654188368055555
layer1.0.conv2.weight_mask 	|	active =  2698 	|	total =  36864 	|	layerwise sparsity =  0.07318793402777778
layer1.1.conv1.weight_mask 	|	active =  3290 	|	total =  36864 	|	layerwise sparsity =  0.08924696180555555
layer1.1.conv2.weight_mask 	|	active =  3258 	|	total =  36864 	|	layerwise sparsity =  0.08837890625
layer2.0.conv1.weight_mask 	|	active =  6991 	|	total =  73728 	|	layerwise sparsity =  0.0948215060763889
layer2.0.conv2.weight_mask 	|	active =  17478 	|	total =  147456 	|	layerwise sparsity =  0.1185302734375
layer2.0.shortcut.0.weight_mask 	|	active =  514 	|	total =  8192 	|	layerwise sparsity =  0.062744140625
layer2.1.conv1.weight_mask 	|	active =  17550 	|	total =  147456 	|	layerwise sparsity =  0.1190185546875
layer2.1.conv2.weight_mask 	|	active =  18909 	|	total =  147456 	|	layerwise sparsity =  0.12823486328125
layer3.0.conv1.weight_mask 	|	active =  41956 	|	total =  294912 	|	layerwise sparsity =  0.1422661675347222
layer3.0.conv2.weight_mask 	|	active =  98233 	|	total =  589824 	|	layerwise sparsity =  0.1665462917751736
layer3.0.shortcut.0.weight_mask 	|	active =  3610 	|	total =  32768 	|	layerwise sparsity =  0.11016845703125
layer3.1.conv1.weight_mask 	|	active =  97822 	|	total =  589824 	|	layerwise sparsity =  0.16584947374131945
layer3.1.conv2.weight_mask 	|	active =  101841 	|	total =  589824 	|	layerwise sparsity =  0.17266337076822916
layer4.0.conv1.weight_mask 	|	active =  230635 	|	total =  1179648 	|	layerwise sparsity =  0.19551171196831596
layer4.0.conv2.weight_mask 	|	active =  522984 	|	total =  2359296 	|	layerwise sparsity =  0.22166951497395834
layer4.0.shortcut.0.weight_mask 	|	active =  18238 	|	total =  131072 	|	layerwise sparsity =  0.1391448974609375
layer4.1.conv1.weight_mask 	|	active =  542102 	|	total =  2359296 	|	layerwise sparsity =  0.2297727796766493
layer4.1.conv2.weight_mask 	|	active =  548770 	|	total =  2359296 	|	layerwise sparsity =  0.2325990464952257
pruning state: 7
remaining weight at start of iteration =  20.42552749149762
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  1666 	|	total =  36864 	|	layerwise sparsity =  0.04519314236111111
layer1.0.conv2.weight_mask 	|	active =  1857 	|	total =  36864 	|	layerwise sparsity =  0.050374348958333336
layer1.1.conv1.weight_mask 	|	active =  2330 	|	total =  36864 	|	layerwise sparsity =  0.0632052951388889
layer1.1.conv2.weight_mask 	|	active =  2304 	|	total =  36864 	|	layerwise sparsity =  0.0625
layer2.0.conv1.weight_mask 	|	active =  4993 	|	total =  73728 	|	layerwise sparsity =  0.0677218967013889
layer2.0.conv2.weight_mask 	|	active =  12888 	|	total =  147456 	|	layerwise sparsity =  0.08740234375
layer2.0.shortcut.0.weight_mask 	|	active =  346 	|	total =  8192 	|	layerwise sparsity =  0.042236328125
layer2.1.conv1.weight_mask 	|	active =  12949 	|	total =  147456 	|	layerwise sparsity =  0.08781602647569445
layer2.1.conv2.weight_mask 	|	active =  14101 	|	total =  147456 	|	layerwise sparsity =  0.09562852647569445
layer3.0.conv1.weight_mask 	|	active =  31755 	|	total =  294912 	|	layerwise sparsity =  0.10767618815104167
layer3.0.conv2.weight_mask 	|	active =  76041 	|	total =  589824 	|	layerwise sparsity =  0.1289215087890625
layer3.0.shortcut.0.weight_mask 	|	active =  2634 	|	total =  32768 	|	layerwise sparsity =  0.08038330078125
layer3.1.conv1.weight_mask 	|	active =  75678 	|	total =  589824 	|	layerwise sparsity =  0.12830607096354166
layer3.1.conv2.weight_mask 	|	active =  79241 	|	total =  589824 	|	layerwise sparsity =  0.1343468560112847
layer4.0.conv1.weight_mask 	|	active =  182669 	|	total =  1179648 	|	layerwise sparsity =  0.15485042995876735
layer4.0.conv2.weight_mask 	|	active =  421714 	|	total =  2359296 	|	layerwise sparsity =  0.17874569363064235
layer4.0.shortcut.0.weight_mask 	|	active =  13760 	|	total =  131072 	|	layerwise sparsity =  0.10498046875
layer4.1.conv1.weight_mask 	|	active =  439378 	|	total =  2359296 	|	layerwise sparsity =  0.18623267279730904
layer4.1.conv2.weight_mask 	|	active =  445559 	|	total =  2359296 	|	layerwise sparsity =  0.18885252210828993
pruning state: 8
remaining weight at start of iteration =  16.326060789846476
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  1131 	|	total =  36864 	|	layerwise sparsity =  0.030680338541666668
layer1.0.conv2.weight_mask 	|	active =  1278 	|	total =  36864 	|	layerwise sparsity =  0.03466796875
layer1.1.conv1.weight_mask 	|	active =  1650 	|	total =  36864 	|	layerwise sparsity =  0.044759114583333336
layer1.1.conv2.weight_mask 	|	active =  1629 	|	total =  36864 	|	layerwise sparsity =  0.044189453125
layer2.0.conv1.weight_mask 	|	active =  3566 	|	total =  73728 	|	layerwise sparsity =  0.04836697048611111
layer2.0.conv2.weight_mask 	|	active =  9503 	|	total =  147456 	|	layerwise sparsity =  0.06444634331597222
layer2.0.shortcut.0.weight_mask 	|	active =  233 	|	total =  8192 	|	layerwise sparsity =  0.0284423828125
layer2.1.conv1.weight_mask 	|	active =  9554 	|	total =  147456 	|	layerwise sparsity =  0.0647922092013889
layer2.1.conv2.weight_mask 	|	active =  10515 	|	total =  147456 	|	layerwise sparsity =  0.07130940755208333
layer3.0.conv1.weight_mask 	|	active =  24034 	|	total =  294912 	|	layerwise sparsity =  0.08149549696180555
layer3.0.conv2.weight_mask 	|	active =  58863 	|	total =  589824 	|	layerwise sparsity =  0.09979756673177083
layer3.0.shortcut.0.weight_mask 	|	active =  1922 	|	total =  32768 	|	layerwise sparsity =  0.05865478515625
layer3.1.conv1.weight_mask 	|	active =  58546 	|	total =  589824 	|	layerwise sparsity =  0.09926011827256945
layer3.1.conv2.weight_mask 	|	active =  61656 	|	total =  589824 	|	layerwise sparsity =  0.10453287760416667
layer4.0.conv1.weight_mask 	|	active =  144678 	|	total =  1179648 	|	layerwise sparsity =  0.12264506022135417
layer4.0.conv2.weight_mask 	|	active =  340054 	|	total =  2359296 	|	layerwise sparsity =  0.14413367377387154
layer4.0.shortcut.0.weight_mask 	|	active =  10381 	|	total =  131072 	|	layerwise sparsity =  0.07920074462890625
layer4.1.conv1.weight_mask 	|	active =  356119 	|	total =  2359296 	|	layerwise sparsity =  0.15094290839301217
layer4.1.conv2.weight_mask 	|	active =  361760 	|	total =  2359296 	|	layerwise sparsity =  0.15333387586805555
pruning state: 9
remaining weight at start of iteration =  13.05709926991392
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  768 	|	total =  36864 	|	layerwise sparsity =  0.020833333333333332
layer1.0.conv2.weight_mask 	|	active =  880 	|	total =  36864 	|	layerwise sparsity =  0.023871527777777776
layer1.1.conv1.weight_mask 	|	active =  1168 	|	total =  36864 	|	layerwise sparsity =  0.031684027777777776
layer1.1.conv2.weight_mask 	|	active =  1152 	|	total =  36864 	|	layerwise sparsity =  0.03125
layer2.0.conv1.weight_mask 	|	active =  2547 	|	total =  73728 	|	layerwise sparsity =  0.0345458984375
layer2.0.conv2.weight_mask 	|	active =  7007 	|	total =  147456 	|	layerwise sparsity =  0.04751925998263889
layer2.0.shortcut.0.weight_mask 	|	active =  157 	|	total =  8192 	|	layerwise sparsity =  0.0191650390625
layer2.1.conv1.weight_mask 	|	active =  7049 	|	total =  147456 	|	layerwise sparsity =  0.04780409071180555
layer2.1.conv2.weight_mask 	|	active =  7841 	|	total =  147456 	|	layerwise sparsity =  0.05317518446180555
layer3.0.conv1.weight_mask 	|	active =  18190 	|	total =  294912 	|	layerwise sparsity =  0.06167941623263889
layer3.0.conv2.weight_mask 	|	active =  45565 	|	total =  589824 	|	layerwise sparsity =  0.0772518581814236
layer3.0.shortcut.0.weight_mask 	|	active =  1402 	|	total =  32768 	|	layerwise sparsity =  0.04278564453125
layer3.1.conv1.weight_mask 	|	active =  45293 	|	total =  589824 	|	layerwise sparsity =  0.07679070366753472
layer3.1.conv2.weight_mask 	|	active =  47974 	|	total =  589824 	|	layerwise sparsity =  0.08133612738715278
layer4.0.conv1.weight_mask 	|	active =  114589 	|	total =  1179648 	|	layerwise sparsity =  0.09713829888237847
layer4.0.conv2.weight_mask 	|	active =  274206 	|	total =  2359296 	|	layerwise sparsity =  0.11622365315755208
layer4.0.shortcut.0.weight_mask 	|	active =  7832 	|	total =  131072 	|	layerwise sparsity =  0.05975341796875
layer4.1.conv1.weight_mask 	|	active =  288637 	|	total =  2359296 	|	layerwise sparsity =  0.1223403082953559
layer4.1.conv2.weight_mask 	|	active =  293722 	|	total =  2359296 	|	layerwise sparsity =  0.12449561225043403
pruning state: 10
remaining weight at start of iteration =  10.448559542448798
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  521 	|	total =  36864 	|	layerwise sparsity =  0.014133029513888888
layer1.0.conv2.weight_mask 	|	active =  606 	|	total =  36864 	|	layerwise sparsity =  0.016438802083333332
layer1.1.conv1.weight_mask 	|	active =  827 	|	total =  36864 	|	layerwise sparsity =  0.022433810763888888
layer1.1.conv2.weight_mask 	|	active =  815 	|	total =  36864 	|	layerwise sparsity =  0.022108289930555556
layer2.0.conv1.weight_mask 	|	active =  1819 	|	total =  73728 	|	layerwise sparsity =  0.024671766493055556
layer2.0.conv2.weight_mask 	|	active =  5167 	|	total =  147456 	|	layerwise sparsity =  0.035040961371527776
layer2.0.shortcut.0.weight_mask 	|	active =  106 	|	total =  8192 	|	layerwise sparsity =  0.012939453125
layer2.1.conv1.weight_mask 	|	active =  5201 	|	total =  147456 	|	layerwise sparsity =  0.035271538628472224
layer2.1.conv2.weight_mask 	|	active =  5847 	|	total =  147456 	|	layerwise sparsity =  0.039652506510416664
layer3.0.conv1.weight_mask 	|	active =  13767 	|	total =  294912 	|	layerwise sparsity =  0.046681722005208336
layer3.0.conv2.weight_mask 	|	active =  35271 	|	total =  589824 	|	layerwise sparsity =  0.0597991943359375
layer3.0.shortcut.0.weight_mask 	|	active =  1023 	|	total =  32768 	|	layerwise sparsity =  0.031219482421875
layer3.1.conv1.weight_mask 	|	active =  35040 	|	total =  589824 	|	layerwise sparsity =  0.059407552083333336
layer3.1.conv2.weight_mask 	|	active =  37328 	|	total =  589824 	|	layerwise sparsity =  0.06328667534722222
layer4.0.conv1.weight_mask 	|	active =  90757 	|	total =  1179648 	|	layerwise sparsity =  0.07693566216362847
layer4.0.conv2.weight_mask 	|	active =  221109 	|	total =  2359296 	|	layerwise sparsity =  0.0937182108561198
layer4.0.shortcut.0.weight_mask 	|	active =  5909 	|	total =  131072 	|	layerwise sparsity =  0.04508209228515625
layer4.1.conv1.weight_mask 	|	active =  233942 	|	total =  2359296 	|	layerwise sparsity =  0.0991575453016493
layer4.1.conv2.weight_mask 	|	active =  238480 	|	total =  2359296 	|	layerwise sparsity =  0.10108100043402778
pruning state: 11
remaining weight at start of iteration =  8.365584656721891
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  354 	|	total =  36864 	|	layerwise sparsity =  0.009602864583333334
layer1.0.conv2.weight_mask 	|	active =  417 	|	total =  36864 	|	layerwise sparsity =  0.011311848958333334
layer1.1.conv1.weight_mask 	|	active =  586 	|	total =  36864 	|	layerwise sparsity =  0.015896267361111112
layer1.1.conv2.weight_mask 	|	active =  576 	|	total =  36864 	|	layerwise sparsity =  0.015625
layer2.0.conv1.weight_mask 	|	active =  1299 	|	total =  73728 	|	layerwise sparsity =  0.017618815104166668
layer2.0.conv2.weight_mask 	|	active =  3810 	|	total =  147456 	|	layerwise sparsity =  0.025838216145833332
layer2.0.shortcut.0.weight_mask 	|	active =  71 	|	total =  8192 	|	layerwise sparsity =  0.0086669921875
layer2.1.conv1.weight_mask 	|	active =  3837 	|	total =  147456 	|	layerwise sparsity =  0.026021321614583332
layer2.1.conv2.weight_mask 	|	active =  4360 	|	total =  147456 	|	layerwise sparsity =  0.029568142361111112
layer3.0.conv1.weight_mask 	|	active =  10420 	|	total =  294912 	|	layerwise sparsity =  0.035332573784722224
layer3.0.conv2.weight_mask 	|	active =  27303 	|	total =  589824 	|	layerwise sparsity =  0.046290079752604164
layer3.0.shortcut.0.weight_mask 	|	active =  746 	|	total =  32768 	|	layerwise sparsity =  0.02276611328125
layer3.1.conv1.weight_mask 	|	active =  27108 	|	total =  589824 	|	layerwise sparsity =  0.04595947265625
layer3.1.conv2.weight_mask 	|	active =  29044 	|	total =  589824 	|	layerwise sparsity =  0.04924180772569445
layer4.0.conv1.weight_mask 	|	active =  71882 	|	total =  1179648 	|	layerwise sparsity =  0.060935126410590276
layer4.0.conv2.weight_mask 	|	active =  178294 	|	total =  2359296 	|	layerwise sparsity =  0.0755708482530382
layer4.0.shortcut.0.weight_mask 	|	active =  4458 	|	total =  131072 	|	layerwise sparsity =  0.0340118408203125
layer4.1.conv1.weight_mask 	|	active =  189612 	|	total =  2359296 	|	layerwise sparsity =  0.0803680419921875
layer4.1.conv2.weight_mask 	|	active =  193628 	|	total =  2359296 	|	layerwise sparsity =  0.08207024468315972
pruning state: 12
remaining weight at start of iteration =  6.701222808164575
pre_conv.0.weight_mask 	|	active =  0 	|	total =  1728 	|	layerwise sparsity =  0.0
layer1.0.conv1.weight_mask 	|	active =  240 	|	total =  36864 	|	layerwise sparsity =  0.006510416666666667
