pruning state: 0
remaining weight at start of iteration =  99.99998207761968
pre_conv.0.weight_mask 	|	active =  1594 	|	total =  1728 	|	layerwise sparsity =  0.9224537037037037
layer2.0.shortcut.0.weight_mask 	|	active =  6436 	|	total =  8192 	|	layerwise sparsity =  0.78564453125
layer2.1.conv1.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer2.1.conv2.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer3.0.conv1.weight_mask 	|	active =  150995 	|	total =  294912 	|	layerwise sparsity =  0.5120001898871528
layer3.0.conv2.weight_mask 	|	active =  271648 	|	total =  589824 	|	layerwise sparsity =  0.4605577256944444
layer3.0.shortcut.0.weight_mask 	|	active =  16777 	|	total =  32768 	|	layerwise sparsity =  0.511993408203125
layer3.1.conv1.weight_mask 	|	active =  271636 	|	total =  589824 	|	layerwise sparsity =  0.4605373806423611
layer3.1.conv2.weight_mask 	|	active =  275686 	|	total =  589824 	|	layerwise sparsity =  0.4674038357204861
layer4.0.conv1.weight_mask 	|	active =  581379 	|	total =  1179648 	|	layerwise sparsity =  0.49284108479817706
layer4.0.conv2.weight_mask 	|	active =  1238389 	|	total =  2359296 	|	layerwise sparsity =  0.5248976813422309
layer4.0.shortcut.0.weight_mask 	|	active =  67109 	|	total =  131072 	|	layerwise sparsity =  0.5120010375976562
layer4.1.conv1.weight_mask 	|	active =  1254766 	|	total =  2359296 	|	layerwise sparsity =  0.5318391587999132
layer4.1.conv2.weight_mask 	|	active =  1269422 	|	total =  2359296 	|	layerwise sparsity =  0.5380511813693576
pruning state: 3
remaining weight at start of iteration =  51.485075317011066
pre_conv.0.weight_mask 	|	active =  1252 	|	total =  1728 	|	layerwise sparsity =  0.7245370370370371
layer1.0.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.0.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer2.0.conv1.weight_mask 	|	active =  30199 	|	total =  73728 	|	layerwise sparsity =  0.4096001519097222
layer2.0.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.0.shortcut.0.weight_mask 	|	active =  5938 	|	total =  8192 	|	layerwise sparsity =  0.724853515625
layer2.1.conv1.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.1.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv1.weight_mask 	|	active =  120796 	|	total =  294912 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv2.weight_mask 	|	active =  209782 	|	total =  589824 	|	layerwise sparsity =  0.3556688096788194
layer3.0.shortcut.0.weight_mask 	|	active =  13422 	|	total =  32768 	|	layerwise sparsity =  0.40960693359375
layer3.1.conv1.weight_mask 	|	active =  209769 	|	total =  589824 	|	layerwise sparsity =  0.3556467692057292
layer3.1.conv2.weight_mask 	|	active =  213950 	|	total =  589824 	|	layerwise sparsity =  0.3627353244357639
layer4.0.conv1.weight_mask 	|	active =  459228 	|	total =  1179648 	|	layerwise sparsity =  0.3892923990885417
layer4.0.conv2.weight_mask 	|	active =  998961 	|	total =  2359296 	|	layerwise sparsity =  0.4234148661295573
layer4.0.shortcut.0.weight_mask 	|	active =  53687 	|	total =  131072 	|	layerwise sparsity =  0.40959930419921875
layer4.1.conv1.weight_mask 	|	active =  1016614 	|	total =  2359296 	|	layerwise sparsity =  0.43089718288845485
layer4.1.conv2.weight_mask 	|	active =  1032477 	|	total =  2359296 	|	layerwise sparsity =  0.4376207987467448
pruning state: 4
remaining weight at start of iteration =  41.29016226206248
pre_conv.0.weight_mask 	|	active =  1155 	|	total =  1728 	|	layerwise sparsity =  0.6684027777777778
layer1.0.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.0.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer2.0.conv1.weight_mask 	|	active =  24159 	|	total =  73728 	|	layerwise sparsity =  0.3276774088541667
layer2.0.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.0.shortcut.0.weight_mask 	|	active =  5479 	|	total =  8192 	|	layerwise sparsity =  0.6688232421875
layer2.1.conv1.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.1.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer3.0.conv1.weight_mask 	|	active =  96637 	|	total =  294912 	|	layerwise sparsity =  0.3276807996961806
layer3.0.conv2.weight_mask 	|	active =  162005 	|	total =  589824 	|	layerwise sparsity =  0.2746666802300347
layer3.0.shortcut.0.weight_mask 	|	active =  10738 	|	total =  32768 	|	layerwise sparsity =  0.32769775390625
layer3.1.conv1.weight_mask 	|	active =  161993 	|	total =  589824 	|	layerwise sparsity =  0.2746463351779514
layer3.1.conv2.weight_mask 	|	active =  166039 	|	total =  589824 	|	layerwise sparsity =  0.2815060085720486
layer4.0.conv1.weight_mask 	|	active =  362741 	|	total =  1179648 	|	layerwise sparsity =  0.30749935574001735
layer4.0.conv2.weight_mask 	|	active =  805824 	|	total =  2359296 	|	layerwise sparsity =  0.341552734375
layer4.0.shortcut.0.weight_mask 	|	active =  42950 	|	total =  131072 	|	layerwise sparsity =  0.3276824951171875
layer4.1.conv1.weight_mask 	|	active =  823663 	|	total =  2359296 	|	layerwise sparsity =  0.3491138882107205
layer4.1.conv2.weight_mask 	|	active =  839759 	|	total =  2359296 	|	layerwise sparsity =  0.35593626234266496
pruning state: 5
remaining weight at start of iteration =  33.124250844502555
pre_conv.0.weight_mask 	|	active =  1066 	|	total =  1728 	|	layerwise sparsity =  0.6168981481481481
layer1.0.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.0.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer2.0.conv1.weight_mask 	|	active =  19327 	|	total =  73728 	|	layerwise sparsity =  0.2621392144097222
layer2.0.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.0.shortcut.0.weight_mask 	|	active =  5055 	|	total =  8192 	|	layerwise sparsity =  0.6170654296875
layer2.1.conv1.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.1.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer3.0.conv1.weight_mask 	|	active =  77310 	|	total =  294912 	|	layerwise sparsity =  0.26214599609375
layer3.0.conv2.weight_mask 	|	active =  125109 	|	total =  589824 	|	layerwise sparsity =  0.2121124267578125
layer3.0.shortcut.0.weight_mask 	|	active =  8590 	|	total =  32768 	|	layerwise sparsity =  0.26214599609375
layer3.1.conv1.weight_mask 	|	active =  125098 	|	total =  589824 	|	layerwise sparsity =  0.2120937771267361
layer3.1.conv2.weight_mask 	|	active =  128857 	|	total =  589824 	|	layerwise sparsity =  0.2184668646918403
layer4.0.conv1.weight_mask 	|	active =  286527 	|	total =  1179648 	|	layerwise sparsity =  0.2428919474283854
layer4.0.conv2.weight_mask 	|	active =  650028 	|	total =  2359296 	|	layerwise sparsity =  0.2755177815755208
layer4.0.shortcut.0.weight_mask 	|	active =  34360 	|	total =  131072 	|	layerwise sparsity =  0.26214599609375
layer4.1.conv1.weight_mask 	|	active =  667334 	|	total =  2359296 	|	layerwise sparsity =  0.28285302056206596
layer4.1.conv2.weight_mask 	|	active =  683013 	|	total =  2359296 	|	layerwise sparsity =  0.28949864705403644
pruning state: 6
remaining weight at start of iteration =  26.581470839570322
pre_conv.0.weight_mask 	|	active =  984 	|	total =  1728 	|	layerwise sparsity =  0.5694444444444444
layer1.0.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.0.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer2.0.conv1.weight_mask 	|	active =  15462 	|	total =  73728 	|	layerwise sparsity =  0.209716796875
layer2.0.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.0.shortcut.0.weight_mask 	|	active =  4664 	|	total =  8192 	|	layerwise sparsity =  0.5693359375
layer2.1.conv1.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.1.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer3.0.conv1.weight_mask 	|	active =  61848 	|	total =  294912 	|	layerwise sparsity =  0.209716796875
layer3.0.conv2.weight_mask 	|	active =  96616 	|	total =  589824 	|	layerwise sparsity =  0.16380479600694445
layer3.0.shortcut.0.weight_mask 	|	active =  6872 	|	total =  32768 	|	layerwise sparsity =  0.209716796875
layer3.1.conv1.weight_mask 	|	active =  96606 	|	total =  589824 	|	layerwise sparsity =  0.163787841796875
layer3.1.conv2.weight_mask 	|	active =  100001 	|	total =  589824 	|	layerwise sparsity =  0.1695437961154514
layer4.0.conv1.weight_mask 	|	active =  226326 	|	total =  1179648 	|	layerwise sparsity =  0.19185892740885416
layer4.0.conv2.weight_mask 	|	active =  524353 	|	total =  2359296 	|	layerwise sparsity =  0.22224977281358507
layer4.0.shortcut.0.weight_mask 	|	active =  27488 	|	total =  131072 	|	layerwise sparsity =  0.209716796875
layer4.1.conv1.weight_mask 	|	active =  540675 	|	total =  2359296 	|	layerwise sparsity =  0.22916793823242188
layer4.1.conv2.weight_mask 	|	active =  555525 	|	total =  2359296 	|	layerwise sparsity =  0.23546218872070312
pruning state: 7
remaining weight at start of iteration =  21.337570542488947
pre_conv.0.weight_mask 	|	active =  908 	|	total =  1728 	|	layerwise sparsity =  0.5254629629629629
layer1.0.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.0.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer2.0.conv1.weight_mask 	|	active =  12370 	|	total =  73728 	|	layerwise sparsity =  0.1677788628472222
layer2.0.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.0.shortcut.0.weight_mask 	|	active =  4303 	|	total =  8192 	|	layerwise sparsity =  0.5252685546875
layer2.1.conv1.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.1.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer3.0.conv1.weight_mask 	|	active =  49478 	|	total =  294912 	|	layerwise sparsity =  0.16777208116319445
layer3.0.conv2.weight_mask 	|	active =  74612 	|	total =  589824 	|	layerwise sparsity =  0.1264987521701389
layer3.0.shortcut.0.weight_mask 	|	active =  5498 	|	total =  32768 	|	layerwise sparsity =  0.16778564453125
layer3.1.conv1.weight_mask 	|	active =  74603 	|	total =  589824 	|	layerwise sparsity =  0.1264834933810764
layer3.1.conv2.weight_mask 	|	active =  77607 	|	total =  589824 	|	layerwise sparsity =  0.1315765380859375
layer4.0.conv1.weight_mask 	|	active =  178774 	|	total =  1179648 	|	layerwise sparsity =  0.15154859754774305
layer4.0.conv2.weight_mask 	|	active =  422976 	|	total =  2359296 	|	layerwise sparsity =  0.17928059895833334
layer4.0.shortcut.0.weight_mask 	|	active =  21990 	|	total =  131072 	|	layerwise sparsity =  0.1677703857421875
layer4.1.conv1.weight_mask 	|	active =  438056 	|	total =  2359296 	|	layerwise sparsity =  0.1856723361545139
layer4.1.conv2.weight_mask 	|	active =  451833 	|	total =  2359296 	|	layerwise sparsity =  0.19151178995768228
pruning state: 8
remaining weight at start of iteration =  17.13341921737983
pre_conv.0.weight_mask 	|	active =  838 	|	total =  1728 	|	layerwise sparsity =  0.4849537037037037
layer1.0.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.0.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer2.0.conv1.weight_mask 	|	active =  9896 	|	total =  73728 	|	layerwise sparsity =  0.1342230902777778
layer2.0.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.0.shortcut.0.weight_mask 	|	active =  3970 	|	total =  8192 	|	layerwise sparsity =  0.484619140625
layer2.1.conv1.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.1.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer3.0.conv1.weight_mask 	|	active =  39582 	|	total =  294912 	|	layerwise sparsity =  0.13421630859375
layer3.0.conv2.weight_mask 	|	active =  57620 	|	total =  589824 	|	layerwise sparsity =  0.0976901584201389
layer3.0.shortcut.0.weight_mask 	|	active =  4398 	|	total =  32768 	|	layerwise sparsity =  0.13421630859375
layer3.1.conv1.weight_mask 	|	active =  57612 	|	total =  589824 	|	layerwise sparsity =  0.09767659505208333
layer3.1.conv2.weight_mask 	|	active =  60228 	|	total =  589824 	|	layerwise sparsity =  0.10211181640625
layer4.0.conv1.weight_mask 	|	active =  141213 	|	total =  1179648 	|	layerwise sparsity =  0.11970774332682292
layer4.0.conv2.weight_mask 	|	active =  341199 	|	total =  2359296 	|	layerwise sparsity =  0.14461898803710938
layer4.0.shortcut.0.weight_mask 	|	active =  17592 	|	total =  131072 	|	layerwise sparsity =  0.13421630859375
layer4.1.conv1.weight_mask 	|	active =  354914 	|	total =  2359296 	|	layerwise sparsity =  0.15043216281467015
layer4.1.conv2.weight_mask 	|	active =  367496 	|	total =  2359296 	|	layerwise sparsity =  0.1557651095920139
pruning state: 9
remaining weight at start of iteration =  13.76184310891646
pre_conv.0.weight_mask 	|	active =  773 	|	total =  1728 	|	layerwise sparsity =  0.44733796296296297
layer1.0.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.0.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer2.0.conv1.weight_mask 	|	active =  7917 	|	total =  73728 	|	layerwise sparsity =  0.10738118489583333
layer2.0.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.0.shortcut.0.weight_mask 	|	active =  3663 	|	total =  8192 	|	layerwise sparsity =  0.4471435546875
layer2.1.conv1.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.1.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer3.0.conv1.weight_mask 	|	active =  31666 	|	total =  294912 	|	layerwise sparsity =  0.10737440321180555
layer3.0.conv2.weight_mask 	|	active =  44497 	|	total =  589824 	|	layerwise sparsity =  0.07544114854600695
layer3.0.shortcut.0.weight_mask 	|	active =  3518 	|	total =  32768 	|	layerwise sparsity =  0.10736083984375
layer3.1.conv1.weight_mask 	|	active =  44491 	|	total =  589824 	|	layerwise sparsity =  0.07543097601996528
layer3.1.conv2.weight_mask 	|	active =  46741 	|	total =  589824 	|	layerwise sparsity =  0.07924567328559028
layer4.0.conv1.weight_mask 	|	active =  111543 	|	total =  1179648 	|	layerwise sparsity =  0.09455617268880208
layer4.0.conv2.weight_mask 	|	active =  275232 	|	total =  2359296 	|	layerwise sparsity =  0.11665852864583333
layer4.0.shortcut.0.weight_mask 	|	active =  14074 	|	total =  131072 	|	layerwise sparsity =  0.1073760986328125
layer4.1.conv1.weight_mask 	|	active =  287552 	|	total =  2359296 	|	layerwise sparsity =  0.12188042534722222
layer4.1.conv2.weight_mask 	|	active =  298901 	|	total =  2359296 	|	layerwise sparsity =  0.12669075859917533
pruning state: 10
remaining weight at start of iteration =  11.057176694596905
pre_conv.0.weight_mask 	|	active =  713 	|	total =  1728 	|	layerwise sparsity =  0.41261574074074076
layer1.0.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.0.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer2.0.conv1.weight_mask 	|	active =  6334 	|	total =  73728 	|	layerwise sparsity =  0.0859103732638889
layer2.0.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.0.shortcut.0.weight_mask 	|	active =  3380 	|	total =  8192 	|	layerwise sparsity =  0.41259765625
layer2.1.conv1.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.1.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer3.0.conv1.weight_mask 	|	active =  25333 	|	total =  294912 	|	layerwise sparsity =  0.08590020073784722
layer3.0.conv2.weight_mask 	|	active =  34363 	|	total =  589824 	|	layerwise sparsity =  0.05825975206163195
layer3.0.shortcut.0.weight_mask 	|	active =  2814 	|	total =  32768 	|	layerwise sparsity =  0.08587646484375
layer3.1.conv1.weight_mask 	|	active =  34358 	|	total =  589824 	|	layerwise sparsity =  0.058251274956597224
layer3.1.conv2.weight_mask 	|	active =  36274 	|	total =  589824 	|	layerwise sparsity =  0.061499701605902776
layer4.0.conv1.weight_mask 	|	active =  88107 	|	total =  1179648 	|	layerwise sparsity =  0.07468922932942708
layer4.0.conv2.weight_mask 	|	active =  222019 	|	total =  2359296 	|	layerwise sparsity =  0.09410391913519965
layer4.0.shortcut.0.weight_mask 	|	active =  11259 	|	total =  131072 	|	layerwise sparsity =  0.08589935302734375
layer4.1.conv1.weight_mask 	|	active =  232975 	|	total =  2359296 	|	layerwise sparsity =  0.09874767727322048
layer4.1.conv2.weight_mask 	|	active =  243109 	|	total =  2359296 	|	layerwise sparsity =  0.10304302639431423
pruning state: 11
remaining weight at start of iteration =  8.886812282422307
pre_conv.0.weight_mask 	|	active =  658 	|	total =  1728 	|	layerwise sparsity =  0.38078703703703703
layer1.0.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.0.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer2.0.conv1.weight_mask 	|	active =  5067 	|	total =  73728 	|	layerwise sparsity =  0.0687255859375
layer2.0.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.0.shortcut.0.weight_mask 	|	active =  3119 	|	total =  8192 	|	layerwise sparsity =  0.3807373046875
layer2.1.conv1.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.1.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv1.weight_mask 	|	active =  20266 	|	total =  294912 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv2.weight_mask 	|	active =  26537 	|	total =  589824 	|	layerwise sparsity =  0.044991387261284724
layer3.0.shortcut.0.weight_mask 	|	active =  2251 	|	total =  32768 	|	layerwise sparsity =  0.068695068359375
layer3.1.conv1.weight_mask 	|	active =  26533 	|	total =  589824 	|	layerwise sparsity =  0.04498460557725695
layer3.1.conv2.weight_mask 	|	active =  28151 	|	total =  589824 	|	layerwise sparsity =  0.04772779676649305
layer4.0.conv1.weight_mask 	|	active =  69595 	|	total =  1179648 	|	layerwise sparsity =  0.0589964124891493
layer4.0.conv2.weight_mask 	|	active =  179094 	|	total =  2359296 	|	layerwise sparsity =  0.07590993245442708
layer4.0.shortcut.0.weight_mask 	|	active =  9007 	|	total =  131072 	|	layerwise sparsity =  0.06871795654296875
layer4.1.conv1.weight_mask 	|	active =  188757 	|	total =  2359296 	|	layerwise sparsity =  0.08000564575195312
layer4.1.conv2.weight_mask 	|	active =  197731 	|	total =  2359296 	|	layerwise sparsity =  0.08380932278103298
pruning state: 12
remaining weight at start of iteration =  7.144730031600743
