pruning state: 0
remaining weight at start of iteration =  100.0
pre_conv.0.weight_mask 	|	active =  1594 	|	total =  1728 	|	layerwise sparsity =  0.9224537037037037
layer2.0.shortcut.0.weight_mask 	|	active =  6436 	|	total =  8192 	|	layerwise sparsity =  0.78564453125
layer2.1.conv1.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer2.1.conv2.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer3.0.conv1.weight_mask 	|	active =  150995 	|	total =  294912 	|	layerwise sparsity =  0.5120001898871528
layer3.0.conv2.weight_mask 	|	active =  268875 	|	total =  589824 	|	layerwise sparsity =  0.4558563232421875
layer3.0.shortcut.0.weight_mask 	|	active =  16777 	|	total =  32768 	|	layerwise sparsity =  0.511993408203125
layer3.1.conv1.weight_mask 	|	active =  272227 	|	total =  589824 	|	layerwise sparsity =  0.4615393744574653
layer3.1.conv2.weight_mask 	|	active =  275697 	|	total =  589824 	|	layerwise sparsity =  0.4674224853515625
layer4.0.conv1.weight_mask 	|	active =  582652 	|	total =  1179648 	|	layerwise sparsity =  0.4939202202690972
layer4.0.conv2.weight_mask 	|	active =  1235213 	|	total =  2359296 	|	layerwise sparsity =  0.523551517062717
layer4.0.shortcut.0.weight_mask 	|	active =  67109 	|	total =  131072 	|	layerwise sparsity =  0.5120010375976562
layer4.1.conv1.weight_mask 	|	active =  1253592 	|	total =  2359296 	|	layerwise sparsity =  0.531341552734375
layer4.1.conv2.weight_mask 	|	active =  1273048 	|	total =  2359296 	|	layerwise sparsity =  0.5395880805121528
pruning state: 3
remaining weight at start of iteration =  51.47054026657032
pre_conv.0.weight_mask 	|	active =  1252 	|	total =  1728 	|	layerwise sparsity =  0.7245370370370371
layer1.0.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.0.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer2.0.conv1.weight_mask 	|	active =  30199 	|	total =  73728 	|	layerwise sparsity =  0.4096001519097222
layer2.0.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.0.shortcut.0.weight_mask 	|	active =  5938 	|	total =  8192 	|	layerwise sparsity =  0.724853515625
layer2.1.conv1.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.1.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv1.weight_mask 	|	active =  120796 	|	total =  294912 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv2.weight_mask 	|	active =  206931 	|	total =  589824 	|	layerwise sparsity =  0.3508351643880208
layer3.0.shortcut.0.weight_mask 	|	active =  13422 	|	total =  32768 	|	layerwise sparsity =  0.40960693359375
layer3.1.conv1.weight_mask 	|	active =  210378 	|	total =  589824 	|	layerwise sparsity =  0.3566792805989583
layer3.1.conv2.weight_mask 	|	active =  213961 	|	total =  589824 	|	layerwise sparsity =  0.3627539740668403
layer4.0.conv1.weight_mask 	|	active =  460569 	|	total =  1179648 	|	layerwise sparsity =  0.39042917887369794
layer4.0.conv2.weight_mask 	|	active =  995547 	|	total =  2359296 	|	layerwise sparsity =  0.4219678243001302
layer4.0.shortcut.0.weight_mask 	|	active =  53687 	|	total =  131072 	|	layerwise sparsity =  0.40959930419921875
layer4.1.conv1.weight_mask 	|	active =  1015346 	|	total =  2359296 	|	layerwise sparsity =  0.43035973442925346
layer4.1.conv2.weight_mask 	|	active =  1036411 	|	total =  2359296 	|	layerwise sparsity =  0.43928824530707467
pruning state: 4
remaining weight at start of iteration =  41.27548383257916
pre_conv.0.weight_mask 	|	active =  1155 	|	total =  1728 	|	layerwise sparsity =  0.6684027777777778
layer1.0.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.0.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer2.0.conv1.weight_mask 	|	active =  24159 	|	total =  73728 	|	layerwise sparsity =  0.3276774088541667
layer2.0.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.0.shortcut.0.weight_mask 	|	active =  5479 	|	total =  8192 	|	layerwise sparsity =  0.6688232421875
layer2.1.conv1.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.1.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer3.0.conv1.weight_mask 	|	active =  96637 	|	total =  294912 	|	layerwise sparsity =  0.3276807996961806
layer3.0.conv2.weight_mask 	|	active =  159258 	|	total =  589824 	|	layerwise sparsity =  0.2700093587239583
layer3.0.shortcut.0.weight_mask 	|	active =  10738 	|	total =  32768 	|	layerwise sparsity =  0.32769775390625
layer3.1.conv1.weight_mask 	|	active =  162581 	|	total =  589824 	|	layerwise sparsity =  0.2756432427300347
layer3.1.conv2.weight_mask 	|	active =  166050 	|	total =  589824 	|	layerwise sparsity =  0.281524658203125
layer4.0.conv1.weight_mask 	|	active =  364066 	|	total =  1179648 	|	layerwise sparsity =  0.3086225721571181
layer4.0.conv2.weight_mask 	|	active =  802383 	|	total =  2359296 	|	layerwise sparsity =  0.34009424845377606
layer4.0.shortcut.0.weight_mask 	|	active =  42950 	|	total =  131072 	|	layerwise sparsity =  0.3276824951171875
layer4.1.conv1.weight_mask 	|	active =  822379 	|	total =  2359296 	|	layerwise sparsity =  0.3485696580674913
layer4.1.conv2.weight_mask 	|	active =  843761 	|	total =  2359296 	|	layerwise sparsity =  0.35763253106011283
pruning state: 5
remaining weight at start of iteration =  33.110396844514035
pre_conv.0.weight_mask 	|	active =  1066 	|	total =  1728 	|	layerwise sparsity =  0.6168981481481481
layer1.0.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.0.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer2.0.conv1.weight_mask 	|	active =  19327 	|	total =  73728 	|	layerwise sparsity =  0.2621392144097222
layer2.0.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.0.shortcut.0.weight_mask 	|	active =  5055 	|	total =  8192 	|	layerwise sparsity =  0.6170654296875
layer2.1.conv1.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.1.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer3.0.conv1.weight_mask 	|	active =  77310 	|	total =  294912 	|	layerwise sparsity =  0.26214599609375
layer3.0.conv2.weight_mask 	|	active =  122568 	|	total =  589824 	|	layerwise sparsity =  0.20780436197916666
layer3.0.shortcut.0.weight_mask 	|	active =  8590 	|	total =  32768 	|	layerwise sparsity =  0.26214599609375
layer3.1.conv1.weight_mask 	|	active =  125643 	|	total =  589824 	|	layerwise sparsity =  0.21301778157552084
layer3.1.conv2.weight_mask 	|	active =  128867 	|	total =  589824 	|	layerwise sparsity =  0.2184838189019097
layer4.0.conv1.weight_mask 	|	active =  287783 	|	total =  1179648 	|	layerwise sparsity =  0.24395667182074654
layer4.0.conv2.weight_mask 	|	active =  646698 	|	total =  2359296 	|	layerwise sparsity =  0.27410634358723956
layer4.0.shortcut.0.weight_mask 	|	active =  34360 	|	total =  131072 	|	layerwise sparsity =  0.26214599609375
layer4.1.conv1.weight_mask 	|	active =  666085 	|	total =  2359296 	|	layerwise sparsity =  0.28232362535264754
layer4.1.conv2.weight_mask 	|	active =  686921 	|	total =  2359296 	|	layerwise sparsity =  0.2911550733778212
pruning state: 6
remaining weight at start of iteration =  26.568916212155102
pre_conv.0.weight_mask 	|	active =  984 	|	total =  1728 	|	layerwise sparsity =  0.5694444444444444
layer1.0.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.0.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer2.0.conv1.weight_mask 	|	active =  15462 	|	total =  73728 	|	layerwise sparsity =  0.209716796875
layer2.0.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.0.shortcut.0.weight_mask 	|	active =  4664 	|	total =  8192 	|	layerwise sparsity =  0.5693359375
layer2.1.conv1.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.1.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer3.0.conv1.weight_mask 	|	active =  61848 	|	total =  294912 	|	layerwise sparsity =  0.209716796875
layer3.0.conv2.weight_mask 	|	active =  94331 	|	total =  589824 	|	layerwise sparsity =  0.1599307590060764
layer3.0.shortcut.0.weight_mask 	|	active =  6872 	|	total =  32768 	|	layerwise sparsity =  0.209716796875
layer3.1.conv1.weight_mask 	|	active =  97097 	|	total =  589824 	|	layerwise sparsity =  0.1646202935112847
layer3.1.conv2.weight_mask 	|	active =  100010 	|	total =  589824 	|	layerwise sparsity =  0.1695590549045139
layer4.0.conv1.weight_mask 	|	active =  227484 	|	total =  1179648 	|	layerwise sparsity =  0.192840576171875
layer4.0.conv2.weight_mask 	|	active =  521220 	|	total =  2359296 	|	layerwise sparsity =  0.22092183430989584
layer4.0.shortcut.0.weight_mask 	|	active =  27488 	|	total =  131072 	|	layerwise sparsity =  0.209716796875
layer4.1.conv1.weight_mask 	|	active =  539495 	|	total =  2359296 	|	layerwise sparsity =  0.22866778903537327
layer4.1.conv2.weight_mask 	|	active =  559235 	|	total =  2359296 	|	layerwise sparsity =  0.23703469170464408
pruning state: 7
remaining weight at start of iteration =  21.32654827859122
pre_conv.0.weight_mask 	|	active =  908 	|	total =  1728 	|	layerwise sparsity =  0.5254629629629629
layer1.0.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.0.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer2.0.conv1.weight_mask 	|	active =  12370 	|	total =  73728 	|	layerwise sparsity =  0.1677788628472222
layer2.0.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.0.shortcut.0.weight_mask 	|	active =  4303 	|	total =  8192 	|	layerwise sparsity =  0.5252685546875
layer2.1.conv1.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.1.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer3.0.conv1.weight_mask 	|	active =  49478 	|	total =  294912 	|	layerwise sparsity =  0.16777208116319445
layer3.0.conv2.weight_mask 	|	active =  72599 	|	total =  589824 	|	layerwise sparsity =  0.12308586968315972
layer3.0.shortcut.0.weight_mask 	|	active =  5498 	|	total =  32768 	|	layerwise sparsity =  0.16778564453125
layer3.1.conv1.weight_mask 	|	active =  75037 	|	total =  589824 	|	layerwise sparsity =  0.1272193060980903
layer3.1.conv2.weight_mask 	|	active =  77615 	|	total =  589824 	|	layerwise sparsity =  0.13159010145399305
layer4.0.conv1.weight_mask 	|	active =  179819 	|	total =  1179648 	|	layerwise sparsity =  0.15243445502387154
layer4.0.conv2.weight_mask 	|	active =  420089 	|	total =  2359296 	|	layerwise sparsity =  0.17805692884657118
layer4.0.shortcut.0.weight_mask 	|	active =  21990 	|	total =  131072 	|	layerwise sparsity =  0.1677703857421875
layer4.1.conv1.weight_mask 	|	active =  436964 	|	total =  2359296 	|	layerwise sparsity =  0.18520948621961805
layer4.1.conv2.weight_mask 	|	active =  455283 	|	total =  2359296 	|	layerwise sparsity =  0.19297409057617188
pruning state: 8
remaining weight at start of iteration =  17.123965161760236
pre_conv.0.weight_mask 	|	active =  838 	|	total =  1728 	|	layerwise sparsity =  0.4849537037037037
layer1.0.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.0.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer2.0.conv1.weight_mask 	|	active =  9896 	|	total =  73728 	|	layerwise sparsity =  0.1342230902777778
layer2.0.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.0.shortcut.0.weight_mask 	|	active =  3970 	|	total =  8192 	|	layerwise sparsity =  0.484619140625
layer2.1.conv1.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.1.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer3.0.conv1.weight_mask 	|	active =  39582 	|	total =  294912 	|	layerwise sparsity =  0.13421630859375
layer3.0.conv2.weight_mask 	|	active =  55874 	|	total =  589824 	|	layerwise sparsity =  0.0947299533420139
layer3.0.shortcut.0.weight_mask 	|	active =  4398 	|	total =  32768 	|	layerwise sparsity =  0.13421630859375
layer3.1.conv1.weight_mask 	|	active =  57989 	|	total =  589824 	|	layerwise sparsity =  0.0983157687717014
layer3.1.conv2.weight_mask 	|	active =  60235 	|	total =  589824 	|	layerwise sparsity =  0.1021236843532986
layer4.0.conv1.weight_mask 	|	active =  142142 	|	total =  1179648 	|	layerwise sparsity =  0.1204952663845486
layer4.0.conv2.weight_mask 	|	active =  338580 	|	total =  2359296 	|	layerwise sparsity =  0.1435089111328125
layer4.0.shortcut.0.weight_mask 	|	active =  17592 	|	total =  131072 	|	layerwise sparsity =  0.13421630859375
layer4.1.conv1.weight_mask 	|	active =  353919 	|	total =  2359296 	|	layerwise sparsity =  0.15001042683919272
layer4.1.conv2.weight_mask 	|	active =  370654 	|	total =  2359296 	|	layerwise sparsity =  0.15710364447699654
pruning state: 9
remaining weight at start of iteration =  13.753876610863546
pre_conv.0.weight_mask 	|	active =  773 	|	total =  1728 	|	layerwise sparsity =  0.44733796296296297
layer1.0.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.0.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer2.0.conv1.weight_mask 	|	active =  7917 	|	total =  73728 	|	layerwise sparsity =  0.10738118489583333
layer2.0.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.0.shortcut.0.weight_mask 	|	active =  3663 	|	total =  8192 	|	layerwise sparsity =  0.4471435546875
layer2.1.conv1.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.1.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer3.0.conv1.weight_mask 	|	active =  31666 	|	total =  294912 	|	layerwise sparsity =  0.10737440321180555
layer3.0.conv2.weight_mask 	|	active =  43002 	|	total =  589824 	|	layerwise sparsity =  0.072906494140625
layer3.0.shortcut.0.weight_mask 	|	active =  3518 	|	total =  32768 	|	layerwise sparsity =  0.10736083984375
layer3.1.conv1.weight_mask 	|	active =  44814 	|	total =  589824 	|	layerwise sparsity =  0.07597859700520833
layer3.1.conv2.weight_mask 	|	active =  46747 	|	total =  589824 	|	layerwise sparsity =  0.07925584581163195
layer4.0.conv1.weight_mask 	|	active =  112359 	|	total =  1179648 	|	layerwise sparsity =  0.09524790445963542
layer4.0.conv2.weight_mask 	|	active =  272886 	|	total =  2359296 	|	layerwise sparsity =  0.11566416422526042
layer4.0.shortcut.0.weight_mask 	|	active =  14074 	|	total =  131072 	|	layerwise sparsity =  0.1073760986328125
layer4.1.conv1.weight_mask 	|	active =  286657 	|	total =  2359296 	|	layerwise sparsity =  0.1215010748969184
layer4.1.conv2.weight_mask 	|	active =  301756 	|	total =  2359296 	|	layerwise sparsity =  0.12790086534288195
pruning state: 10
remaining weight at start of iteration =  11.050581258638593
pre_conv.0.weight_mask 	|	active =  713 	|	total =  1728 	|	layerwise sparsity =  0.41261574074074076
layer1.0.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.0.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer2.0.conv1.weight_mask 	|	active =  6334 	|	total =  73728 	|	layerwise sparsity =  0.0859103732638889
layer2.0.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.0.shortcut.0.weight_mask 	|	active =  3380 	|	total =  8192 	|	layerwise sparsity =  0.41259765625
layer2.1.conv1.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.1.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer3.0.conv1.weight_mask 	|	active =  25333 	|	total =  294912 	|	layerwise sparsity =  0.08590020073784722
layer3.0.conv2.weight_mask 	|	active =  33095 	|	total =  589824 	|	layerwise sparsity =  0.05610995822482639
layer3.0.shortcut.0.weight_mask 	|	active =  2814 	|	total =  32768 	|	layerwise sparsity =  0.08587646484375
layer3.1.conv1.weight_mask 	|	active =  34632 	|	total =  589824 	|	layerwise sparsity =  0.0587158203125
layer3.1.conv2.weight_mask 	|	active =  36279 	|	total =  589824 	|	layerwise sparsity =  0.0615081787109375
layer4.0.conv1.weight_mask 	|	active =  88816 	|	total =  1179648 	|	layerwise sparsity =  0.0752902560763889
layer4.0.conv2.weight_mask 	|	active =  219938 	|	total =  2359296 	|	layerwise sparsity =  0.0932218763563368
layer4.0.shortcut.0.weight_mask 	|	active =  11259 	|	total =  131072 	|	layerwise sparsity =  0.08589935302734375
layer4.1.conv1.weight_mask 	|	active =  232178 	|	total =  2359296 	|	layerwise sparsity =  0.0984098646375868
layer4.1.conv2.weight_mask 	|	active =  245665 	|	total =  2359296 	|	layerwise sparsity =  0.10412640041775173
pruning state: 11
remaining weight at start of iteration =  8.881417645945533
pre_conv.0.weight_mask 	|	active =  658 	|	total =  1728 	|	layerwise sparsity =  0.38078703703703703
layer1.0.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.0.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer2.0.conv1.weight_mask 	|	active =  5067 	|	total =  73728 	|	layerwise sparsity =  0.0687255859375
layer2.0.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.0.shortcut.0.weight_mask 	|	active =  3119 	|	total =  8192 	|	layerwise sparsity =  0.3807373046875
layer2.1.conv1.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.1.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv1.weight_mask 	|	active =  20266 	|	total =  294912 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv2.weight_mask 	|	active =  25471 	|	total =  589824 	|	layerwise sparsity =  0.04318406846788195
layer3.0.shortcut.0.weight_mask 	|	active =  2251 	|	total =  32768 	|	layerwise sparsity =  0.068695068359375
layer3.1.conv1.weight_mask 	|	active =  26764 	|	total =  589824 	|	layerwise sparsity =  0.04537624782986111
layer3.1.conv2.weight_mask 	|	active =  28155 	|	total =  589824 	|	layerwise sparsity =  0.047734578450520836
layer4.0.conv1.weight_mask 	|	active =  70206 	|	total =  1179648 	|	layerwise sparsity =  0.059514363606770836
layer4.0.conv2.weight_mask 	|	active =  177264 	|	total =  2359296 	|	layerwise sparsity =  0.07513427734375
layer4.0.shortcut.0.weight_mask 	|	active =  9007 	|	total =  131072 	|	layerwise sparsity =  0.06871795654296875
layer4.1.conv1.weight_mask 	|	active =  188052 	|	total =  2359296 	|	layerwise sparsity =  0.07970682779947917
layer4.1.conv2.weight_mask 	|	active =  200000 	|	total =  2359296 	|	layerwise sparsity =  0.08477105034722222
pruning state: 12
remaining weight at start of iteration =  7.14037489318261
