pruning state: 0
remaining weight at start of iteration =  100.0
pre_conv.0.weight_mask 	|	active =  1594 	|	total =  1728 	|	layerwise sparsity =  0.9224537037037037
layer2.0.shortcut.0.weight_mask 	|	active =  6436 	|	total =  8192 	|	layerwise sparsity =  0.78564453125
layer2.1.conv1.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer2.1.conv2.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer3.0.conv1.weight_mask 	|	active =  150995 	|	total =  294912 	|	layerwise sparsity =  0.5120001898871528
layer3.0.conv2.weight_mask 	|	active =  267874 	|	total =  589824 	|	layerwise sparsity =  0.4541592068142361
layer3.0.shortcut.0.weight_mask 	|	active =  16777 	|	total =  32768 	|	layerwise sparsity =  0.511993408203125
layer3.1.conv1.weight_mask 	|	active =  270456 	|	total =  589824 	|	layerwise sparsity =  0.4585367838541667
layer3.1.conv2.weight_mask 	|	active =  274316 	|	total =  589824 	|	layerwise sparsity =  0.4650811089409722
layer4.0.conv1.weight_mask 	|	active =  581088 	|	total =  1179648 	|	layerwise sparsity =  0.4925944010416667
layer4.0.conv2.weight_mask 	|	active =  1233468 	|	total =  2359296 	|	layerwise sparsity =  0.5228118896484375
layer4.0.shortcut.0.weight_mask 	|	active =  67109 	|	total =  131072 	|	layerwise sparsity =  0.5120010375976562
layer4.1.conv1.weight_mask 	|	active =  1253155 	|	total =  2359296 	|	layerwise sparsity =  0.5311563279893663
layer4.1.conv2.weight_mask 	|	active =  1278397 	|	total =  2359296 	|	layerwise sparsity =  0.5418552822536893
pruning state: 3
remaining weight at start of iteration =  51.44768923166039
pre_conv.0.weight_mask 	|	active =  1252 	|	total =  1728 	|	layerwise sparsity =  0.7245370370370371
layer1.0.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.0.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer2.0.conv1.weight_mask 	|	active =  30199 	|	total =  73728 	|	layerwise sparsity =  0.4096001519097222
layer2.0.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.0.shortcut.0.weight_mask 	|	active =  5938 	|	total =  8192 	|	layerwise sparsity =  0.724853515625
layer2.1.conv1.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.1.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv1.weight_mask 	|	active =  120796 	|	total =  294912 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv2.weight_mask 	|	active =  205905 	|	total =  589824 	|	layerwise sparsity =  0.3490956624348958
layer3.0.shortcut.0.weight_mask 	|	active =  13422 	|	total =  32768 	|	layerwise sparsity =  0.40960693359375
layer3.1.conv1.weight_mask 	|	active =  208555 	|	total =  589824 	|	layerwise sparsity =  0.3535885281032986
layer3.1.conv2.weight_mask 	|	active =  212533 	|	total =  589824 	|	layerwise sparsity =  0.3603329128689236
layer4.0.conv1.weight_mask 	|	active =  458922 	|	total =  1179648 	|	layerwise sparsity =  0.3890329996744792
layer4.0.conv2.weight_mask 	|	active =  993672 	|	total =  2359296 	|	layerwise sparsity =  0.421173095703125
layer4.0.shortcut.0.weight_mask 	|	active =  53687 	|	total =  131072 	|	layerwise sparsity =  0.40959930419921875
layer4.1.conv1.weight_mask 	|	active =  1014874 	|	total =  2359296 	|	layerwise sparsity =  0.43015967475043404
layer4.1.conv2.weight_mask 	|	active =  1042222 	|	total =  2359296 	|	layerwise sparsity =  0.44175126817491317
pruning state: 4
remaining weight at start of iteration =  41.253439304783704
pre_conv.0.weight_mask 	|	active =  1155 	|	total =  1728 	|	layerwise sparsity =  0.6684027777777778
layer1.0.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.0.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer2.0.conv1.weight_mask 	|	active =  24159 	|	total =  73728 	|	layerwise sparsity =  0.3276774088541667
layer2.0.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.0.shortcut.0.weight_mask 	|	active =  5479 	|	total =  8192 	|	layerwise sparsity =  0.6688232421875
layer2.1.conv1.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.1.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer3.0.conv1.weight_mask 	|	active =  96637 	|	total =  294912 	|	layerwise sparsity =  0.3276807996961806
layer3.0.conv2.weight_mask 	|	active =  158271 	|	total =  589824 	|	layerwise sparsity =  0.2683359781901042
layer3.0.shortcut.0.weight_mask 	|	active =  10738 	|	total =  32768 	|	layerwise sparsity =  0.32769775390625
layer3.1.conv1.weight_mask 	|	active =  160822 	|	total =  589824 	|	layerwise sparsity =  0.2726609971788194
layer3.1.conv2.weight_mask 	|	active =  164665 	|	total =  589824 	|	layerwise sparsity =  0.2791765001085069
layer4.0.conv1.weight_mask 	|	active =  362440 	|	total =  1179648 	|	layerwise sparsity =  0.3072441948784722
layer4.0.conv2.weight_mask 	|	active =  800494 	|	total =  2359296 	|	layerwise sparsity =  0.33929358588324654
layer4.0.shortcut.0.weight_mask 	|	active =  42950 	|	total =  131072 	|	layerwise sparsity =  0.3276824951171875
layer4.1.conv1.weight_mask 	|	active =  821901 	|	total =  2359296 	|	layerwise sparsity =  0.34836705525716144
layer4.1.conv2.weight_mask 	|	active =  849678 	|	total =  2359296 	|	layerwise sparsity =  0.36014048258463544
pruning state: 5
remaining weight at start of iteration =  33.090619497829245
pre_conv.0.weight_mask 	|	active =  1066 	|	total =  1728 	|	layerwise sparsity =  0.6168981481481481
layer1.0.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.0.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer2.0.conv1.weight_mask 	|	active =  19327 	|	total =  73728 	|	layerwise sparsity =  0.2621392144097222
layer2.0.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.0.shortcut.0.weight_mask 	|	active =  5055 	|	total =  8192 	|	layerwise sparsity =  0.6170654296875
layer2.1.conv1.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.1.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer3.0.conv1.weight_mask 	|	active =  77310 	|	total =  294912 	|	layerwise sparsity =  0.26214599609375
layer3.0.conv2.weight_mask 	|	active =  121657 	|	total =  589824 	|	layerwise sparsity =  0.2062598334418403
layer3.0.shortcut.0.weight_mask 	|	active =  8590 	|	total =  32768 	|	layerwise sparsity =  0.26214599609375
layer3.1.conv1.weight_mask 	|	active =  124014 	|	total =  589824 	|	layerwise sparsity =  0.21025594075520834
layer3.1.conv2.weight_mask 	|	active =  127579 	|	total =  589824 	|	layerwise sparsity =  0.2163001166449653
layer4.0.conv1.weight_mask 	|	active =  286242 	|	total =  1179648 	|	layerwise sparsity =  0.24265034993489584
layer4.0.conv2.weight_mask 	|	active =  644872 	|	total =  2359296 	|	layerwise sparsity =  0.2733323838975694
layer4.0.shortcut.0.weight_mask 	|	active =  34360 	|	total =  131072 	|	layerwise sparsity =  0.26214599609375
layer4.1.conv1.weight_mask 	|	active =  665621 	|	total =  2359296 	|	layerwise sparsity =  0.282126956515842
layer4.1.conv2.weight_mask 	|	active =  692706 	|	total =  2359296 	|	layerwise sparsity =  0.29360707600911456
pruning state: 6
remaining weight at start of iteration =  26.552122941793844
pre_conv.0.weight_mask 	|	active =  984 	|	total =  1728 	|	layerwise sparsity =  0.5694444444444444
layer1.0.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.0.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer2.0.conv1.weight_mask 	|	active =  15462 	|	total =  73728 	|	layerwise sparsity =  0.209716796875
layer2.0.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.0.shortcut.0.weight_mask 	|	active =  4664 	|	total =  8192 	|	layerwise sparsity =  0.5693359375
layer2.1.conv1.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.1.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer3.0.conv1.weight_mask 	|	active =  61848 	|	total =  294912 	|	layerwise sparsity =  0.209716796875
layer3.0.conv2.weight_mask 	|	active =  93513 	|	total =  589824 	|	layerwise sparsity =  0.15854390462239584
layer3.0.shortcut.0.weight_mask 	|	active =  6872 	|	total =  32768 	|	layerwise sparsity =  0.209716796875
layer3.1.conv1.weight_mask 	|	active =  95630 	|	total =  589824 	|	layerwise sparsity =  0.1621331108940972
layer3.1.conv2.weight_mask 	|	active =  98845 	|	total =  589824 	|	layerwise sparsity =  0.1675838894314236
layer4.0.conv1.weight_mask 	|	active =  226063 	|	total =  1179648 	|	layerwise sparsity =  0.19163597954644096
layer4.0.conv2.weight_mask 	|	active =  519504 	|	total =  2359296 	|	layerwise sparsity =  0.22019449869791666
layer4.0.shortcut.0.weight_mask 	|	active =  27488 	|	total =  131072 	|	layerwise sparsity =  0.209716796875
layer4.1.conv1.weight_mask 	|	active =  539057 	|	total =  2359296 	|	layerwise sparsity =  0.22848214043511283
layer4.1.conv2.weight_mask 	|	active =  564733 	|	total =  2359296 	|	layerwise sparsity =  0.23936504787868923
pruning state: 7
remaining weight at start of iteration =  21.31286454121574
pre_conv.0.weight_mask 	|	active =  908 	|	total =  1728 	|	layerwise sparsity =  0.5254629629629629
layer1.0.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.0.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer2.0.conv1.weight_mask 	|	active =  12370 	|	total =  73728 	|	layerwise sparsity =  0.1677788628472222
layer2.0.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.0.shortcut.0.weight_mask 	|	active =  4303 	|	total =  8192 	|	layerwise sparsity =  0.5252685546875
layer2.1.conv1.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.1.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer3.0.conv1.weight_mask 	|	active =  49478 	|	total =  294912 	|	layerwise sparsity =  0.16777208116319445
layer3.0.conv2.weight_mask 	|	active =  71880 	|	total =  589824 	|	layerwise sparsity =  0.12186686197916667
layer3.0.shortcut.0.weight_mask 	|	active =  5498 	|	total =  32768 	|	layerwise sparsity =  0.16778564453125
layer3.1.conv1.weight_mask 	|	active =  73743 	|	total =  589824 	|	layerwise sparsity =  0.12502543131510416
layer3.1.conv2.weight_mask 	|	active =  76583 	|	total =  589824 	|	layerwise sparsity =  0.1298404269748264
layer4.0.conv1.weight_mask 	|	active =  178536 	|	total =  1179648 	|	layerwise sparsity =  0.15134684244791666
layer4.0.conv2.weight_mask 	|	active =  418508 	|	total =  2359296 	|	layerwise sparsity =  0.1773868136935764
layer4.0.shortcut.0.weight_mask 	|	active =  21990 	|	total =  131072 	|	layerwise sparsity =  0.1677703857421875
layer4.1.conv1.weight_mask 	|	active =  436558 	|	total =  2359296 	|	layerwise sparsity =  0.1850374009874132
layer4.1.conv2.weight_mask 	|	active =  460402 	|	total =  2359296 	|	layerwise sparsity =  0.19514380560980904
pruning state: 8
remaining weight at start of iteration =  17.11324757832797
pre_conv.0.weight_mask 	|	active =  838 	|	total =  1728 	|	layerwise sparsity =  0.4849537037037037
layer1.0.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.0.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer2.0.conv1.weight_mask 	|	active =  9896 	|	total =  73728 	|	layerwise sparsity =  0.1342230902777778
layer2.0.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.0.shortcut.0.weight_mask 	|	active =  3970 	|	total =  8192 	|	layerwise sparsity =  0.484619140625
layer2.1.conv1.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.1.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer3.0.conv1.weight_mask 	|	active =  39582 	|	total =  294912 	|	layerwise sparsity =  0.13421630859375
layer3.0.conv2.weight_mask 	|	active =  55251 	|	total =  589824 	|	layerwise sparsity =  0.0936737060546875
layer3.0.shortcut.0.weight_mask 	|	active =  4398 	|	total =  32768 	|	layerwise sparsity =  0.13421630859375
layer3.1.conv1.weight_mask 	|	active =  56865 	|	total =  589824 	|	layerwise sparsity =  0.09641011555989583
layer3.1.conv2.weight_mask 	|	active =  59335 	|	total =  589824 	|	layerwise sparsity =  0.1005978054470486
layer4.0.conv1.weight_mask 	|	active =  141001 	|	total =  1179648 	|	layerwise sparsity =  0.1195280287000868
layer4.0.conv2.weight_mask 	|	active =  337147 	|	total =  2359296 	|	layerwise sparsity =  0.14290152655707467
layer4.0.shortcut.0.weight_mask 	|	active =  17592 	|	total =  131072 	|	layerwise sparsity =  0.13421630859375
layer4.1.conv1.weight_mask 	|	active =  353549 	|	total =  2359296 	|	layerwise sparsity =  0.14985360039605033
layer4.1.conv2.weight_mask 	|	active =  375346 	|	total =  2359296 	|	layerwise sparsity =  0.15909237331814235
pruning state: 9
remaining weight at start of iteration =  13.745820500909023
pre_conv.0.weight_mask 	|	active =  773 	|	total =  1728 	|	layerwise sparsity =  0.44733796296296297
layer1.0.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.0.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer2.0.conv1.weight_mask 	|	active =  7917 	|	total =  73728 	|	layerwise sparsity =  0.10738118489583333
layer2.0.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.0.shortcut.0.weight_mask 	|	active =  3663 	|	total =  8192 	|	layerwise sparsity =  0.4471435546875
layer2.1.conv1.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.1.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer3.0.conv1.weight_mask 	|	active =  31666 	|	total =  294912 	|	layerwise sparsity =  0.10737440321180555
layer3.0.conv2.weight_mask 	|	active =  42469 	|	total =  589824 	|	layerwise sparsity =  0.0720028347439236
layer3.0.shortcut.0.weight_mask 	|	active =  3518 	|	total =  32768 	|	layerwise sparsity =  0.10736083984375
layer3.1.conv1.weight_mask 	|	active =  43850 	|	total =  589824 	|	layerwise sparsity =  0.0743442111545139
layer3.1.conv2.weight_mask 	|	active =  45971 	|	total =  589824 	|	layerwise sparsity =  0.07794019911024305
layer4.0.conv1.weight_mask 	|	active =  111357 	|	total =  1179648 	|	layerwise sparsity =  0.09439849853515625
layer4.0.conv2.weight_mask 	|	active =  271603 	|	total =  2359296 	|	layerwise sparsity =  0.11512035793728298
layer4.0.shortcut.0.weight_mask 	|	active =  14074 	|	total =  131072 	|	layerwise sparsity =  0.1073760986328125
layer4.1.conv1.weight_mask 	|	active =  286323 	|	total =  2359296 	|	layerwise sparsity =  0.12135950724283855
layer4.1.conv2.weight_mask 	|	active =  306003 	|	total =  2359296 	|	layerwise sparsity =  0.12970097859700522
pruning state: 10
remaining weight at start of iteration =  11.044801290984896
pre_conv.0.weight_mask 	|	active =  713 	|	total =  1728 	|	layerwise sparsity =  0.41261574074074076
layer1.0.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.0.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer2.0.conv1.weight_mask 	|	active =  6334 	|	total =  73728 	|	layerwise sparsity =  0.0859103732638889
layer2.0.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.0.shortcut.0.weight_mask 	|	active =  3380 	|	total =  8192 	|	layerwise sparsity =  0.41259765625
layer2.1.conv1.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.1.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer3.0.conv1.weight_mask 	|	active =  25333 	|	total =  294912 	|	layerwise sparsity =  0.08590020073784722
layer3.0.conv2.weight_mask 	|	active =  32644 	|	total =  589824 	|	layerwise sparsity =  0.05534532335069445
layer3.0.shortcut.0.weight_mask 	|	active =  2814 	|	total =  32768 	|	layerwise sparsity =  0.08587646484375
layer3.1.conv1.weight_mask 	|	active =  33814 	|	total =  589824 	|	layerwise sparsity =  0.05732896592881945
layer3.1.conv2.weight_mask 	|	active =  35617 	|	total =  589824 	|	layerwise sparsity =  0.060385810004340276
layer4.0.conv1.weight_mask 	|	active =  87946 	|	total =  1179648 	|	layerwise sparsity =  0.07455274793836805
layer4.0.conv2.weight_mask 	|	active =  218801 	|	total =  2359296 	|	layerwise sparsity =  0.09273995293511285
layer4.0.shortcut.0.weight_mask 	|	active =  11259 	|	total =  131072 	|	layerwise sparsity =  0.08589935302734375
layer4.1.conv1.weight_mask 	|	active =  231880 	|	total =  2359296 	|	layerwise sparsity =  0.09828355577256945
layer4.1.conv2.weight_mask 	|	active =  249471 	|	total =  2359296 	|	layerwise sparsity =  0.10573959350585938
pruning state: 11
remaining weight at start of iteration =  8.877564334176402
pre_conv.0.weight_mask 	|	active =  658 	|	total =  1728 	|	layerwise sparsity =  0.38078703703703703
layer1.0.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.0.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer2.0.conv1.weight_mask 	|	active =  5067 	|	total =  73728 	|	layerwise sparsity =  0.0687255859375
layer2.0.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.0.shortcut.0.weight_mask 	|	active =  3119 	|	total =  8192 	|	layerwise sparsity =  0.3807373046875
layer2.1.conv1.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.1.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv1.weight_mask 	|	active =  20266 	|	total =  294912 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv2.weight_mask 	|	active =  25092 	|	total =  589824 	|	layerwise sparsity =  0.04254150390625
layer3.0.shortcut.0.weight_mask 	|	active =  2251 	|	total =  32768 	|	layerwise sparsity =  0.068695068359375
layer3.1.conv1.weight_mask 	|	active =  26075 	|	total =  589824 	|	layerwise sparsity =  0.04420810275607639
layer3.1.conv2.weight_mask 	|	active =  27595 	|	total =  589824 	|	layerwise sparsity =  0.04678514268663195
layer4.0.conv1.weight_mask 	|	active =  69456 	|	total =  1179648 	|	layerwise sparsity =  0.058878580729166664
layer4.0.conv2.weight_mask 	|	active =  176264 	|	total =  2359296 	|	layerwise sparsity =  0.0747104220920139
layer4.0.shortcut.0.weight_mask 	|	active =  9007 	|	total =  131072 	|	layerwise sparsity =  0.06871795654296875
layer4.1.conv1.weight_mask 	|	active =  187789 	|	total =  2359296 	|	layerwise sparsity =  0.07959535386827257
layer4.1.conv2.weight_mask 	|	active =  203383 	|	total =  2359296 	|	layerwise sparsity =  0.08620495266384548
pruning state: 12
remaining weight at start of iteration =  7.138062906121134
