pruning state: 0
remaining weight at start of iteration =  100.0
pre_conv.0.weight_mask 	|	active =  1594 	|	total =  1728 	|	layerwise sparsity =  0.9224537037037037
layer2.0.shortcut.0.weight_mask 	|	active =  6436 	|	total =  8192 	|	layerwise sparsity =  0.78564453125
layer2.1.conv1.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer2.1.conv2.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer3.0.conv1.weight_mask 	|	active =  150995 	|	total =  294912 	|	layerwise sparsity =  0.5120001898871528
layer3.0.conv2.weight_mask 	|	active =  268629 	|	total =  589824 	|	layerwise sparsity =  0.4554392496744792
layer3.0.shortcut.0.weight_mask 	|	active =  16777 	|	total =  32768 	|	layerwise sparsity =  0.511993408203125
layer3.1.conv1.weight_mask 	|	active =  270431 	|	total =  589824 	|	layerwise sparsity =  0.4584943983289931
layer3.1.conv2.weight_mask 	|	active =  274086 	|	total =  589824 	|	layerwise sparsity =  0.464691162109375
layer4.0.conv1.weight_mask 	|	active =  581080 	|	total =  1179648 	|	layerwise sparsity =  0.4925876193576389
layer4.0.conv2.weight_mask 	|	active =  1232627 	|	total =  2359296 	|	layerwise sparsity =  0.5224554273817275
layer4.0.shortcut.0.weight_mask 	|	active =  67109 	|	total =  131072 	|	layerwise sparsity =  0.5120010375976562
layer4.1.conv1.weight_mask 	|	active =  1255484 	|	total =  2359296 	|	layerwise sparsity =  0.5321434868706597
layer4.1.conv2.weight_mask 	|	active =  1276144 	|	total =  2359296 	|	layerwise sparsity =  0.5409003363715278
pruning state: 3
remaining weight at start of iteration =  51.445242826746494
pre_conv.0.weight_mask 	|	active =  1252 	|	total =  1728 	|	layerwise sparsity =  0.7245370370370371
layer1.0.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.0.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer2.0.conv1.weight_mask 	|	active =  30199 	|	total =  73728 	|	layerwise sparsity =  0.4096001519097222
layer2.0.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.0.shortcut.0.weight_mask 	|	active =  5938 	|	total =  8192 	|	layerwise sparsity =  0.724853515625
layer2.1.conv1.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.1.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv1.weight_mask 	|	active =  120796 	|	total =  294912 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv2.weight_mask 	|	active =  206679 	|	total =  589824 	|	layerwise sparsity =  0.3504079182942708
layer3.0.shortcut.0.weight_mask 	|	active =  13422 	|	total =  32768 	|	layerwise sparsity =  0.40960693359375
layer3.1.conv1.weight_mask 	|	active =  208530 	|	total =  589824 	|	layerwise sparsity =  0.353546142578125
layer3.1.conv2.weight_mask 	|	active =  212296 	|	total =  589824 	|	layerwise sparsity =  0.3599310980902778
layer4.0.conv1.weight_mask 	|	active =  458913 	|	total =  1179648 	|	layerwise sparsity =  0.38902537027994794
layer4.0.conv2.weight_mask 	|	active =  992769 	|	total =  2359296 	|	layerwise sparsity =  0.4207903544108073
layer4.0.shortcut.0.weight_mask 	|	active =  53687 	|	total =  131072 	|	layerwise sparsity =  0.40959930419921875
layer4.1.conv1.weight_mask 	|	active =  1017390 	|	total =  2359296 	|	layerwise sparsity =  0.43122609456380206
layer4.1.conv2.weight_mask 	|	active =  1039773 	|	total =  2359296 	|	layerwise sparsity =  0.44071324666341144
pruning state: 4
remaining weight at start of iteration =  41.25045522846017
pre_conv.0.weight_mask 	|	active =  1155 	|	total =  1728 	|	layerwise sparsity =  0.6684027777777778
layer1.0.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.0.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer2.0.conv1.weight_mask 	|	active =  24159 	|	total =  73728 	|	layerwise sparsity =  0.3276774088541667
layer2.0.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.0.shortcut.0.weight_mask 	|	active =  5479 	|	total =  8192 	|	layerwise sparsity =  0.6688232421875
layer2.1.conv1.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.1.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer3.0.conv1.weight_mask 	|	active =  96637 	|	total =  294912 	|	layerwise sparsity =  0.3276807996961806
layer3.0.conv2.weight_mask 	|	active =  159016 	|	total =  589824 	|	layerwise sparsity =  0.2695990668402778
layer3.0.shortcut.0.weight_mask 	|	active =  10738 	|	total =  32768 	|	layerwise sparsity =  0.32769775390625
layer3.1.conv1.weight_mask 	|	active =  160798 	|	total =  589824 	|	layerwise sparsity =  0.2726203070746528
layer3.1.conv2.weight_mask 	|	active =  164436 	|	total =  589824 	|	layerwise sparsity =  0.2787882486979167
layer4.0.conv1.weight_mask 	|	active =  362431 	|	total =  1179648 	|	layerwise sparsity =  0.30723656548394096
layer4.0.conv2.weight_mask 	|	active =  799585 	|	total =  2359296 	|	layerwise sparsity =  0.3389083014594184
layer4.0.shortcut.0.weight_mask 	|	active =  42950 	|	total =  131072 	|	layerwise sparsity =  0.3276824951171875
layer4.1.conv1.weight_mask 	|	active =  824449 	|	total =  2359296 	|	layerwise sparsity =  0.34944703843858504
layer4.1.conv2.weight_mask 	|	active =  847184 	|	total =  2359296 	|	layerwise sparsity =  0.3590833875868056
pruning state: 5
remaining weight at start of iteration =  33.08728593508944
pre_conv.0.weight_mask 	|	active =  1066 	|	total =  1728 	|	layerwise sparsity =  0.6168981481481481
layer1.0.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.0.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer2.0.conv1.weight_mask 	|	active =  19327 	|	total =  73728 	|	layerwise sparsity =  0.2621392144097222
layer2.0.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.0.shortcut.0.weight_mask 	|	active =  5055 	|	total =  8192 	|	layerwise sparsity =  0.6170654296875
layer2.1.conv1.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.1.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer3.0.conv1.weight_mask 	|	active =  77310 	|	total =  294912 	|	layerwise sparsity =  0.26214599609375
layer3.0.conv2.weight_mask 	|	active =  122345 	|	total =  589824 	|	layerwise sparsity =  0.20742628309461805
layer3.0.shortcut.0.weight_mask 	|	active =  8590 	|	total =  32768 	|	layerwise sparsity =  0.26214599609375
layer3.1.conv1.weight_mask 	|	active =  123992 	|	total =  589824 	|	layerwise sparsity =  0.21021864149305555
layer3.1.conv2.weight_mask 	|	active =  127365 	|	total =  589824 	|	layerwise sparsity =  0.21593729654947916
layer4.0.conv1.weight_mask 	|	active =  286233 	|	total =  1179648 	|	layerwise sparsity =  0.2426427205403646
layer4.0.conv2.weight_mask 	|	active =  643993 	|	total =  2359296 	|	layerwise sparsity =  0.2729598151312934
layer4.0.shortcut.0.weight_mask 	|	active =  34360 	|	total =  131072 	|	layerwise sparsity =  0.26214599609375
layer4.1.conv1.weight_mask 	|	active =  668098 	|	total =  2359296 	|	layerwise sparsity =  0.28317684597439235
layer4.1.conv2.weight_mask 	|	active =  690266 	|	total =  2359296 	|	layerwise sparsity =  0.29257286919487846
pruning state: 6
remaining weight at start of iteration =  26.5485474269197
pre_conv.0.weight_mask 	|	active =  984 	|	total =  1728 	|	layerwise sparsity =  0.5694444444444444
layer1.0.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.0.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer2.0.conv1.weight_mask 	|	active =  15462 	|	total =  73728 	|	layerwise sparsity =  0.209716796875
layer2.0.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.0.shortcut.0.weight_mask 	|	active =  4664 	|	total =  8192 	|	layerwise sparsity =  0.5693359375
layer2.1.conv1.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.1.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer3.0.conv1.weight_mask 	|	active =  61848 	|	total =  294912 	|	layerwise sparsity =  0.209716796875
layer3.0.conv2.weight_mask 	|	active =  94130 	|	total =  589824 	|	layerwise sparsity =  0.15958997938368055
layer3.0.shortcut.0.weight_mask 	|	active =  6872 	|	total =  32768 	|	layerwise sparsity =  0.209716796875
layer3.1.conv1.weight_mask 	|	active =  95610 	|	total =  589824 	|	layerwise sparsity =  0.16209920247395834
layer3.1.conv2.weight_mask 	|	active =  98652 	|	total =  589824 	|	layerwise sparsity =  0.16725667317708334
layer4.0.conv1.weight_mask 	|	active =  226055 	|	total =  1179648 	|	layerwise sparsity =  0.1916291978624132
layer4.0.conv2.weight_mask 	|	active =  518678 	|	total =  2359296 	|	layerwise sparsity =  0.21984439425998265
layer4.0.shortcut.0.weight_mask 	|	active =  27488 	|	total =  131072 	|	layerwise sparsity =  0.209716796875
layer4.1.conv1.weight_mask 	|	active =  541398 	|	total =  2359296 	|	layerwise sparsity =  0.2294743855794271
layer4.1.conv2.weight_mask 	|	active =  562413 	|	total =  2359296 	|	layerwise sparsity =  0.23838170369466147
pruning state: 7
remaining weight at start of iteration =  21.309199414439995
pre_conv.0.weight_mask 	|	active =  908 	|	total =  1728 	|	layerwise sparsity =  0.5254629629629629
layer1.0.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.0.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer2.0.conv1.weight_mask 	|	active =  12370 	|	total =  73728 	|	layerwise sparsity =  0.1677788628472222
layer2.0.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.0.shortcut.0.weight_mask 	|	active =  4303 	|	total =  8192 	|	layerwise sparsity =  0.5252685546875
layer2.1.conv1.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.1.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer3.0.conv1.weight_mask 	|	active =  49478 	|	total =  294912 	|	layerwise sparsity =  0.16777208116319445
layer3.0.conv2.weight_mask 	|	active =  72422 	|	total =  589824 	|	layerwise sparsity =  0.12278578016493055
layer3.0.shortcut.0.weight_mask 	|	active =  5498 	|	total =  32768 	|	layerwise sparsity =  0.16778564453125
layer3.1.conv1.weight_mask 	|	active =  73725 	|	total =  589824 	|	layerwise sparsity =  0.12499491373697917
layer3.1.conv2.weight_mask 	|	active =  76412 	|	total =  589824 	|	layerwise sparsity =  0.1295505099826389
layer4.0.conv1.weight_mask 	|	active =  178529 	|	total =  1179648 	|	layerwise sparsity =  0.15134090847439235
layer4.0.conv2.weight_mask 	|	active =  417748 	|	total =  2359296 	|	layerwise sparsity =  0.17706468370225695
layer4.0.shortcut.0.weight_mask 	|	active =  21990 	|	total =  131072 	|	layerwise sparsity =  0.1677703857421875
layer4.1.conv1.weight_mask 	|	active =  438726 	|	total =  2359296 	|	layerwise sparsity =  0.1859563191731771
layer4.1.conv2.weight_mask 	|	active =  458241 	|	total =  2359296 	|	layerwise sparsity =  0.19422785441080728
pruning state: 8
remaining weight at start of iteration =  17.109600373932544
pre_conv.0.weight_mask 	|	active =  838 	|	total =  1728 	|	layerwise sparsity =  0.4849537037037037
layer1.0.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.0.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer2.0.conv1.weight_mask 	|	active =  9896 	|	total =  73728 	|	layerwise sparsity =  0.1342230902777778
layer2.0.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.0.shortcut.0.weight_mask 	|	active =  3970 	|	total =  8192 	|	layerwise sparsity =  0.484619140625
layer2.1.conv1.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.1.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer3.0.conv1.weight_mask 	|	active =  39582 	|	total =  294912 	|	layerwise sparsity =  0.13421630859375
layer3.0.conv2.weight_mask 	|	active =  55720 	|	total =  589824 	|	layerwise sparsity =  0.09446885850694445
layer3.0.shortcut.0.weight_mask 	|	active =  4398 	|	total =  32768 	|	layerwise sparsity =  0.13421630859375
layer3.1.conv1.weight_mask 	|	active =  56849 	|	total =  589824 	|	layerwise sparsity =  0.09638298882378472
layer3.1.conv2.weight_mask 	|	active =  59186 	|	total =  589824 	|	layerwise sparsity =  0.1003451877170139
layer4.0.conv1.weight_mask 	|	active =  140995 	|	total =  1179648 	|	layerwise sparsity =  0.11952294243706597
layer4.0.conv2.weight_mask 	|	active =  336458 	|	total =  2359296 	|	layerwise sparsity =  0.14260949028862846
layer4.0.shortcut.0.weight_mask 	|	active =  17592 	|	total =  131072 	|	layerwise sparsity =  0.13421630859375
layer4.1.conv1.weight_mask 	|	active =  355525 	|	total =  2359296 	|	layerwise sparsity =  0.15069113837348092
layer4.1.conv2.weight_mask 	|	active =  373364 	|	total =  2359296 	|	layerwise sparsity =  0.1582522922092014
pruning state: 9
remaining weight at start of iteration =  13.742262908415203
pre_conv.0.weight_mask 	|	active =  773 	|	total =  1728 	|	layerwise sparsity =  0.44733796296296297
layer1.0.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.0.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer2.0.conv1.weight_mask 	|	active =  7917 	|	total =  73728 	|	layerwise sparsity =  0.10738118489583333
layer2.0.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.0.shortcut.0.weight_mask 	|	active =  3663 	|	total =  8192 	|	layerwise sparsity =  0.4471435546875
layer2.1.conv1.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.1.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer3.0.conv1.weight_mask 	|	active =  31666 	|	total =  294912 	|	layerwise sparsity =  0.10737440321180555
layer3.0.conv2.weight_mask 	|	active =  42870 	|	total =  589824 	|	layerwise sparsity =  0.07268269856770833
layer3.0.shortcut.0.weight_mask 	|	active =  3518 	|	total =  32768 	|	layerwise sparsity =  0.10736083984375
layer3.1.conv1.weight_mask 	|	active =  43836 	|	total =  589824 	|	layerwise sparsity =  0.07432047526041667
layer3.1.conv2.weight_mask 	|	active =  45843 	|	total =  589824 	|	layerwise sparsity =  0.07772318522135417
layer4.0.conv1.weight_mask 	|	active =  111352 	|	total =  1179648 	|	layerwise sparsity =  0.0943942599826389
layer4.0.conv2.weight_mask 	|	active =  270986 	|	total =  2359296 	|	layerwise sparsity =  0.1148588392469618
layer4.0.shortcut.0.weight_mask 	|	active =  14074 	|	total =  131072 	|	layerwise sparsity =  0.1073760986328125
layer4.1.conv1.weight_mask 	|	active =  288102 	|	total =  2359296 	|	layerwise sparsity =  0.12211354573567708
layer4.1.conv2.weight_mask 	|	active =  304209 	|	total =  2359296 	|	layerwise sparsity =  0.12894058227539062
pruning state: 10
remaining weight at start of iteration =  11.04141396110413
pre_conv.0.weight_mask 	|	active =  713 	|	total =  1728 	|	layerwise sparsity =  0.41261574074074076
layer1.0.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.0.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer2.0.conv1.weight_mask 	|	active =  6334 	|	total =  73728 	|	layerwise sparsity =  0.0859103732638889
layer2.0.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.0.shortcut.0.weight_mask 	|	active =  3380 	|	total =  8192 	|	layerwise sparsity =  0.41259765625
layer2.1.conv1.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.1.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer3.0.conv1.weight_mask 	|	active =  25333 	|	total =  294912 	|	layerwise sparsity =  0.08590020073784722
layer3.0.conv2.weight_mask 	|	active =  32984 	|	total =  589824 	|	layerwise sparsity =  0.05592176649305555
layer3.0.shortcut.0.weight_mask 	|	active =  2814 	|	total =  32768 	|	layerwise sparsity =  0.08587646484375
layer3.1.conv1.weight_mask 	|	active =  33802 	|	total =  589824 	|	layerwise sparsity =  0.05730862087673611
layer3.1.conv2.weight_mask 	|	active =  35508 	|	total =  589824 	|	layerwise sparsity =  0.060201009114583336
layer4.0.conv1.weight_mask 	|	active =  87941 	|	total =  1179648 	|	layerwise sparsity =  0.0745485093858507
layer4.0.conv2.weight_mask 	|	active =  218254 	|	total =  2359296 	|	layerwise sparsity =  0.0925081041124132
layer4.0.shortcut.0.weight_mask 	|	active =  11259 	|	total =  131072 	|	layerwise sparsity =  0.08589935302734375
layer4.1.conv1.weight_mask 	|	active =  233465 	|	total =  2359296 	|	layerwise sparsity =  0.09895536634657118
layer4.1.conv2.weight_mask 	|	active =  247863 	|	total =  2359296 	|	layerwise sparsity =  0.1050580342610677
pruning state: 11
remaining weight at start of iteration =  8.87437415047917
pre_conv.0.weight_mask 	|	active =  658 	|	total =  1728 	|	layerwise sparsity =  0.38078703703703703
layer1.0.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.0.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer2.0.conv1.weight_mask 	|	active =  5067 	|	total =  73728 	|	layerwise sparsity =  0.0687255859375
layer2.0.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.0.shortcut.0.weight_mask 	|	active =  3119 	|	total =  8192 	|	layerwise sparsity =  0.3807373046875
layer2.1.conv1.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.1.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv1.weight_mask 	|	active =  20266 	|	total =  294912 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv2.weight_mask 	|	active =  25377 	|	total =  589824 	|	layerwise sparsity =  0.043024698893229164
layer3.0.shortcut.0.weight_mask 	|	active =  2251 	|	total =  32768 	|	layerwise sparsity =  0.068695068359375
layer3.1.conv1.weight_mask 	|	active =  26065 	|	total =  589824 	|	layerwise sparsity =  0.04419114854600695
layer3.1.conv2.weight_mask 	|	active =  27503 	|	total =  589824 	|	layerwise sparsity =  0.04662916395399305
layer4.0.conv1.weight_mask 	|	active =  69452 	|	total =  1179648 	|	layerwise sparsity =  0.058875189887152776
layer4.0.conv2.weight_mask 	|	active =  175784 	|	total =  2359296 	|	layerwise sparsity =  0.07450697157118055
layer4.0.shortcut.0.weight_mask 	|	active =  9007 	|	total =  131072 	|	layerwise sparsity =  0.06871795654296875
layer4.1.conv1.weight_mask 	|	active =  189190 	|	total =  2359296 	|	layerwise sparsity =  0.08018917507595485
layer4.1.conv2.weight_mask 	|	active =  201953 	|	total =  2359296 	|	layerwise sparsity =  0.08559883965386285
pruning state: 12
remaining weight at start of iteration =  7.135105713368084
