pruning state: 0
remaining weight at start of iteration =  100.0
pre_conv.0.weight_mask 	|	active =  1702 	|	total =  1728 	|	layerwise sparsity =  0.9849537037037037
layer3.0.shortcut.0.weight_mask 	|	active =  29850 	|	total =  32768 	|	layerwise sparsity =  0.91094970703125
layer3.1.conv1.weight_mask 	|	active =  409682 	|	total =  589824 	|	layerwise sparsity =  0.6945834689670138
layer3.1.conv2.weight_mask 	|	active =  409714 	|	total =  589824 	|	layerwise sparsity =  0.6946377224392362
layer4.0.conv1.weight_mask 	|	active =  817036 	|	total =  1179648 	|	layerwise sparsity =  0.6926099989149306
layer4.0.conv2.weight_mask 	|	active =  1402090 	|	total =  2359296 	|	layerwise sparsity =  0.594283209906684
layer4.0.shortcut.0.weight_mask 	|	active =  115221 	|	total =  131072 	|	layerwise sparsity =  0.8790664672851562
layer4.1.conv1.weight_mask 	|	active =  1379351 	|	total =  2359296 	|	layerwise sparsity =  0.5846451653374566
layer4.1.conv2.weight_mask 	|	active =  1396814 	|	total =  2359296 	|	layerwise sparsity =  0.5920469495985243
pruning state: 2
remaining weight at start of iteration =  64.00000465981887
pre_conv.0.weight_mask 	|	active =  1647 	|	total =  1728 	|	layerwise sparsity =  0.953125
layer1.0.conv1.weight_mask 	|	active =  29375 	|	total =  36864 	|	layerwise sparsity =  0.7968478732638888
layer1.0.conv2.weight_mask 	|	active =  29530 	|	total =  36864 	|	layerwise sparsity =  0.8010525173611112
layer1.1.conv1.weight_mask 	|	active =  28886 	|	total =  36864 	|	layerwise sparsity =  0.7835828993055556
layer1.1.conv2.weight_mask 	|	active =  29120 	|	total =  36864 	|	layerwise sparsity =  0.7899305555555556
layer2.0.conv1.weight_mask 	|	active =  56560 	|	total =  73728 	|	layerwise sparsity =  0.7671440972222222
layer2.0.conv2.weight_mask 	|	active =  103089 	|	total =  147456 	|	layerwise sparsity =  0.6991170247395834
layer2.0.shortcut.0.weight_mask 	|	active =  7375 	|	total =  8192 	|	layerwise sparsity =  0.9002685546875
layer2.1.conv1.weight_mask 	|	active =  102043 	|	total =  147456 	|	layerwise sparsity =  0.6920233832465278
layer2.1.conv2.weight_mask 	|	active =  100559 	|	total =  147456 	|	layerwise sparsity =  0.6819593641493056
layer3.0.conv1.weight_mask 	|	active =  197414 	|	total =  294912 	|	layerwise sparsity =  0.6693996853298612
layer3.0.conv2.weight_mask 	|	active =  338976 	|	total =  589824 	|	layerwise sparsity =  0.57470703125
layer3.0.shortcut.0.weight_mask 	|	active =  28168 	|	total =  32768 	|	layerwise sparsity =  0.859619140625
layer3.1.conv1.weight_mask 	|	active =  341644 	|	total =  589824 	|	layerwise sparsity =  0.5792304144965278
layer3.1.conv2.weight_mask 	|	active =  342191 	|	total =  589824 	|	layerwise sparsity =  0.5801578097873263
layer4.0.conv1.weight_mask 	|	active =  671675 	|	total =  1179648 	|	layerwise sparsity =  0.5693859524197049
layer4.0.conv2.weight_mask 	|	active =  1072398 	|	total =  2359296 	|	layerwise sparsity =  0.45454152425130206
layer4.0.shortcut.0.weight_mask 	|	active =  106213 	|	total =  131072 	|	layerwise sparsity =  0.8103408813476562
layer4.1.conv1.weight_mask 	|	active =  1038269 	|	total =  2359296 	|	layerwise sparsity =  0.44007576836480033
layer4.1.conv2.weight_mask 	|	active =  1088395 	|	total =  2359296 	|	layerwise sparsity =  0.46132193671332467
pruning state: 3
remaining weight at start of iteration =  51.20000193561707
pre_conv.0.weight_mask 	|	active =  1607 	|	total =  1728 	|	layerwise sparsity =  0.9299768518518519
layer1.0.conv1.weight_mask 	|	active =  27154 	|	total =  36864 	|	layerwise sparsity =  0.7365993923611112
layer1.0.conv2.weight_mask 	|	active =  27284 	|	total =  36864 	|	layerwise sparsity =  0.7401258680555556
layer1.1.conv1.weight_mask 	|	active =  26699 	|	total =  36864 	|	layerwise sparsity =  0.7242567274305556
layer1.1.conv2.weight_mask 	|	active =  26853 	|	total =  36864 	|	layerwise sparsity =  0.7284342447916666
layer2.0.conv1.weight_mask 	|	active =  51947 	|	total =  73728 	|	layerwise sparsity =  0.7045762803819444
layer2.0.conv2.weight_mask 	|	active =  91637 	|	total =  147456 	|	layerwise sparsity =  0.6214531792534722
layer2.0.shortcut.0.weight_mask 	|	active =  7041 	|	total =  8192 	|	layerwise sparsity =  0.8594970703125
layer2.1.conv1.weight_mask 	|	active =  90755 	|	total =  147456 	|	layerwise sparsity =  0.6154717339409722
layer2.1.conv2.weight_mask 	|	active =  88900 	|	total =  147456 	|	layerwise sparsity =  0.6028917100694444
layer3.0.conv1.weight_mask 	|	active =  171559 	|	total =  294912 	|	layerwise sparsity =  0.5817294650607638
layer3.0.conv2.weight_mask 	|	active =  278910 	|	total =  589824 	|	layerwise sparsity =  0.472869873046875
layer3.0.shortcut.0.weight_mask 	|	active =  26450 	|	total =  32768 	|	layerwise sparsity =  0.80718994140625
layer3.1.conv1.weight_mask 	|	active =  284040 	|	total =  589824 	|	layerwise sparsity =  0.4815673828125
layer3.1.conv2.weight_mask 	|	active =  284060 	|	total =  589824 	|	layerwise sparsity =  0.4816012912326389
layer4.0.conv1.weight_mask 	|	active =  545624 	|	total =  1179648 	|	layerwise sparsity =  0.4625311957465278
layer4.0.conv2.weight_mask 	|	active =  813272 	|	total =  2359296 	|	layerwise sparsity =  0.3447096082899306
layer4.0.shortcut.0.weight_mask 	|	active =  97550 	|	total =  131072 	|	layerwise sparsity =  0.7442474365234375
layer4.1.conv1.weight_mask 	|	active =  778384 	|	total =  2359296 	|	layerwise sparsity =  0.3299221462673611
layer4.1.conv2.weight_mask 	|	active =  851096 	|	total =  2359296 	|	layerwise sparsity =  0.3607415093315972
pruning state: 4
remaining weight at start of iteration =  40.96000513296973
pre_conv.0.weight_mask 	|	active =  1575 	|	total =  1728 	|	layerwise sparsity =  0.9114583333333334
layer1.0.conv1.weight_mask 	|	active =  25115 	|	total =  36864 	|	layerwise sparsity =  0.6812879774305556
layer1.0.conv2.weight_mask 	|	active =  25185 	|	total =  36864 	|	layerwise sparsity =  0.6831868489583334
layer1.1.conv1.weight_mask 	|	active =  24884 	|	total =  36864 	|	layerwise sparsity =  0.6750217013888888
layer1.1.conv2.weight_mask 	|	active =  25025 	|	total =  36864 	|	layerwise sparsity =  0.6788465711805556
layer2.0.conv1.weight_mask 	|	active =  47849 	|	total =  73728 	|	layerwise sparsity =  0.6489935980902778
layer2.0.conv2.weight_mask 	|	active =  81574 	|	total =  147456 	|	layerwise sparsity =  0.5532090928819444
layer2.0.shortcut.0.weight_mask 	|	active =  6712 	|	total =  8192 	|	layerwise sparsity =  0.8193359375
layer2.1.conv1.weight_mask 	|	active =  81085 	|	total =  147456 	|	layerwise sparsity =  0.5498928493923612
layer2.1.conv2.weight_mask 	|	active =  78801 	|	total =  147456 	|	layerwise sparsity =  0.5344034830729166
layer3.0.conv1.weight_mask 	|	active =  149034 	|	total =  294912 	|	layerwise sparsity =  0.5053507486979166
layer3.0.conv2.weight_mask 	|	active =  228643 	|	total =  589824 	|	layerwise sparsity =  0.3876461452907986
layer3.0.shortcut.0.weight_mask 	|	active =  24795 	|	total =  32768 	|	layerwise sparsity =  0.756683349609375
layer3.1.conv1.weight_mask 	|	active =  234361 	|	total =  589824 	|	layerwise sparsity =  0.3973405626085069
layer3.1.conv2.weight_mask 	|	active =  233626 	|	total =  589824 	|	layerwise sparsity =  0.3960944281684028
layer4.0.conv1.weight_mask 	|	active =  437954 	|	total =  1179648 	|	layerwise sparsity =  0.3712582058376736
layer4.0.conv2.weight_mask 	|	active =  615071 	|	total =  2359296 	|	layerwise sparsity =  0.2607010735405816
layer4.0.shortcut.0.weight_mask 	|	active =  89334 	|	total =  131072 	|	layerwise sparsity =  0.6815643310546875
layer4.1.conv1.weight_mask 	|	active =  583779 	|	total =  2359296 	|	layerwise sparsity =  0.24743779500325522
layer4.1.conv2.weight_mask 	|	active =  662256 	|	total =  2359296 	|	layerwise sparsity =  0.28070068359375
pruning state: 5
remaining weight at start of iteration =  32.76800769085184
pre_conv.0.weight_mask 	|	active =  1550 	|	total =  1728 	|	layerwise sparsity =  0.8969907407407407
layer1.0.conv1.weight_mask 	|	active =  23404 	|	total =  36864 	|	layerwise sparsity =  0.6348741319444444
layer1.0.conv2.weight_mask 	|	active =  23403 	|	total =  36864 	|	layerwise sparsity =  0.6348470052083334
layer1.1.conv1.weight_mask 	|	active =  23156 	|	total =  36864 	|	layerwise sparsity =  0.6281467013888888
layer1.1.conv2.weight_mask 	|	active =  23449 	|	total =  36864 	|	layerwise sparsity =  0.6360948350694444
layer2.0.conv1.weight_mask 	|	active =  44252 	|	total =  73728 	|	layerwise sparsity =  0.6002061631944444
layer2.0.conv2.weight_mask 	|	active =  73023 	|	total =  147456 	|	layerwise sparsity =  0.4952189127604167
layer2.0.shortcut.0.weight_mask 	|	active =  6398 	|	total =  8192 	|	layerwise sparsity =  0.781005859375
layer2.1.conv1.weight_mask 	|	active =  72720 	|	total =  147456 	|	layerwise sparsity =  0.4931640625
layer2.1.conv2.weight_mask 	|	active =  69956 	|	total =  147456 	|	layerwise sparsity =  0.4744194878472222
layer3.0.conv1.weight_mask 	|	active =  129317 	|	total =  294912 	|	layerwise sparsity =  0.4384935167100694
layer3.0.conv2.weight_mask 	|	active =  186474 	|	total =  589824 	|	layerwise sparsity =  0.3161519368489583
layer3.0.shortcut.0.weight_mask 	|	active =  23237 	|	total =  32768 	|	layerwise sparsity =  0.709136962890625
layer3.1.conv1.weight_mask 	|	active =  192300 	|	total =  589824 	|	layerwise sparsity =  0.3260294596354167
layer3.1.conv2.weight_mask 	|	active =  190141 	|	total =  589824 	|	layerwise sparsity =  0.3223690456814236
layer4.0.conv1.weight_mask 	|	active =  347831 	|	total =  1179648 	|	layerwise sparsity =  0.29485999213324654
layer4.0.conv2.weight_mask 	|	active =  464836 	|	total =  2359296 	|	layerwise sparsity =  0.19702317979600695
layer4.0.shortcut.0.weight_mask 	|	active =  81758 	|	total =  131072 	|	layerwise sparsity =  0.6237640380859375
layer4.1.conv1.weight_mask 	|	active =  438238 	|	total =  2359296 	|	layerwise sparsity =  0.18574947781032985
layer4.1.conv2.weight_mask 	|	active =  509883 	|	total =  2359296 	|	layerwise sparsity =  0.21611658732096353
pruning state: 6
remaining weight at start of iteration =  26.214402568205408
pre_conv.0.weight_mask 	|	active =  1520 	|	total =  1728 	|	layerwise sparsity =  0.8796296296296297
layer1.0.conv1.weight_mask 	|	active =  21828 	|	total =  36864 	|	layerwise sparsity =  0.5921223958333334
layer1.0.conv2.weight_mask 	|	active =  21841 	|	total =  36864 	|	layerwise sparsity =  0.5924750434027778
layer1.1.conv1.weight_mask 	|	active =  21735 	|	total =  36864 	|	layerwise sparsity =  0.589599609375
layer1.1.conv2.weight_mask 	|	active =  21999 	|	total =  36864 	|	layerwise sparsity =  0.5967610677083334
layer2.0.conv1.weight_mask 	|	active =  41077 	|	total =  73728 	|	layerwise sparsity =  0.5571424696180556
layer2.0.conv2.weight_mask 	|	active =  65476 	|	total =  147456 	|	layerwise sparsity =  0.4440375434027778
layer2.0.shortcut.0.weight_mask 	|	active =  6128 	|	total =  8192 	|	layerwise sparsity =  0.748046875
layer2.1.conv1.weight_mask 	|	active =  65330 	|	total =  147456 	|	layerwise sparsity =  0.4430474175347222
layer2.1.conv2.weight_mask 	|	active =  62122 	|	total =  147456 	|	layerwise sparsity =  0.4212917751736111
layer3.0.conv1.weight_mask 	|	active =  111956 	|	total =  294912 	|	layerwise sparsity =  0.3796251085069444
layer3.0.conv2.weight_mask 	|	active =  151498 	|	total =  589824 	|	layerwise sparsity =  0.2568528917100694
layer3.0.shortcut.0.weight_mask 	|	active =  21802 	|	total =  32768 	|	layerwise sparsity =  0.66534423828125
layer3.1.conv1.weight_mask 	|	active =  156872 	|	total =  589824 	|	layerwise sparsity =  0.2659640842013889
layer3.1.conv2.weight_mask 	|	active =  153339 	|	total =  589824 	|	layerwise sparsity =  0.2599741617838542
layer4.0.conv1.weight_mask 	|	active =  271639 	|	total =  1179648 	|	layerwise sparsity =  0.23027123345269096
layer4.0.conv2.weight_mask 	|	active =  351874 	|	total =  2359296 	|	layerwise sparsity =  0.14914364284939235
layer4.0.shortcut.0.weight_mask 	|	active =  74813 	|	total =  131072 	|	layerwise sparsity =  0.5707778930664062
layer4.1.conv1.weight_mask 	|	active =  330103 	|	total =  2359296 	|	layerwise sparsity =  0.13991589016384548
layer4.1.conv2.weight_mask 	|	active =  387309 	|	total =  2359296 	|	layerwise sparsity =  0.16416295369466147
pruning state: 7
remaining weight at start of iteration =  20.971523846802363
pre_conv.0.weight_mask 	|	active =  1488 	|	total =  1728 	|	layerwise sparsity =  0.8611111111111112
layer1.0.conv1.weight_mask 	|	active =  20457 	|	total =  36864 	|	layerwise sparsity =  0.554931640625
layer1.0.conv2.weight_mask 	|	active =  20347 	|	total =  36864 	|	layerwise sparsity =  0.5519476996527778
layer1.1.conv1.weight_mask 	|	active =  20322 	|	total =  36864 	|	layerwise sparsity =  0.55126953125
layer1.1.conv2.weight_mask 	|	active =  20765 	|	total =  36864 	|	layerwise sparsity =  0.5632866753472222
layer2.0.conv1.weight_mask 	|	active =  38215 	|	total =  73728 	|	layerwise sparsity =  0.5183241102430556
layer2.0.conv2.weight_mask 	|	active =  58576 	|	total =  147456 	|	layerwise sparsity =  0.3972439236111111
layer2.0.shortcut.0.weight_mask 	|	active =  5858 	|	total =  8192 	|	layerwise sparsity =  0.715087890625
layer2.1.conv1.weight_mask 	|	active =  58422 	|	total =  147456 	|	layerwise sparsity =  0.3961995442708333
layer2.1.conv2.weight_mask 	|	active =  54901 	|	total =  147456 	|	layerwise sparsity =  0.3723212348090278
layer3.0.conv1.weight_mask 	|	active =  96625 	|	total =  294912 	|	layerwise sparsity =  0.3276401095920139
layer3.0.conv2.weight_mask 	|	active =  122339 	|	total =  589824 	|	layerwise sparsity =  0.2074161105685764
layer3.0.shortcut.0.weight_mask 	|	active =  20498 	|	total =  32768 	|	layerwise sparsity =  0.62554931640625
layer3.1.conv1.weight_mask 	|	active =  127038 	|	total =  589824 	|	layerwise sparsity =  0.21538289388020834
layer3.1.conv2.weight_mask 	|	active =  122760 	|	total =  589824 	|	layerwise sparsity =  0.2081298828125
layer4.0.conv1.weight_mask 	|	active =  209551 	|	total =  1179648 	|	layerwise sparsity =  0.17763858371310765
layer4.0.conv2.weight_mask 	|	active =  267139 	|	total =  2359296 	|	layerwise sparsity =  0.11322826809353298
layer4.0.shortcut.0.weight_mask 	|	active =  68304 	|	total =  131072 	|	layerwise sparsity =  0.5211181640625
layer4.1.conv1.weight_mask 	|	active =  249150 	|	total =  2359296 	|	layerwise sparsity =  0.10560353597005208
layer4.1.conv2.weight_mask 	|	active =  289454 	|	total =  2359296 	|	layerwise sparsity =  0.1226865980360243
pruning state: 8
remaining weight at start of iteration =  16.777220869679923
pre_conv.0.weight_mask 	|	active =  1452 	|	total =  1728 	|	layerwise sparsity =  0.8402777777777778
layer1.0.conv1.weight_mask 	|	active =  19166 	|	total =  36864 	|	layerwise sparsity =  0.5199110243055556
layer1.0.conv2.weight_mask 	|	active =  18968 	|	total =  36864 	|	layerwise sparsity =  0.5145399305555556
layer1.1.conv1.weight_mask 	|	active =  19060 	|	total =  36864 	|	layerwise sparsity =  0.5170355902777778
layer1.1.conv2.weight_mask 	|	active =  19570 	|	total =  36864 	|	layerwise sparsity =  0.5308702256944444
layer2.0.conv1.weight_mask 	|	active =  35406 	|	total =  73728 	|	layerwise sparsity =  0.480224609375
layer2.0.conv2.weight_mask 	|	active =  52301 	|	total =  147456 	|	layerwise sparsity =  0.3546888563368056
layer2.0.shortcut.0.weight_mask 	|	active =  5602 	|	total =  8192 	|	layerwise sparsity =  0.683837890625
layer2.1.conv1.weight_mask 	|	active =  52142 	|	total =  147456 	|	layerwise sparsity =  0.3536105685763889
layer2.1.conv2.weight_mask 	|	active =  48230 	|	total =  147456 	|	layerwise sparsity =  0.3270806206597222
layer3.0.conv1.weight_mask 	|	active =  82476 	|	total =  294912 	|	layerwise sparsity =  0.2796630859375
layer3.0.conv2.weight_mask 	|	active =  98006 	|	total =  589824 	|	layerwise sparsity =  0.1661614312065972
layer3.0.shortcut.0.weight_mask 	|	active =  19303 	|	total =  32768 	|	layerwise sparsity =  0.589080810546875
layer3.1.conv1.weight_mask 	|	active =  101722 	|	total =  589824 	|	layerwise sparsity =  0.1724616156684028
layer3.1.conv2.weight_mask 	|	active =  97271 	|	total =  589824 	|	layerwise sparsity =  0.16491529676649305
layer4.0.conv1.weight_mask 	|	active =  159953 	|	total =  1179648 	|	layerwise sparsity =  0.13559383816189235
layer4.0.conv2.weight_mask 	|	active =  202622 	|	total =  2359296 	|	layerwise sparsity =  0.0858823988172743
layer4.0.shortcut.0.weight_mask 	|	active =  62271 	|	total =  131072 	|	layerwise sparsity =  0.47509002685546875
layer4.1.conv1.weight_mask 	|	active =  188845 	|	total =  2359296 	|	layerwise sparsity =  0.0800429450141059
layer4.1.conv2.weight_mask 	|	active =  213401 	|	total =  2359296 	|	layerwise sparsity =  0.09045113457573785
pruning state: 9
remaining weight at start of iteration =  13.4217749035059
pre_conv.0.weight_mask 	|	active =  1426 	|	total =  1728 	|	layerwise sparsity =  0.8252314814814815
layer1.0.conv1.weight_mask 	|	active =  17839 	|	total =  36864 	|	layerwise sparsity =  0.4839138454861111
layer1.0.conv2.weight_mask 	|	active =  17639 	|	total =  36864 	|	layerwise sparsity =  0.4784884982638889
layer1.1.conv1.weight_mask 	|	active =  17931 	|	total =  36864 	|	layerwise sparsity =  0.4864095052083333
layer1.1.conv2.weight_mask 	|	active =  18418 	|	total =  36864 	|	layerwise sparsity =  0.4996202256944444
layer2.0.conv1.weight_mask 	|	active =  32559 	|	total =  73728 	|	layerwise sparsity =  0.4416097005208333
layer2.0.conv2.weight_mask 	|	active =  46148 	|	total =  147456 	|	layerwise sparsity =  0.3129611545138889
layer2.0.shortcut.0.weight_mask 	|	active =  5390 	|	total =  8192 	|	layerwise sparsity =  0.657958984375
layer2.1.conv1.weight_mask 	|	active =  45982 	|	total =  147456 	|	layerwise sparsity =  0.3118353949652778
layer2.1.conv2.weight_mask 	|	active =  41965 	|	total =  147456 	|	layerwise sparsity =  0.2845933702256944
layer3.0.conv1.weight_mask 	|	active =  69150 	|	total =  294912 	|	layerwise sparsity =  0.23447672526041666
layer3.0.conv2.weight_mask 	|	active =  77923 	|	total =  589824 	|	layerwise sparsity =  0.13211229112413195
layer3.0.shortcut.0.weight_mask 	|	active =  18133 	|	total =  32768 	|	layerwise sparsity =  0.553375244140625
layer3.1.conv1.weight_mask 	|	active =  80747 	|	total =  589824 	|	layerwise sparsity =  0.13690016004774305
layer3.1.conv2.weight_mask 	|	active =  76162 	|	total =  589824 	|	layerwise sparsity =  0.1291266547309028
layer4.0.conv1.weight_mask 	|	active =  121274 	|	total =  1179648 	|	layerwise sparsity =  0.10280524359809028
layer4.0.conv2.weight_mask 	|	active =  154004 	|	total =  2359296 	|	layerwise sparsity =  0.06527540418836805
layer4.0.shortcut.0.weight_mask 	|	active =  56635 	|	total =  131072 	|	layerwise sparsity =  0.43209075927734375
layer4.1.conv1.weight_mask 	|	active =  143309 	|	total =  2359296 	|	layerwise sparsity =  0.06074227227105035
layer4.1.conv2.weight_mask 	|	active =  155580 	|	total =  2359296 	|	layerwise sparsity =  0.06594340006510417
pruning state: 10
remaining weight at start of iteration =  10.737423507280786
pre_conv.0.weight_mask 	|	active =  1398 	|	total =  1728 	|	layerwise sparsity =  0.8090277777777778
layer1.0.conv1.weight_mask 	|	active =  16586 	|	total =  36864 	|	layerwise sparsity =  0.4499240451388889
layer1.0.conv2.weight_mask 	|	active =  16458 	|	total =  36864 	|	layerwise sparsity =  0.4464518229166667
layer1.1.conv1.weight_mask 	|	active =  16821 	|	total =  36864 	|	layerwise sparsity =  0.456298828125
layer1.1.conv2.weight_mask 	|	active =  17281 	|	total =  36864 	|	layerwise sparsity =  0.4687771267361111
layer2.0.conv1.weight_mask 	|	active =  29855 	|	total =  73728 	|	layerwise sparsity =  0.4049343532986111
layer2.0.conv2.weight_mask 	|	active =  40350 	|	total =  147456 	|	layerwise sparsity =  0.2736409505208333
layer2.0.shortcut.0.weight_mask 	|	active =  5163 	|	total =  8192 	|	layerwise sparsity =  0.6302490234375
layer2.1.conv1.weight_mask 	|	active =  40016 	|	total =  147456 	|	layerwise sparsity =  0.2713758680555556
layer2.1.conv2.weight_mask 	|	active =  36091 	|	total =  147456 	|	layerwise sparsity =  0.2447577582465278
layer3.0.conv1.weight_mask 	|	active =  57083 	|	total =  294912 	|	layerwise sparsity =  0.19355943467881945
layer3.0.conv2.weight_mask 	|	active =  61509 	|	total =  589824 	|	layerwise sparsity =  0.10428365071614583
layer3.0.shortcut.0.weight_mask 	|	active =  16975 	|	total =  32768 	|	layerwise sparsity =  0.518035888671875
layer3.1.conv1.weight_mask 	|	active =  63187 	|	total =  589824 	|	layerwise sparsity =  0.1071285671657986
layer3.1.conv2.weight_mask 	|	active =  59100 	|	total =  589824 	|	layerwise sparsity =  0.10019938151041667
layer4.0.conv1.weight_mask 	|	active =  90860 	|	total =  1179648 	|	layerwise sparsity =  0.0770229763454861
layer4.0.conv2.weight_mask 	|	active =  117177 	|	total =  2359296 	|	layerwise sparsity =  0.04966608683268229
layer4.0.shortcut.0.weight_mask 	|	active =  51172 	|	total =  131072 	|	layerwise sparsity =  0.390411376953125
layer4.1.conv1.weight_mask 	|	active =  108727 	|	total =  2359296 	|	layerwise sparsity =  0.04608450995551215
layer4.1.conv2.weight_mask 	|	active =  112762 	|	total =  2359296 	|	layerwise sparsity =  0.04779476589626736
pruning state: 11
remaining weight at start of iteration =  8.589937013586601
pre_conv.0.weight_mask 	|	active =  1367 	|	total =  1728 	|	layerwise sparsity =  0.7910879629629629
layer1.0.conv1.weight_mask 	|	active =  15377 	|	total =  36864 	|	layerwise sparsity =  0.4171278211805556
layer1.0.conv2.weight_mask 	|	active =  15272 	|	total =  36864 	|	layerwise sparsity =  0.4142795138888889
layer1.1.conv1.weight_mask 	|	active =  15621 	|	total =  36864 	|	layerwise sparsity =  0.4237467447916667
layer1.1.conv2.weight_mask 	|	active =  16093 	|	total =  36864 	|	layerwise sparsity =  0.4365505642361111
layer2.0.conv1.weight_mask 	|	active =  26961 	|	total =  73728 	|	layerwise sparsity =  0.3656819661458333
layer2.0.conv2.weight_mask 	|	active =  34883 	|	total =  147456 	|	layerwise sparsity =  0.2365654839409722
layer2.0.shortcut.0.weight_mask 	|	active =  4932 	|	total =  8192 	|	layerwise sparsity =  0.60205078125
layer2.1.conv1.weight_mask 	|	active =  34469 	|	total =  147456 	|	layerwise sparsity =  0.2337578667534722
layer2.1.conv2.weight_mask 	|	active =  30468 	|	total =  147456 	|	layerwise sparsity =  0.20662434895833334
layer3.0.conv1.weight_mask 	|	active =  46352 	|	total =  294912 	|	layerwise sparsity =  0.1571723090277778
layer3.0.conv2.weight_mask 	|	active =  48231 	|	total =  589824 	|	layerwise sparsity =  0.0817718505859375
layer3.0.shortcut.0.weight_mask 	|	active =  15805 	|	total =  32768 	|	layerwise sparsity =  0.482330322265625
layer3.1.conv1.weight_mask 	|	active =  49148 	|	total =  589824 	|	layerwise sparsity =  0.08332655164930555
layer3.1.conv2.weight_mask 	|	active =  45410 	|	total =  589824 	|	layerwise sparsity =  0.07698906792534722
layer4.0.conv1.weight_mask 	|	active =  67960 	|	total =  1179648 	|	layerwise sparsity =  0.057610405815972224
layer4.0.conv2.weight_mask 	|	active =  89012 	|	total =  2359296 	|	layerwise sparsity =  0.037728203667534724
layer4.0.shortcut.0.weight_mask 	|	active =  45907 	|	total =  131072 	|	layerwise sparsity =  0.35024261474609375
layer4.1.conv1.weight_mask 	|	active =  82512 	|	total =  2359296 	|	layerwise sparsity =  0.03497314453125
layer4.1.conv2.weight_mask 	|	active =  81077 	|	total =  2359296 	|	layerwise sparsity =  0.03436491224500868
pruning state: 12
remaining weight at start of iteration =  6.871951403107312
