pruning state: 0
remaining weight at start of iteration =  99.99997311642952
pre_conv.0.weight_mask 	|	active =  1728 	|	total =  1728 	|	layerwise sparsity =  1.0
layer2.1.conv1.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer2.1.conv2.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer3.0.conv1.weight_mask 	|	active =  150995 	|	total =  294912 	|	layerwise sparsity =  0.5120001898871528
layer3.0.conv2.weight_mask 	|	active =  301990 	|	total =  589824 	|	layerwise sparsity =  0.5120001898871528
layer3.0.shortcut.0.weight_mask 	|	active =  16777 	|	total =  32768 	|	layerwise sparsity =  0.511993408203125
layer3.1.conv1.weight_mask 	|	active =  301990 	|	total =  589824 	|	layerwise sparsity =  0.5120001898871528
layer3.1.conv2.weight_mask 	|	active =  301990 	|	total =  589824 	|	layerwise sparsity =  0.5120001898871528
layer4.0.conv1.weight_mask 	|	active =  603979 	|	total =  1179648 	|	layerwise sparsity =  0.5119993421766493
layer4.0.conv2.weight_mask 	|	active =  1207960 	|	total =  2359296 	|	layerwise sparsity =  0.5120001898871528
layer4.0.shortcut.0.weight_mask 	|	active =  67109 	|	total =  131072 	|	layerwise sparsity =  0.5120010375976562
layer4.1.conv1.weight_mask 	|	active =  1207960 	|	total =  2359296 	|	layerwise sparsity =  0.5120001898871528
layer4.1.conv2.weight_mask 	|	active =  1207960 	|	total =  2359296 	|	layerwise sparsity =  0.5120001898871528
pruning state: 3
remaining weight at start of iteration =  51.20756518011276
pre_conv.0.weight_mask 	|	active =  1728 	|	total =  1728 	|	layerwise sparsity =  1.0
layer1.0.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.0.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer2.0.conv1.weight_mask 	|	active =  30199 	|	total =  73728 	|	layerwise sparsity =  0.4096001519097222
layer2.0.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.0.shortcut.0.weight_mask 	|	active =  3355 	|	total =  8192 	|	layerwise sparsity =  0.4095458984375
layer2.1.conv1.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.1.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv1.weight_mask 	|	active =  120796 	|	total =  294912 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv2.weight_mask 	|	active =  241592 	|	total =  589824 	|	layerwise sparsity =  0.4096001519097222
layer3.0.shortcut.0.weight_mask 	|	active =  13422 	|	total =  32768 	|	layerwise sparsity =  0.40960693359375
layer3.1.conv1.weight_mask 	|	active =  241592 	|	total =  589824 	|	layerwise sparsity =  0.4096001519097222
layer3.1.conv2.weight_mask 	|	active =  241592 	|	total =  589824 	|	layerwise sparsity =  0.4096001519097222
layer4.0.conv1.weight_mask 	|	active =  483183 	|	total =  1179648 	|	layerwise sparsity =  0.40959930419921875
layer4.0.conv2.weight_mask 	|	active =  966368 	|	total =  2359296 	|	layerwise sparsity =  0.4096001519097222
layer4.0.shortcut.0.weight_mask 	|	active =  53687 	|	total =  131072 	|	layerwise sparsity =  0.40959930419921875
layer4.1.conv1.weight_mask 	|	active =  966368 	|	total =  2359296 	|	layerwise sparsity =  0.4096001519097222
layer4.1.conv2.weight_mask 	|	active =  966368 	|	total =  2359296 	|	layerwise sparsity =  0.4096001519097222
pruning state: 4
remaining weight at start of iteration =  40.96912762455337
pre_conv.0.weight_mask 	|	active =  1728 	|	total =  1728 	|	layerwise sparsity =  1.0
layer1.0.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.0.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer2.0.conv1.weight_mask 	|	active =  24159 	|	total =  73728 	|	layerwise sparsity =  0.3276774088541667
layer2.0.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.0.shortcut.0.weight_mask 	|	active =  2684 	|	total =  8192 	|	layerwise sparsity =  0.32763671875
layer2.1.conv1.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.1.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer3.0.conv1.weight_mask 	|	active =  96637 	|	total =  294912 	|	layerwise sparsity =  0.3276807996961806
layer3.0.conv2.weight_mask 	|	active =  193274 	|	total =  589824 	|	layerwise sparsity =  0.3276807996961806
layer3.0.shortcut.0.weight_mask 	|	active =  10738 	|	total =  32768 	|	layerwise sparsity =  0.32769775390625
layer3.1.conv1.weight_mask 	|	active =  193274 	|	total =  589824 	|	layerwise sparsity =  0.3276807996961806
layer3.1.conv2.weight_mask 	|	active =  193274 	|	total =  589824 	|	layerwise sparsity =  0.3276807996961806
layer4.0.conv1.weight_mask 	|	active =  386546 	|	total =  1179648 	|	layerwise sparsity =  0.3276791042751736
layer4.0.conv2.weight_mask 	|	active =  773094 	|	total =  2359296 	|	layerwise sparsity =  0.32767995198567706
layer4.0.shortcut.0.weight_mask 	|	active =  42950 	|	total =  131072 	|	layerwise sparsity =  0.3276824951171875
layer4.1.conv1.weight_mask 	|	active =  773094 	|	total =  2359296 	|	layerwise sparsity =  0.32767995198567706
layer4.1.conv2.weight_mask 	|	active =  773094 	|	total =  2359296 	|	layerwise sparsity =  0.32767995198567706
pruning state: 5
remaining weight at start of iteration =  32.778384749058
pre_conv.0.weight_mask 	|	active =  1728 	|	total =  1728 	|	layerwise sparsity =  1.0
layer1.0.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.0.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer2.0.conv1.weight_mask 	|	active =  19327 	|	total =  73728 	|	layerwise sparsity =  0.2621392144097222
layer2.0.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.0.shortcut.0.weight_mask 	|	active =  2147 	|	total =  8192 	|	layerwise sparsity =  0.2620849609375
layer2.1.conv1.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.1.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer3.0.conv1.weight_mask 	|	active =  77310 	|	total =  294912 	|	layerwise sparsity =  0.26214599609375
layer3.0.conv2.weight_mask 	|	active =  154619 	|	total =  589824 	|	layerwise sparsity =  0.2621443006727431
layer3.0.shortcut.0.weight_mask 	|	active =  8590 	|	total =  32768 	|	layerwise sparsity =  0.26214599609375
layer3.1.conv1.weight_mask 	|	active =  154619 	|	total =  589824 	|	layerwise sparsity =  0.2621443006727431
layer3.1.conv2.weight_mask 	|	active =  154619 	|	total =  589824 	|	layerwise sparsity =  0.2621443006727431
layer4.0.conv1.weight_mask 	|	active =  309237 	|	total =  1179648 	|	layerwise sparsity =  0.26214345296223956
layer4.0.conv2.weight_mask 	|	active =  618475 	|	total =  2359296 	|	layerwise sparsity =  0.2621438768174913
layer4.0.shortcut.0.weight_mask 	|	active =  34360 	|	total =  131072 	|	layerwise sparsity =  0.26214599609375
layer4.1.conv1.weight_mask 	|	active =  618475 	|	total =  2359296 	|	layerwise sparsity =  0.2621438768174913
layer4.1.conv2.weight_mask 	|	active =  618475 	|	total =  2359296 	|	layerwise sparsity =  0.2621438768174913
pruning state: 6
remaining weight at start of iteration =  26.225774318519413
pre_conv.0.weight_mask 	|	active =  1728 	|	total =  1728 	|	layerwise sparsity =  1.0
layer1.0.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.0.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer2.0.conv1.weight_mask 	|	active =  15462 	|	total =  73728 	|	layerwise sparsity =  0.209716796875
layer2.0.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.0.shortcut.0.weight_mask 	|	active =  1718 	|	total =  8192 	|	layerwise sparsity =  0.209716796875
layer2.1.conv1.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.1.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer3.0.conv1.weight_mask 	|	active =  61848 	|	total =  294912 	|	layerwise sparsity =  0.209716796875
layer3.0.conv2.weight_mask 	|	active =  123695 	|	total =  589824 	|	layerwise sparsity =  0.20971510145399305
layer3.0.shortcut.0.weight_mask 	|	active =  6872 	|	total =  32768 	|	layerwise sparsity =  0.209716796875
layer3.1.conv1.weight_mask 	|	active =  123695 	|	total =  589824 	|	layerwise sparsity =  0.20971510145399305
layer3.1.conv2.weight_mask 	|	active =  123695 	|	total =  589824 	|	layerwise sparsity =  0.20971510145399305
layer4.0.conv1.weight_mask 	|	active =  247390 	|	total =  1179648 	|	layerwise sparsity =  0.20971510145399305
layer4.0.conv2.weight_mask 	|	active =  494780 	|	total =  2359296 	|	layerwise sparsity =  0.20971510145399305
layer4.0.shortcut.0.weight_mask 	|	active =  27488 	|	total =  131072 	|	layerwise sparsity =  0.209716796875
layer4.1.conv1.weight_mask 	|	active =  494780 	|	total =  2359296 	|	layerwise sparsity =  0.20971510145399305
layer4.1.conv2.weight_mask 	|	active =  494780 	|	total =  2359296 	|	layerwise sparsity =  0.20971510145399305
pruning state: 7
remaining weight at start of iteration =  20.98370210423083
pre_conv.0.weight_mask 	|	active =  1728 	|	total =  1728 	|	layerwise sparsity =  1.0
layer1.0.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.0.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer2.0.conv1.weight_mask 	|	active =  12370 	|	total =  73728 	|	layerwise sparsity =  0.1677788628472222
layer2.0.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.0.shortcut.0.weight_mask 	|	active =  1374 	|	total =  8192 	|	layerwise sparsity =  0.167724609375
layer2.1.conv1.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.1.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer3.0.conv1.weight_mask 	|	active =  49478 	|	total =  294912 	|	layerwise sparsity =  0.16777208116319445
layer3.0.conv2.weight_mask 	|	active =  98956 	|	total =  589824 	|	layerwise sparsity =  0.16777208116319445
layer3.0.shortcut.0.weight_mask 	|	active =  5498 	|	total =  32768 	|	layerwise sparsity =  0.16778564453125
layer3.1.conv1.weight_mask 	|	active =  98956 	|	total =  589824 	|	layerwise sparsity =  0.16777208116319445
layer3.1.conv2.weight_mask 	|	active =  98956 	|	total =  589824 	|	layerwise sparsity =  0.16777208116319445
layer4.0.conv1.weight_mask 	|	active =  197912 	|	total =  1179648 	|	layerwise sparsity =  0.16777208116319445
layer4.0.conv2.weight_mask 	|	active =  395824 	|	total =  2359296 	|	layerwise sparsity =  0.16777208116319445
layer4.0.shortcut.0.weight_mask 	|	active =  21990 	|	total =  131072 	|	layerwise sparsity =  0.1677703857421875
layer4.1.conv1.weight_mask 	|	active =  395824 	|	total =  2359296 	|	layerwise sparsity =  0.16777208116319445
layer4.1.conv2.weight_mask 	|	active =  395824 	|	total =  2359296 	|	layerwise sparsity =  0.16777208116319445
pruning state: 8
remaining weight at start of iteration =  16.79004433279996
pre_conv.0.weight_mask 	|	active =  1728 	|	total =  1728 	|	layerwise sparsity =  1.0
layer1.0.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.0.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer2.0.conv1.weight_mask 	|	active =  9896 	|	total =  73728 	|	layerwise sparsity =  0.1342230902777778
layer2.0.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.0.shortcut.0.weight_mask 	|	active =  1099 	|	total =  8192 	|	layerwise sparsity =  0.1341552734375
layer2.1.conv1.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.1.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer3.0.conv1.weight_mask 	|	active =  39582 	|	total =  294912 	|	layerwise sparsity =  0.13421630859375
layer3.0.conv2.weight_mask 	|	active =  79165 	|	total =  589824 	|	layerwise sparsity =  0.13421800401475695
layer3.0.shortcut.0.weight_mask 	|	active =  4398 	|	total =  32768 	|	layerwise sparsity =  0.13421630859375
layer3.1.conv1.weight_mask 	|	active =  79165 	|	total =  589824 	|	layerwise sparsity =  0.13421800401475695
layer3.1.conv2.weight_mask 	|	active =  79165 	|	total =  589824 	|	layerwise sparsity =  0.13421800401475695
layer4.0.conv1.weight_mask 	|	active =  158330 	|	total =  1179648 	|	layerwise sparsity =  0.13421800401475695
layer4.0.conv2.weight_mask 	|	active =  316659 	|	total =  2359296 	|	layerwise sparsity =  0.13421758015950522
layer4.0.shortcut.0.weight_mask 	|	active =  17592 	|	total =  131072 	|	layerwise sparsity =  0.13421630859375
layer4.1.conv1.weight_mask 	|	active =  316659 	|	total =  2359296 	|	layerwise sparsity =  0.13421758015950522
layer4.1.conv2.weight_mask 	|	active =  316659 	|	total =  2359296 	|	layerwise sparsity =  0.13421758015950522
pruning state: 9
remaining weight at start of iteration =  13.435109154465108
pre_conv.0.weight_mask 	|	active =  1728 	|	total =  1728 	|	layerwise sparsity =  1.0
layer1.0.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.0.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer2.0.conv1.weight_mask 	|	active =  7917 	|	total =  73728 	|	layerwise sparsity =  0.10738118489583333
layer2.0.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.0.shortcut.0.weight_mask 	|	active =  879 	|	total =  8192 	|	layerwise sparsity =  0.1072998046875
layer2.1.conv1.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.1.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer3.0.conv1.weight_mask 	|	active =  31666 	|	total =  294912 	|	layerwise sparsity =  0.10737440321180555
layer3.0.conv2.weight_mask 	|	active =  63332 	|	total =  589824 	|	layerwise sparsity =  0.10737440321180555
layer3.0.shortcut.0.weight_mask 	|	active =  3518 	|	total =  32768 	|	layerwise sparsity =  0.10736083984375
layer3.1.conv1.weight_mask 	|	active =  63332 	|	total =  589824 	|	layerwise sparsity =  0.10737440321180555
layer3.1.conv2.weight_mask 	|	active =  63332 	|	total =  589824 	|	layerwise sparsity =  0.10737440321180555
layer4.0.conv1.weight_mask 	|	active =  126664 	|	total =  1179648 	|	layerwise sparsity =  0.10737440321180555
layer4.0.conv2.weight_mask 	|	active =  253327 	|	total =  2359296 	|	layerwise sparsity =  0.10737397935655382
layer4.0.shortcut.0.weight_mask 	|	active =  14074 	|	total =  131072 	|	layerwise sparsity =  0.1073760986328125
layer4.1.conv1.weight_mask 	|	active =  253327 	|	total =  2359296 	|	layerwise sparsity =  0.10737397935655382
layer4.1.conv2.weight_mask 	|	active =  253327 	|	total =  2359296 	|	layerwise sparsity =  0.10737397935655382
pruning state: 10
remaining weight at start of iteration =  10.751196856557865
pre_conv.0.weight_mask 	|	active =  1728 	|	total =  1728 	|	layerwise sparsity =  1.0
layer1.0.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.0.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer2.0.conv1.weight_mask 	|	active =  6334 	|	total =  73728 	|	layerwise sparsity =  0.0859103732638889
layer2.0.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.0.shortcut.0.weight_mask 	|	active =  703 	|	total =  8192 	|	layerwise sparsity =  0.0858154296875
layer2.1.conv1.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.1.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer3.0.conv1.weight_mask 	|	active =  25333 	|	total =  294912 	|	layerwise sparsity =  0.08590020073784722
layer3.0.conv2.weight_mask 	|	active =  50666 	|	total =  589824 	|	layerwise sparsity =  0.08590020073784722
layer3.0.shortcut.0.weight_mask 	|	active =  2814 	|	total =  32768 	|	layerwise sparsity =  0.08587646484375
layer3.1.conv1.weight_mask 	|	active =  50666 	|	total =  589824 	|	layerwise sparsity =  0.08590020073784722
layer3.1.conv2.weight_mask 	|	active =  50666 	|	total =  589824 	|	layerwise sparsity =  0.08590020073784722
layer4.0.conv1.weight_mask 	|	active =  101331 	|	total =  1179648 	|	layerwise sparsity =  0.08589935302734375
layer4.0.conv2.weight_mask 	|	active =  202662 	|	total =  2359296 	|	layerwise sparsity =  0.08589935302734375
layer4.0.shortcut.0.weight_mask 	|	active =  11259 	|	total =  131072 	|	layerwise sparsity =  0.08589935302734375
layer4.1.conv1.weight_mask 	|	active =  202662 	|	total =  2359296 	|	layerwise sparsity =  0.08589935302734375
layer4.1.conv2.weight_mask 	|	active =  202662 	|	total =  2359296 	|	layerwise sparsity =  0.08589935302734375
pruning state: 11
remaining weight at start of iteration =  8.60406881047011
pre_conv.0.weight_mask 	|	active =  1728 	|	total =  1728 	|	layerwise sparsity =  1.0
layer1.0.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.0.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer2.0.conv1.weight_mask 	|	active =  5067 	|	total =  73728 	|	layerwise sparsity =  0.0687255859375
layer2.0.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.0.shortcut.0.weight_mask 	|	active =  562 	|	total =  8192 	|	layerwise sparsity =  0.068603515625
layer2.1.conv1.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.1.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv1.weight_mask 	|	active =  20266 	|	total =  294912 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv2.weight_mask 	|	active =  40533 	|	total =  589824 	|	layerwise sparsity =  0.06872049967447917
layer3.0.shortcut.0.weight_mask 	|	active =  2251 	|	total =  32768 	|	layerwise sparsity =  0.068695068359375
layer3.1.conv1.weight_mask 	|	active =  40533 	|	total =  589824 	|	layerwise sparsity =  0.06872049967447917
layer3.1.conv2.weight_mask 	|	active =  40533 	|	total =  589824 	|	layerwise sparsity =  0.06872049967447917
layer4.0.conv1.weight_mask 	|	active =  81065 	|	total =  1179648 	|	layerwise sparsity =  0.0687196519639757
layer4.0.conv2.weight_mask 	|	active =  162130 	|	total =  2359296 	|	layerwise sparsity =  0.0687196519639757
layer4.0.shortcut.0.weight_mask 	|	active =  9007 	|	total =  131072 	|	layerwise sparsity =  0.06871795654296875
layer4.1.conv1.weight_mask 	|	active =  162130 	|	total =  2359296 	|	layerwise sparsity =  0.0687196519639757
layer4.1.conv2.weight_mask 	|	active =  162130 	|	total =  2359296 	|	layerwise sparsity =  0.0687196519639757
pruning state: 12
remaining weight at start of iteration =  6.886369958075966
pre_conv.0.weight_mask 	|	active =  1728 	|	total =  1728 	|	layerwise sparsity =  1.0
