pruning state: 0
remaining weight at start of iteration =  100.0
pre_conv.0.weight_mask 	|	active =  1594 	|	total =  1728 	|	layerwise sparsity =  0.9224537037037037
layer2.0.shortcut.0.weight_mask 	|	active =  6436 	|	total =  8192 	|	layerwise sparsity =  0.78564453125
layer2.1.conv1.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer2.1.conv2.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer3.0.conv1.weight_mask 	|	active =  150995 	|	total =  294912 	|	layerwise sparsity =  0.5120001898871528
layer3.0.conv2.weight_mask 	|	active =  270294 	|	total =  589824 	|	layerwise sparsity =  0.4582621256510417
layer3.0.shortcut.0.weight_mask 	|	active =  16777 	|	total =  32768 	|	layerwise sparsity =  0.511993408203125
layer3.1.conv1.weight_mask 	|	active =  273668 	|	total =  589824 	|	layerwise sparsity =  0.4639824761284722
layer3.1.conv2.weight_mask 	|	active =  275797 	|	total =  589824 	|	layerwise sparsity =  0.4675920274522569
layer4.0.conv1.weight_mask 	|	active =  583466 	|	total =  1179648 	|	layerwise sparsity =  0.4946102566189236
layer4.0.conv2.weight_mask 	|	active =  1237903 	|	total =  2359296 	|	layerwise sparsity =  0.5246916876898872
layer4.0.shortcut.0.weight_mask 	|	active =  67109 	|	total =  131072 	|	layerwise sparsity =  0.5120010375976562
layer4.1.conv1.weight_mask 	|	active =  1253857 	|	total =  2359296 	|	layerwise sparsity =  0.531453874376085
layer4.1.conv2.weight_mask 	|	active =  1268565 	|	total =  2359296 	|	layerwise sparsity =  0.5376879374186198
pruning state: 3
remaining weight at start of iteration =  51.490667099671384
pre_conv.0.weight_mask 	|	active =  1252 	|	total =  1728 	|	layerwise sparsity =  0.7245370370370371
layer1.0.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.0.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer2.0.conv1.weight_mask 	|	active =  30199 	|	total =  73728 	|	layerwise sparsity =  0.4096001519097222
layer2.0.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.0.shortcut.0.weight_mask 	|	active =  5938 	|	total =  8192 	|	layerwise sparsity =  0.724853515625
layer2.1.conv1.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.1.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv1.weight_mask 	|	active =  120796 	|	total =  294912 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv2.weight_mask 	|	active =  208389 	|	total =  589824 	|	layerwise sparsity =  0.3533070882161458
layer3.0.shortcut.0.weight_mask 	|	active =  13422 	|	total =  32768 	|	layerwise sparsity =  0.40960693359375
layer3.1.conv1.weight_mask 	|	active =  211864 	|	total =  589824 	|	layerwise sparsity =  0.3591986762152778
layer3.1.conv2.weight_mask 	|	active =  214065 	|	total =  589824 	|	layerwise sparsity =  0.3629302978515625
layer4.0.conv1.weight_mask 	|	active =  461427 	|	total =  1179648 	|	layerwise sparsity =  0.39115651448567706
layer4.0.conv2.weight_mask 	|	active =  998438 	|	total =  2359296 	|	layerwise sparsity =  0.42319318983289933
layer4.0.shortcut.0.weight_mask 	|	active =  53687 	|	total =  131072 	|	layerwise sparsity =  0.40959930419921875
layer4.1.conv1.weight_mask 	|	active =  1015632 	|	total =  2359296 	|	layerwise sparsity =  0.43048095703125
layer4.1.conv2.weight_mask 	|	active =  1031548 	|	total =  2359296 	|	layerwise sparsity =  0.4372270372178819
pruning state: 4
remaining weight at start of iteration =  41.295377674736045
pre_conv.0.weight_mask 	|	active =  1155 	|	total =  1728 	|	layerwise sparsity =  0.6684027777777778
layer1.0.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.0.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer2.0.conv1.weight_mask 	|	active =  24159 	|	total =  73728 	|	layerwise sparsity =  0.3276774088541667
layer2.0.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.0.shortcut.0.weight_mask 	|	active =  5479 	|	total =  8192 	|	layerwise sparsity =  0.6688232421875
layer2.1.conv1.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.1.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer3.0.conv1.weight_mask 	|	active =  96637 	|	total =  294912 	|	layerwise sparsity =  0.3276807996961806
layer3.0.conv2.weight_mask 	|	active =  160662 	|	total =  589824 	|	layerwise sparsity =  0.2723897298177083
layer3.0.shortcut.0.weight_mask 	|	active =  10738 	|	total =  32768 	|	layerwise sparsity =  0.32769775390625
layer3.1.conv1.weight_mask 	|	active =  164018 	|	total =  589824 	|	layerwise sparsity =  0.2780795627170139
layer3.1.conv2.weight_mask 	|	active =  166150 	|	total =  589824 	|	layerwise sparsity =  0.2816942003038194
layer4.0.conv1.weight_mask 	|	active =  364914 	|	total =  1179648 	|	layerwise sparsity =  0.3093414306640625
layer4.0.conv2.weight_mask 	|	active =  805296 	|	total =  2359296 	|	layerwise sparsity =  0.3413289388020833
layer4.0.shortcut.0.weight_mask 	|	active =  42950 	|	total =  131072 	|	layerwise sparsity =  0.3276824951171875
layer4.1.conv1.weight_mask 	|	active =  822668 	|	total =  2359296 	|	layerwise sparsity =  0.3486921522352431
layer4.1.conv2.weight_mask 	|	active =  838815 	|	total =  2359296 	|	layerwise sparsity =  0.35553614298502606
pruning state: 5
remaining weight at start of iteration =  33.12872247839278
pre_conv.0.weight_mask 	|	active =  1066 	|	total =  1728 	|	layerwise sparsity =  0.6168981481481481
layer1.0.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.0.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer2.0.conv1.weight_mask 	|	active =  19327 	|	total =  73728 	|	layerwise sparsity =  0.2621392144097222
layer2.0.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.0.shortcut.0.weight_mask 	|	active =  5055 	|	total =  8192 	|	layerwise sparsity =  0.6170654296875
layer2.1.conv1.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.1.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer3.0.conv1.weight_mask 	|	active =  77310 	|	total =  294912 	|	layerwise sparsity =  0.26214599609375
layer3.0.conv2.weight_mask 	|	active =  123866 	|	total =  589824 	|	layerwise sparsity =  0.21000501844618055
layer3.0.shortcut.0.weight_mask 	|	active =  8590 	|	total =  32768 	|	layerwise sparsity =  0.26214599609375
layer3.1.conv1.weight_mask 	|	active =  126977 	|	total =  589824 	|	layerwise sparsity =  0.2152794731987847
layer3.1.conv2.weight_mask 	|	active =  128960 	|	total =  589824 	|	layerwise sparsity =  0.21864149305555555
layer4.0.conv1.weight_mask 	|	active =  288588 	|	total =  1179648 	|	layerwise sparsity =  0.24463907877604166
layer4.0.conv2.weight_mask 	|	active =  649517 	|	total =  2359296 	|	layerwise sparsity =  0.2753011915418837
layer4.0.shortcut.0.weight_mask 	|	active =  34360 	|	total =  131072 	|	layerwise sparsity =  0.26214599609375
layer4.1.conv1.weight_mask 	|	active =  666366 	|	total =  2359296 	|	layerwise sparsity =  0.28244272867838544
layer4.1.conv2.weight_mask 	|	active =  682092 	|	total =  2359296 	|	layerwise sparsity =  0.2891082763671875
pruning state: 6
remaining weight at start of iteration =  26.58505531563462
pre_conv.0.weight_mask 	|	active =  984 	|	total =  1728 	|	layerwise sparsity =  0.5694444444444444
layer1.0.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.0.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer2.0.conv1.weight_mask 	|	active =  15462 	|	total =  73728 	|	layerwise sparsity =  0.209716796875
layer2.0.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.0.shortcut.0.weight_mask 	|	active =  4664 	|	total =  8192 	|	layerwise sparsity =  0.5693359375
layer2.1.conv1.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.1.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer3.0.conv1.weight_mask 	|	active =  61848 	|	total =  294912 	|	layerwise sparsity =  0.209716796875
layer3.0.conv2.weight_mask 	|	active =  95497 	|	total =  589824 	|	layerwise sparsity =  0.1619076199001736
layer3.0.shortcut.0.weight_mask 	|	active =  6872 	|	total =  32768 	|	layerwise sparsity =  0.209716796875
layer3.1.conv1.weight_mask 	|	active =  98301 	|	total =  589824 	|	layerwise sparsity =  0.16666158040364584
layer3.1.conv2.weight_mask 	|	active =  100095 	|	total =  589824 	|	layerwise sparsity =  0.16970316569010416
layer4.0.conv1.weight_mask 	|	active =  228226 	|	total =  1179648 	|	layerwise sparsity =  0.1934695773654514
layer4.0.conv2.weight_mask 	|	active =  523872 	|	total =  2359296 	|	layerwise sparsity =  0.2220458984375
layer4.0.shortcut.0.weight_mask 	|	active =  27488 	|	total =  131072 	|	layerwise sparsity =  0.209716796875
layer4.1.conv1.weight_mask 	|	active =  539761 	|	total =  2359296 	|	layerwise sparsity =  0.22878053453233507
layer4.1.conv2.weight_mask 	|	active =  554651 	|	total =  2359296 	|	layerwise sparsity =  0.23509173923068577
pruning state: 7
remaining weight at start of iteration =  21.340267860727337
pre_conv.0.weight_mask 	|	active =  908 	|	total =  1728 	|	layerwise sparsity =  0.5254629629629629
layer1.0.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.0.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer2.0.conv1.weight_mask 	|	active =  12370 	|	total =  73728 	|	layerwise sparsity =  0.1677788628472222
layer2.0.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.0.shortcut.0.weight_mask 	|	active =  4303 	|	total =  8192 	|	layerwise sparsity =  0.5252685546875
layer2.1.conv1.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.1.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer3.0.conv1.weight_mask 	|	active =  49478 	|	total =  294912 	|	layerwise sparsity =  0.16777208116319445
layer3.0.conv2.weight_mask 	|	active =  73625 	|	total =  589824 	|	layerwise sparsity =  0.12482537163628472
layer3.0.shortcut.0.weight_mask 	|	active =  5498 	|	total =  32768 	|	layerwise sparsity =  0.16778564453125
layer3.1.conv1.weight_mask 	|	active =  76101 	|	total =  589824 	|	layerwise sparsity =  0.12902323404947916
layer3.1.conv2.weight_mask 	|	active =  77691 	|	total =  589824 	|	layerwise sparsity =  0.13171895345052084
layer4.0.conv1.weight_mask 	|	active =  180490 	|	total =  1179648 	|	layerwise sparsity =  0.1530032687717014
layer4.0.conv2.weight_mask 	|	active =  422532 	|	total =  2359296 	|	layerwise sparsity =  0.1790924072265625
layer4.0.shortcut.0.weight_mask 	|	active =  21990 	|	total =  131072 	|	layerwise sparsity =  0.1677703857421875
layer4.1.conv1.weight_mask 	|	active =  437210 	|	total =  2359296 	|	layerwise sparsity =  0.18531375461154515
layer4.1.conv2.weight_mask 	|	active =  451021 	|	total =  2359296 	|	layerwise sparsity =  0.19116761949327257
pruning state: 8
remaining weight at start of iteration =  17.135292106123433
pre_conv.0.weight_mask 	|	active =  838 	|	total =  1728 	|	layerwise sparsity =  0.4849537037037037
layer1.0.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.0.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer2.0.conv1.weight_mask 	|	active =  9896 	|	total =  73728 	|	layerwise sparsity =  0.1342230902777778
layer2.0.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.0.shortcut.0.weight_mask 	|	active =  3970 	|	total =  8192 	|	layerwise sparsity =  0.484619140625
layer2.1.conv1.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.1.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer3.0.conv1.weight_mask 	|	active =  39582 	|	total =  294912 	|	layerwise sparsity =  0.13421630859375
layer3.0.conv2.weight_mask 	|	active =  56763 	|	total =  589824 	|	layerwise sparsity =  0.0962371826171875
layer3.0.shortcut.0.weight_mask 	|	active =  4398 	|	total =  32768 	|	layerwise sparsity =  0.13421630859375
layer3.1.conv1.weight_mask 	|	active =  58915 	|	total =  589824 	|	layerwise sparsity =  0.09988572862413195
layer3.1.conv2.weight_mask 	|	active =  60301 	|	total =  589824 	|	layerwise sparsity =  0.10223558213975695
layer4.0.conv1.weight_mask 	|	active =  142738 	|	total =  1179648 	|	layerwise sparsity =  0.12100050184461805
layer4.0.conv2.weight_mask 	|	active =  340796 	|	total =  2359296 	|	layerwise sparsity =  0.1444481743706597
layer4.0.shortcut.0.weight_mask 	|	active =  17592 	|	total =  131072 	|	layerwise sparsity =  0.13421630859375
layer4.1.conv1.weight_mask 	|	active =  354143 	|	total =  2359296 	|	layerwise sparsity =  0.15010537041558158
layer4.1.conv2.weight_mask 	|	active =  366753 	|	total =  2359296 	|	layerwise sparsity =  0.15545018513997397
pruning state: 9
remaining weight at start of iteration =  13.76298118006687
pre_conv.0.weight_mask 	|	active =  773 	|	total =  1728 	|	layerwise sparsity =  0.44733796296296297
layer1.0.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.0.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer2.0.conv1.weight_mask 	|	active =  7917 	|	total =  73728 	|	layerwise sparsity =  0.10738118489583333
layer2.0.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.0.shortcut.0.weight_mask 	|	active =  3663 	|	total =  8192 	|	layerwise sparsity =  0.4471435546875
layer2.1.conv1.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.1.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer3.0.conv1.weight_mask 	|	active =  31666 	|	total =  294912 	|	layerwise sparsity =  0.10737440321180555
layer3.0.conv2.weight_mask 	|	active =  43763 	|	total =  589824 	|	layerwise sparsity =  0.07419670952690972
layer3.0.shortcut.0.weight_mask 	|	active =  3518 	|	total =  32768 	|	layerwise sparsity =  0.10736083984375
layer3.1.conv1.weight_mask 	|	active =  45610 	|	total =  589824 	|	layerwise sparsity =  0.0773281521267361
layer3.1.conv2.weight_mask 	|	active =  46804 	|	total =  589824 	|	layerwise sparsity =  0.07935248480902778
layer4.0.conv1.weight_mask 	|	active =  112883 	|	total =  1179648 	|	layerwise sparsity =  0.09569210476345485
layer4.0.conv2.weight_mask 	|	active =  274871 	|	total =  2359296 	|	layerwise sparsity =  0.1165055168999566
layer4.0.shortcut.0.weight_mask 	|	active =  14074 	|	total =  131072 	|	layerwise sparsity =  0.1073760986328125
layer4.1.conv1.weight_mask 	|	active =  286858 	|	total =  2359296 	|	layerwise sparsity =  0.12158626980251735
layer4.1.conv2.weight_mask 	|	active =  298229 	|	total =  2359296 	|	layerwise sparsity =  0.12640592787000868
pruning state: 10
remaining weight at start of iteration =  11.057723327196712
pre_conv.0.weight_mask 	|	active =  713 	|	total =  1728 	|	layerwise sparsity =  0.41261574074074076
layer1.0.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.0.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer2.0.conv1.weight_mask 	|	active =  6334 	|	total =  73728 	|	layerwise sparsity =  0.0859103732638889
layer2.0.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.0.shortcut.0.weight_mask 	|	active =  3380 	|	total =  8192 	|	layerwise sparsity =  0.41259765625
layer2.1.conv1.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.1.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer3.0.conv1.weight_mask 	|	active =  25333 	|	total =  294912 	|	layerwise sparsity =  0.08590020073784722
layer3.0.conv2.weight_mask 	|	active =  33740 	|	total =  589824 	|	layerwise sparsity =  0.05720350477430555
layer3.0.shortcut.0.weight_mask 	|	active =  2814 	|	total =  32768 	|	layerwise sparsity =  0.08587646484375
layer3.1.conv1.weight_mask 	|	active =  35310 	|	total =  589824 	|	layerwise sparsity =  0.059865315755208336
layer3.1.conv2.weight_mask 	|	active =  36328 	|	total =  589824 	|	layerwise sparsity =  0.061591254340277776
layer4.0.conv1.weight_mask 	|	active =  89272 	|	total =  1179648 	|	layerwise sparsity =  0.07567681206597222
layer4.0.conv2.weight_mask 	|	active =  221699 	|	total =  2359296 	|	layerwise sparsity =  0.0939682854546441
layer4.0.shortcut.0.weight_mask 	|	active =  11259 	|	total =  131072 	|	layerwise sparsity =  0.08589935302734375
layer4.1.conv1.weight_mask 	|	active =  232357 	|	total =  2359296 	|	layerwise sparsity =  0.09848573472764757
layer4.1.conv2.weight_mask 	|	active =  242508 	|	total =  2359296 	|	layerwise sparsity =  0.10278828938802083
pruning state: 11
remaining weight at start of iteration =  8.88689293313375
pre_conv.0.weight_mask 	|	active =  658 	|	total =  1728 	|	layerwise sparsity =  0.38078703703703703
layer1.0.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.0.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer2.0.conv1.weight_mask 	|	active =  5067 	|	total =  73728 	|	layerwise sparsity =  0.0687255859375
layer2.0.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.0.shortcut.0.weight_mask 	|	active =  3119 	|	total =  8192 	|	layerwise sparsity =  0.3807373046875
layer2.1.conv1.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.1.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv1.weight_mask 	|	active =  20266 	|	total =  294912 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv2.weight_mask 	|	active =  26013 	|	total =  589824 	|	layerwise sparsity =  0.044102986653645836
layer3.0.shortcut.0.weight_mask 	|	active =  2251 	|	total =  32768 	|	layerwise sparsity =  0.068695068359375
layer3.1.conv1.weight_mask 	|	active =  27336 	|	total =  589824 	|	layerwise sparsity =  0.046346028645833336
layer3.1.conv2.weight_mask 	|	active =  28197 	|	total =  589824 	|	layerwise sparsity =  0.0478057861328125
layer4.0.conv1.weight_mask 	|	active =  70600 	|	total =  1179648 	|	layerwise sparsity =  0.05984836154513889
layer4.0.conv2.weight_mask 	|	active =  178813 	|	total =  2359296 	|	layerwise sparsity =  0.07579082912868923
layer4.0.shortcut.0.weight_mask 	|	active =  9007 	|	total =  131072 	|	layerwise sparsity =  0.06871795654296875
layer4.1.conv1.weight_mask 	|	active =  188211 	|	total =  2359296 	|	layerwise sparsity =  0.0797742207845052
layer4.1.conv2.weight_mask 	|	active =  197198 	|	total =  2359296 	|	layerwise sparsity =  0.08358340793185765
pruning state: 12
remaining weight at start of iteration =  7.144461195895923
