pruning state: 0
remaining weight at start of iteration =  99.99998207761968
pre_conv.0.weight_mask 	|	active =  1714 	|	total =  1728 	|	layerwise sparsity =  0.9918981481481481
layer4.0.shortcut.0.weight_mask 	|	active =  114883 	|	total =  131072 	|	layerwise sparsity =  0.8764877319335938
layer4.1.conv1.weight_mask 	|	active =  1371525 	|	total =  2359296 	|	layerwise sparsity =  0.5813280741373698
layer4.1.conv2.weight_mask 	|	active =  1408140 	|	total =  2359296 	|	layerwise sparsity =  0.5968475341796875
pruning state: 2
remaining weight at start of iteration =  64.00000465981887
pre_conv.0.weight_mask 	|	active =  1666 	|	total =  1728 	|	layerwise sparsity =  0.9641203703703703
layer1.0.conv1.weight_mask 	|	active =  28704 	|	total =  36864 	|	layerwise sparsity =  0.7786458333333334
layer1.0.conv2.weight_mask 	|	active =  28579 	|	total =  36864 	|	layerwise sparsity =  0.7752549913194444
layer1.1.conv1.weight_mask 	|	active =  28138 	|	total =  36864 	|	layerwise sparsity =  0.7632921006944444
layer1.1.conv2.weight_mask 	|	active =  28672 	|	total =  36864 	|	layerwise sparsity =  0.7777777777777778
layer2.0.conv1.weight_mask 	|	active =  55608 	|	total =  73728 	|	layerwise sparsity =  0.7542317708333334
layer2.0.conv2.weight_mask 	|	active =  100678 	|	total =  147456 	|	layerwise sparsity =  0.6827663845486112
layer2.0.shortcut.0.weight_mask 	|	active =  7376 	|	total =  8192 	|	layerwise sparsity =  0.900390625
layer2.1.conv1.weight_mask 	|	active =  99596 	|	total =  147456 	|	layerwise sparsity =  0.6754286024305556
layer2.1.conv2.weight_mask 	|	active =  99274 	|	total =  147456 	|	layerwise sparsity =  0.6732449001736112
layer3.0.conv1.weight_mask 	|	active =  196266 	|	total =  294912 	|	layerwise sparsity =  0.6655069986979166
layer3.0.conv2.weight_mask 	|	active =  335267 	|	total =  589824 	|	layerwise sparsity =  0.5684187147352431
layer3.0.shortcut.0.weight_mask 	|	active =  27952 	|	total =  32768 	|	layerwise sparsity =  0.85302734375
layer3.1.conv1.weight_mask 	|	active =  335886 	|	total =  589824 	|	layerwise sparsity =  0.5694681803385416
layer3.1.conv2.weight_mask 	|	active =  339010 	|	total =  589824 	|	layerwise sparsity =  0.5747646755642362
layer4.0.conv1.weight_mask 	|	active =  672997 	|	total =  1179648 	|	layerwise sparsity =  0.5705066257052951
layer4.0.conv2.weight_mask 	|	active =  1086271 	|	total =  2359296 	|	layerwise sparsity =  0.46042166815863717
layer4.0.shortcut.0.weight_mask 	|	active =  105845 	|	total =  131072 	|	layerwise sparsity =  0.8075332641601562
layer4.1.conv1.weight_mask 	|	active =  1029630 	|	total =  2359296 	|	layerwise sparsity =  0.43641408284505206
layer4.1.conv2.weight_mask 	|	active =  1106112 	|	total =  2359296 	|	layerwise sparsity =  0.4688313802083333
pruning state: 3
remaining weight at start of iteration =  51.20000193561707
pre_conv.0.weight_mask 	|	active =  1640 	|	total =  1728 	|	layerwise sparsity =  0.9490740740740741
layer1.0.conv1.weight_mask 	|	active =  26086 	|	total =  36864 	|	layerwise sparsity =  0.7076280381944444
layer1.0.conv2.weight_mask 	|	active =  25906 	|	total =  36864 	|	layerwise sparsity =  0.7027452256944444
layer1.1.conv1.weight_mask 	|	active =  25744 	|	total =  36864 	|	layerwise sparsity =  0.6983506944444444
layer1.1.conv2.weight_mask 	|	active =  26192 	|	total =  36864 	|	layerwise sparsity =  0.7105034722222222
layer2.0.conv1.weight_mask 	|	active =  50587 	|	total =  73728 	|	layerwise sparsity =  0.6861300998263888
layer2.0.conv2.weight_mask 	|	active =  88585 	|	total =  147456 	|	layerwise sparsity =  0.6007554796006944
layer2.0.shortcut.0.weight_mask 	|	active =  7056 	|	total =  8192 	|	layerwise sparsity =  0.861328125
layer2.1.conv1.weight_mask 	|	active =  87998 	|	total =  147456 	|	layerwise sparsity =  0.5967746310763888
layer2.1.conv2.weight_mask 	|	active =  87413 	|	total =  147456 	|	layerwise sparsity =  0.5928073459201388
layer3.0.conv1.weight_mask 	|	active =  170787 	|	total =  294912 	|	layerwise sparsity =  0.5791117350260416
layer3.0.conv2.weight_mask 	|	active =  275417 	|	total =  589824 	|	layerwise sparsity =  0.4669477674696181
layer3.0.shortcut.0.weight_mask 	|	active =  26219 	|	total =  32768 	|	layerwise sparsity =  0.800140380859375
layer3.1.conv1.weight_mask 	|	active =  276569 	|	total =  589824 	|	layerwise sparsity =  0.4689008924696181
layer3.1.conv2.weight_mask 	|	active =  279002 	|	total =  589824 	|	layerwise sparsity =  0.4730258517795139
layer4.0.conv1.weight_mask 	|	active =  548340 	|	total =  1179648 	|	layerwise sparsity =  0.4648335774739583
layer4.0.conv2.weight_mask 	|	active =  826902 	|	total =  2359296 	|	layerwise sparsity =  0.35048675537109375
layer4.0.shortcut.0.weight_mask 	|	active =  97148 	|	total =  131072 	|	layerwise sparsity =  0.741180419921875
layer4.1.conv1.weight_mask 	|	active =  769180 	|	total =  2359296 	|	layerwise sparsity =  0.3260209825303819
layer4.1.conv2.weight_mask 	|	active =  874051 	|	total =  2359296 	|	layerwise sparsity =  0.37047110663519967
pruning state: 4
remaining weight at start of iteration =  40.96000513296973
pre_conv.0.weight_mask 	|	active =  1599 	|	total =  1728 	|	layerwise sparsity =  0.9253472222222222
layer1.0.conv1.weight_mask 	|	active =  23707 	|	total =  36864 	|	layerwise sparsity =  0.6430935329861112
layer1.0.conv2.weight_mask 	|	active =  23545 	|	total =  36864 	|	layerwise sparsity =  0.6386990017361112
layer1.1.conv1.weight_mask 	|	active =  23596 	|	total =  36864 	|	layerwise sparsity =  0.6400824652777778
layer1.1.conv2.weight_mask 	|	active =  24289 	|	total =  36864 	|	layerwise sparsity =  0.6588812934027778
layer2.0.conv1.weight_mask 	|	active =  46300 	|	total =  73728 	|	layerwise sparsity =  0.6279839409722222
layer2.0.conv2.weight_mask 	|	active =  78306 	|	total =  147456 	|	layerwise sparsity =  0.5310465494791666
layer2.0.shortcut.0.weight_mask 	|	active =  6716 	|	total =  8192 	|	layerwise sparsity =  0.81982421875
layer2.1.conv1.weight_mask 	|	active =  78359 	|	total =  147456 	|	layerwise sparsity =  0.5314059787326388
layer2.1.conv2.weight_mask 	|	active =  77256 	|	total =  147456 	|	layerwise sparsity =  0.52392578125
layer3.0.conv1.weight_mask 	|	active =  148504 	|	total =  294912 	|	layerwise sparsity =  0.5035536024305556
layer3.0.conv2.weight_mask 	|	active =  226108 	|	total =  589824 	|	layerwise sparsity =  0.3833482530381944
layer3.0.shortcut.0.weight_mask 	|	active =  24581 	|	total =  32768 	|	layerwise sparsity =  0.750152587890625
layer3.1.conv1.weight_mask 	|	active =  227518 	|	total =  589824 	|	layerwise sparsity =  0.3857387966579861
layer3.1.conv2.weight_mask 	|	active =  228317 	|	total =  589824 	|	layerwise sparsity =  0.3870934380425347
layer4.0.conv1.weight_mask 	|	active =  440553 	|	total =  1179648 	|	layerwise sparsity =  0.37346140543619794
layer4.0.conv2.weight_mask 	|	active =  625022 	|	total =  2359296 	|	layerwise sparsity =  0.26491885715060765
layer4.0.shortcut.0.weight_mask 	|	active =  88863 	|	total =  131072 	|	layerwise sparsity =  0.6779708862304688
layer4.1.conv1.weight_mask 	|	active =  573856 	|	total =  2359296 	|	layerwise sparsity =  0.2432318793402778
layer4.1.conv2.weight_mask 	|	active =  689663 	|	total =  2359296 	|	layerwise sparsity =  0.2923172844780816
pruning state: 5
remaining weight at start of iteration =  32.76800769085184
pre_conv.0.weight_mask 	|	active =  1564 	|	total =  1728 	|	layerwise sparsity =  0.9050925925925926
layer1.0.conv1.weight_mask 	|	active =  21656 	|	total =  36864 	|	layerwise sparsity =  0.5874565972222222
layer1.0.conv2.weight_mask 	|	active =  21450 	|	total =  36864 	|	layerwise sparsity =  0.5818684895833334
layer1.1.conv1.weight_mask 	|	active =  21685 	|	total =  36864 	|	layerwise sparsity =  0.5882432725694444
layer1.1.conv2.weight_mask 	|	active =  22526 	|	total =  36864 	|	layerwise sparsity =  0.6110568576388888
layer2.0.conv1.weight_mask 	|	active =  42521 	|	total =  73728 	|	layerwise sparsity =  0.5767279730902778
layer2.0.conv2.weight_mask 	|	active =  69560 	|	total =  147456 	|	layerwise sparsity =  0.4717339409722222
layer2.0.shortcut.0.weight_mask 	|	active =  6405 	|	total =  8192 	|	layerwise sparsity =  0.7818603515625
layer2.1.conv1.weight_mask 	|	active =  69749 	|	total =  147456 	|	layerwise sparsity =  0.4730156792534722
layer2.1.conv2.weight_mask 	|	active =  68375 	|	total =  147456 	|	layerwise sparsity =  0.4636976453993056
layer3.0.conv1.weight_mask 	|	active =  129309 	|	total =  294912 	|	layerwise sparsity =  0.4384663899739583
layer3.0.conv2.weight_mask 	|	active =  184383 	|	total =  589824 	|	layerwise sparsity =  0.3126068115234375
layer3.0.shortcut.0.weight_mask 	|	active =  23076 	|	total =  32768 	|	layerwise sparsity =  0.7042236328125
layer3.1.conv1.weight_mask 	|	active =  186329 	|	total =  589824 	|	layerwise sparsity =  0.3159061008029514
layer3.1.conv2.weight_mask 	|	active =  186283 	|	total =  589824 	|	layerwise sparsity =  0.3158281114366319
layer4.0.conv1.weight_mask 	|	active =  349582 	|	total =  1179648 	|	layerwise sparsity =  0.2963443332248264
layer4.0.conv2.weight_mask 	|	active =  471360 	|	total =  2359296 	|	layerwise sparsity =  0.19978841145833334
layer4.0.shortcut.0.weight_mask 	|	active =  81424 	|	total =  131072 	|	layerwise sparsity =  0.6212158203125
layer4.1.conv1.weight_mask 	|	active =  428048 	|	total =  2359296 	|	layerwise sparsity =  0.1814303927951389
layer4.1.conv2.weight_mask 	|	active =  540041 	|	total =  2359296 	|	layerwise sparsity =  0.22889921400282118
pruning state: 6
remaining weight at start of iteration =  26.214402568205408
pre_conv.0.weight_mask 	|	active =  1535 	|	total =  1728 	|	layerwise sparsity =  0.8883101851851852
layer1.0.conv1.weight_mask 	|	active =  19896 	|	total =  36864 	|	layerwise sparsity =  0.5397135416666666
layer1.0.conv2.weight_mask 	|	active =  19687 	|	total =  36864 	|	layerwise sparsity =  0.5340440538194444
layer1.1.conv1.weight_mask 	|	active =  20135 	|	total =  36864 	|	layerwise sparsity =  0.5461968315972222
layer1.1.conv2.weight_mask 	|	active =  20925 	|	total =  36864 	|	layerwise sparsity =  0.567626953125
layer2.0.conv1.weight_mask 	|	active =  39275 	|	total =  73728 	|	layerwise sparsity =  0.5327012803819444
layer2.0.conv2.weight_mask 	|	active =  62119 	|	total =  147456 	|	layerwise sparsity =  0.4212714301215278
layer2.0.shortcut.0.weight_mask 	|	active =  6097 	|	total =  8192 	|	layerwise sparsity =  0.7442626953125
layer2.1.conv1.weight_mask 	|	active =  62187 	|	total =  147456 	|	layerwise sparsity =  0.4217325846354167
layer2.1.conv2.weight_mask 	|	active =  60849 	|	total =  147456 	|	layerwise sparsity =  0.41265869140625
layer3.0.conv1.weight_mask 	|	active =  112058 	|	total =  294912 	|	layerwise sparsity =  0.3799709743923611
layer3.0.conv2.weight_mask 	|	active =  150017 	|	total =  589824 	|	layerwise sparsity =  0.2543419731987847
layer3.0.shortcut.0.weight_mask 	|	active =  21564 	|	total =  32768 	|	layerwise sparsity =  0.6580810546875
layer3.1.conv1.weight_mask 	|	active =  152763 	|	total =  589824 	|	layerwise sparsity =  0.2589975992838542
layer3.1.conv2.weight_mask 	|	active =  151007 	|	total =  589824 	|	layerwise sparsity =  0.2560204399956597
layer4.0.conv1.weight_mask 	|	active =  273579 	|	total =  1179648 	|	layerwise sparsity =  0.2319157918294271
layer4.0.conv2.weight_mask 	|	active =  355072 	|	total =  2359296 	|	layerwise sparsity =  0.15049913194444445
layer4.0.shortcut.0.weight_mask 	|	active =  74467 	|	total =  131072 	|	layerwise sparsity =  0.5681381225585938
layer4.1.conv1.weight_mask 	|	active =  319214 	|	total =  2359296 	|	layerwise sparsity =  0.13530053032769096
layer4.1.conv2.weight_mask 	|	active =  417815 	|	total =  2359296 	|	layerwise sparsity =  0.17709308200412327
pruning state: 7
remaining weight at start of iteration =  20.971523846802363
pre_conv.0.weight_mask 	|	active =  1507 	|	total =  1728 	|	layerwise sparsity =  0.8721064814814815
layer1.0.conv1.weight_mask 	|	active =  18254 	|	total =  36864 	|	layerwise sparsity =  0.4951714409722222
layer1.0.conv2.weight_mask 	|	active =  18101 	|	total =  36864 	|	layerwise sparsity =  0.4910210503472222
layer1.1.conv1.weight_mask 	|	active =  18722 	|	total =  36864 	|	layerwise sparsity =  0.5078667534722222
layer1.1.conv2.weight_mask 	|	active =  19562 	|	total =  36864 	|	layerwise sparsity =  0.5306532118055556
layer2.0.conv1.weight_mask 	|	active =  36259 	|	total =  73728 	|	layerwise sparsity =  0.4917941623263889
layer2.0.conv2.weight_mask 	|	active =  55483 	|	total =  147456 	|	layerwise sparsity =  0.3762681749131944
layer2.0.shortcut.0.weight_mask 	|	active =  5826 	|	total =  8192 	|	layerwise sparsity =  0.711181640625
layer2.1.conv1.weight_mask 	|	active =  55373 	|	total =  147456 	|	layerwise sparsity =  0.3755221896701389
layer2.1.conv2.weight_mask 	|	active =  53783 	|	total =  147456 	|	layerwise sparsity =  0.3647393120659722
layer3.0.conv1.weight_mask 	|	active =  96184 	|	total =  294912 	|	layerwise sparsity =  0.3261447482638889
layer3.0.conv2.weight_mask 	|	active =  121581 	|	total =  589824 	|	layerwise sparsity =  0.2061309814453125
layer3.0.shortcut.0.weight_mask 	|	active =  20272 	|	total =  32768 	|	layerwise sparsity =  0.61865234375
layer3.1.conv1.weight_mask 	|	active =  124569 	|	total =  589824 	|	layerwise sparsity =  0.2111968994140625
layer3.1.conv2.weight_mask 	|	active =  121524 	|	total =  589824 	|	layerwise sparsity =  0.20603434244791666
layer4.0.conv1.weight_mask 	|	active =  211110 	|	total =  1179648 	|	layerwise sparsity =  0.17896016438802084
layer4.0.conv2.weight_mask 	|	active =  268103 	|	total =  2359296 	|	layerwise sparsity =  0.1136368645562066
layer4.0.shortcut.0.weight_mask 	|	active =  68104 	|	total =  131072 	|	layerwise sparsity =  0.51959228515625
layer4.1.conv1.weight_mask 	|	active =  239292 	|	total =  2359296 	|	layerwise sparsity =  0.1014251708984375
layer4.1.conv2.weight_mask 	|	active =  318600 	|	total =  2359296 	|	layerwise sparsity =  0.135040283203125
pruning state: 8
remaining weight at start of iteration =  16.777220869679923
pre_conv.0.weight_mask 	|	active =  1461 	|	total =  1728 	|	layerwise sparsity =  0.8454861111111112
layer1.0.conv1.weight_mask 	|	active =  16746 	|	total =  36864 	|	layerwise sparsity =  0.4542643229166667
layer1.0.conv2.weight_mask 	|	active =  16556 	|	total =  36864 	|	layerwise sparsity =  0.4491102430555556
layer1.1.conv1.weight_mask 	|	active =  17137 	|	total =  36864 	|	layerwise sparsity =  0.4648708767361111
layer1.1.conv2.weight_mask 	|	active =  18086 	|	total =  36864 	|	layerwise sparsity =  0.4906141493055556
layer2.0.conv1.weight_mask 	|	active =  33441 	|	total =  73728 	|	layerwise sparsity =  0.4535725911458333
layer2.0.conv2.weight_mask 	|	active =  49405 	|	total =  147456 	|	layerwise sparsity =  0.3350490993923611
layer2.0.shortcut.0.weight_mask 	|	active =  5565 	|	total =  8192 	|	layerwise sparsity =  0.6793212890625
layer2.1.conv1.weight_mask 	|	active =  49257 	|	total =  147456 	|	layerwise sparsity =  0.33404541015625
layer2.1.conv2.weight_mask 	|	active =  47535 	|	total =  147456 	|	layerwise sparsity =  0.3223673502604167
layer3.0.conv1.weight_mask 	|	active =  82041 	|	total =  294912 	|	layerwise sparsity =  0.2781880696614583
layer3.0.conv2.weight_mask 	|	active =  97936 	|	total =  589824 	|	layerwise sparsity =  0.1660427517361111
layer3.0.shortcut.0.weight_mask 	|	active =  19081 	|	total =  32768 	|	layerwise sparsity =  0.582305908203125
layer3.1.conv1.weight_mask 	|	active =  101041 	|	total =  589824 	|	layerwise sparsity =  0.1713070339626736
layer3.1.conv2.weight_mask 	|	active =  97190 	|	total =  589824 	|	layerwise sparsity =  0.16477796766493055
layer4.0.conv1.weight_mask 	|	active =  161241 	|	total =  1179648 	|	layerwise sparsity =  0.1366856892903646
layer4.0.conv2.weight_mask 	|	active =  202665 	|	total =  2359296 	|	layerwise sparsity =  0.08590062459309895
layer4.0.shortcut.0.weight_mask 	|	active =  62349 	|	total =  131072 	|	layerwise sparsity =  0.47568511962890625
layer4.1.conv1.weight_mask 	|	active =  179809 	|	total =  2359296 	|	layerwise sparsity =  0.0762129889594184
layer4.1.conv2.weight_mask 	|	active =  239225 	|	total =  2359296 	|	layerwise sparsity =  0.10139677259657118
pruning state: 9
remaining weight at start of iteration =  13.4217749035059
pre_conv.0.weight_mask 	|	active =  1425 	|	total =  1728 	|	layerwise sparsity =  0.8246527777777778
layer1.0.conv1.weight_mask 	|	active =  15353 	|	total =  36864 	|	layerwise sparsity =  0.4164767795138889
layer1.0.conv2.weight_mask 	|	active =  15212 	|	total =  36864 	|	layerwise sparsity =  0.4126519097222222
layer1.1.conv1.weight_mask 	|	active =  15772 	|	total =  36864 	|	layerwise sparsity =  0.4278428819444444
layer1.1.conv2.weight_mask 	|	active =  16863 	|	total =  36864 	|	layerwise sparsity =  0.4574381510416667
layer2.0.conv1.weight_mask 	|	active =  30821 	|	total =  73728 	|	layerwise sparsity =  0.4180365668402778
layer2.0.conv2.weight_mask 	|	active =  43883 	|	total =  147456 	|	layerwise sparsity =  0.2976006401909722
layer2.0.shortcut.0.weight_mask 	|	active =  5323 	|	total =  8192 	|	layerwise sparsity =  0.6497802734375
layer2.1.conv1.weight_mask 	|	active =  43411 	|	total =  147456 	|	layerwise sparsity =  0.2943996853298611
layer2.1.conv2.weight_mask 	|	active =  41746 	|	total =  147456 	|	layerwise sparsity =  0.2831081814236111
layer3.0.conv1.weight_mask 	|	active =  69319 	|	total =  294912 	|	layerwise sparsity =  0.2350497775607639
layer3.0.conv2.weight_mask 	|	active =  78625 	|	total =  589824 	|	layerwise sparsity =  0.13330247667100695
layer3.0.shortcut.0.weight_mask 	|	active =  17848 	|	total =  32768 	|	layerwise sparsity =  0.544677734375
layer3.1.conv1.weight_mask 	|	active =  81695 	|	total =  589824 	|	layerwise sparsity =  0.1385074191623264
layer3.1.conv2.weight_mask 	|	active =  77185 	|	total =  589824 	|	layerwise sparsity =  0.13086107042100695
layer4.0.conv1.weight_mask 	|	active =  121814 	|	total =  1179648 	|	layerwise sparsity =  0.10326300726996528
layer4.0.conv2.weight_mask 	|	active =  152874 	|	total =  2359296 	|	layerwise sparsity =  0.06479644775390625
layer4.0.shortcut.0.weight_mask 	|	active =  56825 	|	total =  131072 	|	layerwise sparsity =  0.43354034423828125
layer4.1.conv1.weight_mask 	|	active =  135511 	|	total =  2359296 	|	layerwise sparsity =  0.05743704901801215
layer4.1.conv2.weight_mask 	|	active =  176709 	|	total =  2359296 	|	layerwise sparsity =  0.07489903767903645
pruning state: 10
remaining weight at start of iteration =  10.737423507280786
pre_conv.0.weight_mask 	|	active =  1389 	|	total =  1728 	|	layerwise sparsity =  0.8038194444444444
layer1.0.conv1.weight_mask 	|	active =  14037 	|	total =  36864 	|	layerwise sparsity =  0.3807779947916667
layer1.0.conv2.weight_mask 	|	active =  13960 	|	total =  36864 	|	layerwise sparsity =  0.3786892361111111
layer1.1.conv1.weight_mask 	|	active =  14534 	|	total =  36864 	|	layerwise sparsity =  0.3942599826388889
layer1.1.conv2.weight_mask 	|	active =  15562 	|	total =  36864 	|	layerwise sparsity =  0.4221462673611111
layer2.0.conv1.weight_mask 	|	active =  28224 	|	total =  73728 	|	layerwise sparsity =  0.3828125
layer2.0.conv2.weight_mask 	|	active =  38653 	|	total =  147456 	|	layerwise sparsity =  0.2621324327256944
layer2.0.shortcut.0.weight_mask 	|	active =  5079 	|	total =  8192 	|	layerwise sparsity =  0.6199951171875
layer2.1.conv1.weight_mask 	|	active =  38107 	|	total =  147456 	|	layerwise sparsity =  0.2584296332465278
layer2.1.conv2.weight_mask 	|	active =  36338 	|	total =  147456 	|	layerwise sparsity =  0.2464328342013889
layer3.0.conv1.weight_mask 	|	active =  57703 	|	total =  294912 	|	layerwise sparsity =  0.19566175672743055
layer3.0.conv2.weight_mask 	|	active =  62937 	|	total =  589824 	|	layerwise sparsity =  0.1067047119140625
layer3.0.shortcut.0.weight_mask 	|	active =  16680 	|	total =  32768 	|	layerwise sparsity =  0.509033203125
layer3.1.conv1.weight_mask 	|	active =  65983 	|	total =  589824 	|	layerwise sparsity =  0.11186896430121528
layer3.1.conv2.weight_mask 	|	active =  60818 	|	total =  589824 	|	layerwise sparsity =  0.10311211480034722
layer4.0.conv1.weight_mask 	|	active =  91236 	|	total =  1179648 	|	layerwise sparsity =  0.07734171549479167
layer4.0.conv2.weight_mask 	|	active =  114996 	|	total =  2359296 	|	layerwise sparsity =  0.048741658528645836
layer4.0.shortcut.0.weight_mask 	|	active =  51511 	|	total =  131072 	|	layerwise sparsity =  0.39299774169921875
layer4.1.conv1.weight_mask 	|	active =  102268 	|	total =  2359296 	|	layerwise sparsity =  0.04334682888454861
layer4.1.conv2.weight_mask 	|	active =  128556 	|	total =  2359296 	|	layerwise sparsity =  0.0544891357421875
pruning state: 11
remaining weight at start of iteration =  8.589937013586601
pre_conv.0.weight_mask 	|	active =  1353 	|	total =  1728 	|	layerwise sparsity =  0.7829861111111112
layer1.0.conv1.weight_mask 	|	active =  12856 	|	total =  36864 	|	layerwise sparsity =  0.3487413194444444
layer1.0.conv2.weight_mask 	|	active =  12757 	|	total =  36864 	|	layerwise sparsity =  0.3460557725694444
layer1.1.conv1.weight_mask 	|	active =  13368 	|	total =  36864 	|	layerwise sparsity =  0.3626302083333333
layer1.1.conv2.weight_mask 	|	active =  14274 	|	total =  36864 	|	layerwise sparsity =  0.38720703125
layer2.0.conv1.weight_mask 	|	active =  25791 	|	total =  73728 	|	layerwise sparsity =  0.3498128255208333
layer2.0.conv2.weight_mask 	|	active =  33741 	|	total =  147456 	|	layerwise sparsity =  0.22882080078125
layer2.0.shortcut.0.weight_mask 	|	active =  4865 	|	total =  8192 	|	layerwise sparsity =  0.5938720703125
layer2.1.conv1.weight_mask 	|	active =  32933 	|	total =  147456 	|	layerwise sparsity =  0.22334120008680555
layer2.1.conv2.weight_mask 	|	active =  31125 	|	total =  147456 	|	layerwise sparsity =  0.21107991536458334
layer3.0.conv1.weight_mask 	|	active =  47293 	|	total =  294912 	|	layerwise sparsity =  0.1603630913628472
layer3.0.conv2.weight_mask 	|	active =  49996 	|	total =  589824 	|	layerwise sparsity =  0.08476426866319445
layer3.0.shortcut.0.weight_mask 	|	active =  15536 	|	total =  32768 	|	layerwise sparsity =  0.47412109375
layer3.1.conv1.weight_mask 	|	active =  53034 	|	total =  589824 	|	layerwise sparsity =  0.08991495768229167
layer3.1.conv2.weight_mask 	|	active =  47788 	|	total =  589824 	|	layerwise sparsity =  0.0810207790798611
layer4.0.conv1.weight_mask 	|	active =  67670 	|	total =  1179648 	|	layerwise sparsity =  0.057364569769965276
layer4.0.conv2.weight_mask 	|	active =  86150 	|	total =  2359296 	|	layerwise sparsity =  0.036515129937065974
layer4.0.shortcut.0.weight_mask 	|	active =  46234 	|	total =  131072 	|	layerwise sparsity =  0.3527374267578125
layer4.1.conv1.weight_mask 	|	active =  77239 	|	total =  2359296 	|	layerwise sparsity =  0.03273815578884549
layer4.1.conv2.weight_mask 	|	active =  92854 	|	total =  2359296 	|	layerwise sparsity =  0.03935665554470486
pruning state: 12
remaining weight at start of iteration =  6.871951403107312
