pruning state: 0
remaining weight at start of iteration =  99.99997311642952
pre_conv.0.weight_mask 	|	active =  1594 	|	total =  1728 	|	layerwise sparsity =  0.9224537037037037
layer2.0.shortcut.0.weight_mask 	|	active =  6436 	|	total =  8192 	|	layerwise sparsity =  0.78564453125
layer2.1.conv1.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer2.1.conv2.weight_mask 	|	active =  75498 	|	total =  147456 	|	layerwise sparsity =  0.5120035807291666
layer3.0.conv1.weight_mask 	|	active =  150995 	|	total =  294912 	|	layerwise sparsity =  0.5120001898871528
layer3.0.conv2.weight_mask 	|	active =  267952 	|	total =  589824 	|	layerwise sparsity =  0.4542914496527778
layer3.0.shortcut.0.weight_mask 	|	active =  16777 	|	total =  32768 	|	layerwise sparsity =  0.511993408203125
layer3.1.conv1.weight_mask 	|	active =  269804 	|	total =  589824 	|	layerwise sparsity =  0.4574313693576389
layer3.1.conv2.weight_mask 	|	active =  274028 	|	total =  589824 	|	layerwise sparsity =  0.4645928276909722
layer4.0.conv1.weight_mask 	|	active =  582062 	|	total =  1179648 	|	layerwise sparsity =  0.4934200710720486
layer4.0.conv2.weight_mask 	|	active =  1235248 	|	total =  2359296 	|	layerwise sparsity =  0.5235663519965278
layer4.0.shortcut.0.weight_mask 	|	active =  67109 	|	total =  131072 	|	layerwise sparsity =  0.5120010375976562
layer4.1.conv1.weight_mask 	|	active =  1254819 	|	total =  2359296 	|	layerwise sparsity =  0.5318616231282552
layer4.1.conv2.weight_mask 	|	active =  1274655 	|	total =  2359296 	|	layerwise sparsity =  0.5402692159016927
pruning state: 3
remaining weight at start of iteration =  51.446022450290485
pre_conv.0.weight_mask 	|	active =  1252 	|	total =  1728 	|	layerwise sparsity =  0.7245370370370371
layer1.0.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.0.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv1.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer1.1.conv2.weight_mask 	|	active =  15099 	|	total =  36864 	|	layerwise sparsity =  0.4095865885416667
layer2.0.conv1.weight_mask 	|	active =  30199 	|	total =  73728 	|	layerwise sparsity =  0.4096001519097222
layer2.0.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.0.shortcut.0.weight_mask 	|	active =  5938 	|	total =  8192 	|	layerwise sparsity =  0.724853515625
layer2.1.conv1.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer2.1.conv2.weight_mask 	|	active =  60398 	|	total =  147456 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv1.weight_mask 	|	active =  120796 	|	total =  294912 	|	layerwise sparsity =  0.4096001519097222
layer3.0.conv2.weight_mask 	|	active =  205985 	|	total =  589824 	|	layerwise sparsity =  0.3492312961154514
layer3.0.shortcut.0.weight_mask 	|	active =  13422 	|	total =  32768 	|	layerwise sparsity =  0.40960693359375
layer3.1.conv1.weight_mask 	|	active =  207885 	|	total =  589824 	|	layerwise sparsity =  0.3524525960286458
layer3.1.conv2.weight_mask 	|	active =  212236 	|	total =  589824 	|	layerwise sparsity =  0.3598293728298611
layer4.0.conv1.weight_mask 	|	active =  459948 	|	total =  1179648 	|	layerwise sparsity =  0.3899027506510417
layer4.0.conv2.weight_mask 	|	active =  995584 	|	total =  2359296 	|	layerwise sparsity =  0.4219835069444444
layer4.0.shortcut.0.weight_mask 	|	active =  53687 	|	total =  131072 	|	layerwise sparsity =  0.40959930419921875
layer4.1.conv1.weight_mask 	|	active =  1016672 	|	total =  2359296 	|	layerwise sparsity =  0.4309217664930556
layer4.1.conv2.weight_mask 	|	active =  1038156 	|	total =  2359296 	|	layerwise sparsity =  0.4400278727213542
pruning state: 4
remaining weight at start of iteration =  41.251494726518814
pre_conv.0.weight_mask 	|	active =  1155 	|	total =  1728 	|	layerwise sparsity =  0.6684027777777778
layer1.0.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.0.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv1.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer1.1.conv2.weight_mask 	|	active =  12079 	|	total =  36864 	|	layerwise sparsity =  0.3276638454861111
layer2.0.conv1.weight_mask 	|	active =  24159 	|	total =  73728 	|	layerwise sparsity =  0.3276774088541667
layer2.0.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.0.shortcut.0.weight_mask 	|	active =  5479 	|	total =  8192 	|	layerwise sparsity =  0.6688232421875
layer2.1.conv1.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer2.1.conv2.weight_mask 	|	active =  48318 	|	total =  147456 	|	layerwise sparsity =  0.3276774088541667
layer3.0.conv1.weight_mask 	|	active =  96637 	|	total =  294912 	|	layerwise sparsity =  0.3276807996961806
layer3.0.conv2.weight_mask 	|	active =  158348 	|	total =  589824 	|	layerwise sparsity =  0.2684665256076389
layer3.0.shortcut.0.weight_mask 	|	active =  10738 	|	total =  32768 	|	layerwise sparsity =  0.32769775390625
layer3.1.conv1.weight_mask 	|	active =  160176 	|	total =  589824 	|	layerwise sparsity =  0.2715657552083333
layer3.1.conv2.weight_mask 	|	active =  164378 	|	total =  589824 	|	layerwise sparsity =  0.2786899142795139
layer4.0.conv1.weight_mask 	|	active =  363453 	|	total =  1179648 	|	layerwise sparsity =  0.30810292561848956
layer4.0.conv2.weight_mask 	|	active =  802420 	|	total =  2359296 	|	layerwise sparsity =  0.3401099310980903
layer4.0.shortcut.0.weight_mask 	|	active =  42950 	|	total =  131072 	|	layerwise sparsity =  0.3276824951171875
layer4.1.conv1.weight_mask 	|	active =  823722 	|	total =  2359296 	|	layerwise sparsity =  0.34913889567057294
layer4.1.conv2.weight_mask 	|	active =  845537 	|	total =  2359296 	|	layerwise sparsity =  0.3583852979871962
pruning state: 5
remaining weight at start of iteration =  33.08849569576115
pre_conv.0.weight_mask 	|	active =  1066 	|	total =  1728 	|	layerwise sparsity =  0.6168981481481481
layer1.0.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.0.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv1.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer1.1.conv2.weight_mask 	|	active =  9663 	|	total =  36864 	|	layerwise sparsity =  0.2621256510416667
layer2.0.conv1.weight_mask 	|	active =  19327 	|	total =  73728 	|	layerwise sparsity =  0.2621392144097222
layer2.0.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.0.shortcut.0.weight_mask 	|	active =  5055 	|	total =  8192 	|	layerwise sparsity =  0.6170654296875
layer2.1.conv1.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer2.1.conv2.weight_mask 	|	active =  38654 	|	total =  147456 	|	layerwise sparsity =  0.2621392144097222
layer3.0.conv1.weight_mask 	|	active =  77310 	|	total =  294912 	|	layerwise sparsity =  0.26214599609375
layer3.0.conv2.weight_mask 	|	active =  121728 	|	total =  589824 	|	layerwise sparsity =  0.20638020833333334
layer3.0.shortcut.0.weight_mask 	|	active =  8590 	|	total =  32768 	|	layerwise sparsity =  0.26214599609375
layer3.1.conv1.weight_mask 	|	active =  123416 	|	total =  589824 	|	layerwise sparsity =  0.20924207899305555
layer3.1.conv2.weight_mask 	|	active =  127312 	|	total =  589824 	|	layerwise sparsity =  0.2158474392361111
layer4.0.conv1.weight_mask 	|	active =  287202 	|	total =  1179648 	|	layerwise sparsity =  0.24346415201822916
layer4.0.conv2.weight_mask 	|	active =  646734 	|	total =  2359296 	|	layerwise sparsity =  0.27412160237630206
layer4.0.shortcut.0.weight_mask 	|	active =  34360 	|	total =  131072 	|	layerwise sparsity =  0.26214599609375
layer4.1.conv1.weight_mask 	|	active =  667391 	|	total =  2359296 	|	layerwise sparsity =  0.28287718031141496
layer4.1.conv2.weight_mask 	|	active =  688657 	|	total =  2359296 	|	layerwise sparsity =  0.29189088609483504
pruning state: 6
remaining weight at start of iteration =  26.549873683063495
pre_conv.0.weight_mask 	|	active =  984 	|	total =  1728 	|	layerwise sparsity =  0.5694444444444444
layer1.0.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.0.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv1.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer1.1.conv2.weight_mask 	|	active =  7730 	|	total =  36864 	|	layerwise sparsity =  0.2096896701388889
layer2.0.conv1.weight_mask 	|	active =  15462 	|	total =  73728 	|	layerwise sparsity =  0.209716796875
layer2.0.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.0.shortcut.0.weight_mask 	|	active =  4664 	|	total =  8192 	|	layerwise sparsity =  0.5693359375
layer2.1.conv1.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer2.1.conv2.weight_mask 	|	active =  30923 	|	total =  147456 	|	layerwise sparsity =  0.2097100151909722
layer3.0.conv1.weight_mask 	|	active =  61848 	|	total =  294912 	|	layerwise sparsity =  0.209716796875
layer3.0.conv2.weight_mask 	|	active =  93577 	|	total =  589824 	|	layerwise sparsity =  0.1586524115668403
layer3.0.shortcut.0.weight_mask 	|	active =  6872 	|	total =  32768 	|	layerwise sparsity =  0.209716796875
layer3.1.conv1.weight_mask 	|	active =  95093 	|	total =  589824 	|	layerwise sparsity =  0.16122266981336805
layer3.1.conv2.weight_mask 	|	active =  98604 	|	total =  589824 	|	layerwise sparsity =  0.16717529296875
layer4.0.conv1.weight_mask 	|	active =  226948 	|	total =  1179648 	|	layerwise sparsity =  0.1923862033420139
layer4.0.conv2.weight_mask 	|	active =  521254 	|	total =  2359296 	|	layerwise sparsity =  0.22093624538845485
layer4.0.shortcut.0.weight_mask 	|	active =  27488 	|	total =  131072 	|	layerwise sparsity =  0.209716796875
layer4.1.conv1.weight_mask 	|	active =  540729 	|	total =  2359296 	|	layerwise sparsity =  0.22919082641601562
layer4.1.conv2.weight_mask 	|	active =  560884 	|	total =  2359296 	|	layerwise sparsity =  0.23773362901475695
pruning state: 7
remaining weight at start of iteration =  21.310570476534586
pre_conv.0.weight_mask 	|	active =  908 	|	total =  1728 	|	layerwise sparsity =  0.5254629629629629
layer1.0.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.0.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv1.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer1.1.conv2.weight_mask 	|	active =  6184 	|	total =  36864 	|	layerwise sparsity =  0.1677517361111111
layer2.0.conv1.weight_mask 	|	active =  12370 	|	total =  73728 	|	layerwise sparsity =  0.1677788628472222
layer2.0.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.0.shortcut.0.weight_mask 	|	active =  4303 	|	total =  8192 	|	layerwise sparsity =  0.5252685546875
layer2.1.conv1.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer2.1.conv2.weight_mask 	|	active =  24738 	|	total =  147456 	|	layerwise sparsity =  0.16776529947916666
layer3.0.conv1.weight_mask 	|	active =  49478 	|	total =  294912 	|	layerwise sparsity =  0.16777208116319445
layer3.0.conv2.weight_mask 	|	active =  71936 	|	total =  589824 	|	layerwise sparsity =  0.12196180555555555
layer3.0.shortcut.0.weight_mask 	|	active =  5498 	|	total =  32768 	|	layerwise sparsity =  0.16778564453125
layer3.1.conv1.weight_mask 	|	active =  73270 	|	total =  589824 	|	layerwise sparsity =  0.12422349717881945
layer3.1.conv2.weight_mask 	|	active =  76369 	|	total =  589824 	|	layerwise sparsity =  0.1294776068793403
layer4.0.conv1.weight_mask 	|	active =  179335 	|	total =  1179648 	|	layerwise sparsity =  0.15202416314019096
layer4.0.conv2.weight_mask 	|	active =  420120 	|	total =  2359296 	|	layerwise sparsity =  0.178070068359375
layer4.0.shortcut.0.weight_mask 	|	active =  21990 	|	total =  131072 	|	layerwise sparsity =  0.1677703857421875
layer4.1.conv1.weight_mask 	|	active =  438106 	|	total =  2359296 	|	layerwise sparsity =  0.1856935289171007
layer4.1.conv2.weight_mask 	|	active =  456818 	|	total =  2359296 	|	layerwise sparsity =  0.1936247083875868
pruning state: 8
remaining weight at start of iteration =  17.11095351364682
pre_conv.0.weight_mask 	|	active =  838 	|	total =  1728 	|	layerwise sparsity =  0.4849537037037037
layer1.0.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.0.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv1.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer1.1.conv2.weight_mask 	|	active =  4947 	|	total =  36864 	|	layerwise sparsity =  0.13419596354166666
layer2.0.conv1.weight_mask 	|	active =  9896 	|	total =  73728 	|	layerwise sparsity =  0.1342230902777778
layer2.0.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.0.shortcut.0.weight_mask 	|	active =  3970 	|	total =  8192 	|	layerwise sparsity =  0.484619140625
layer2.1.conv1.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer2.1.conv2.weight_mask 	|	active =  19790 	|	total =  147456 	|	layerwise sparsity =  0.1342095269097222
layer3.0.conv1.weight_mask 	|	active =  39582 	|	total =  294912 	|	layerwise sparsity =  0.13421630859375
layer3.0.conv2.weight_mask 	|	active =  55300 	|	total =  589824 	|	layerwise sparsity =  0.09375678168402778
layer3.0.shortcut.0.weight_mask 	|	active =  4398 	|	total =  32768 	|	layerwise sparsity =  0.13421630859375
layer3.1.conv1.weight_mask 	|	active =  56455 	|	total =  589824 	|	layerwise sparsity =  0.0957149929470486
layer3.1.conv2.weight_mask 	|	active =  59148 	|	total =  589824 	|	layerwise sparsity =  0.10028076171875
layer4.0.conv1.weight_mask 	|	active =  141711 	|	total =  1179648 	|	layerwise sparsity =  0.12012990315755208
layer4.0.conv2.weight_mask 	|	active =  338608 	|	total =  2359296 	|	layerwise sparsity =  0.1435207790798611
layer4.0.shortcut.0.weight_mask 	|	active =  17592 	|	total =  131072 	|	layerwise sparsity =  0.13421630859375
layer4.1.conv1.weight_mask 	|	active =  354960 	|	total =  2359296 	|	layerwise sparsity =  0.15045166015625
layer4.1.conv2.weight_mask 	|	active =  372060 	|	total =  2359296 	|	layerwise sparsity =  0.1576995849609375
pruning state: 9
remaining weight at start of iteration =  13.743562280988508
pre_conv.0.weight_mask 	|	active =  773 	|	total =  1728 	|	layerwise sparsity =  0.44733796296296297
layer1.0.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.0.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv1.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer1.1.conv2.weight_mask 	|	active =  3958 	|	total =  36864 	|	layerwise sparsity =  0.10736762152777778
layer2.0.conv1.weight_mask 	|	active =  7917 	|	total =  73728 	|	layerwise sparsity =  0.10738118489583333
layer2.0.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.0.shortcut.0.weight_mask 	|	active =  3663 	|	total =  8192 	|	layerwise sparsity =  0.4471435546875
layer2.1.conv1.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer2.1.conv2.weight_mask 	|	active =  15832 	|	total =  147456 	|	layerwise sparsity =  0.10736762152777778
layer3.0.conv1.weight_mask 	|	active =  31666 	|	total =  294912 	|	layerwise sparsity =  0.10737440321180555
layer3.0.conv2.weight_mask 	|	active =  42511 	|	total =  589824 	|	layerwise sparsity =  0.07207404242621528
layer3.0.shortcut.0.weight_mask 	|	active =  3518 	|	total =  32768 	|	layerwise sparsity =  0.10736083984375
layer3.1.conv1.weight_mask 	|	active =  43499 	|	total =  589824 	|	layerwise sparsity =  0.0737491183810764
layer3.1.conv2.weight_mask 	|	active =  45810 	|	total =  589824 	|	layerwise sparsity =  0.077667236328125
layer4.0.conv1.weight_mask 	|	active =  111981 	|	total =  1179648 	|	layerwise sparsity =  0.09492746988932292
layer4.0.conv2.weight_mask 	|	active =  272911 	|	total =  2359296 	|	layerwise sparsity =  0.11567476060655382
layer4.0.shortcut.0.weight_mask 	|	active =  14074 	|	total =  131072 	|	layerwise sparsity =  0.1073760986328125
layer4.1.conv1.weight_mask 	|	active =  287593 	|	total =  2359296 	|	layerwise sparsity =  0.1218978034125434
layer4.1.conv2.weight_mask 	|	active =  303028 	|	total =  2359296 	|	layerwise sparsity =  0.1284400092230903
pruning state: 10
remaining weight at start of iteration =  11.042623721775835
pre_conv.0.weight_mask 	|	active =  713 	|	total =  1728 	|	layerwise sparsity =  0.41261574074074076
layer1.0.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.0.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv1.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer1.1.conv2.weight_mask 	|	active =  3166 	|	total =  36864 	|	layerwise sparsity =  0.08588324652777778
layer2.0.conv1.weight_mask 	|	active =  6334 	|	total =  73728 	|	layerwise sparsity =  0.0859103732638889
layer2.0.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.0.shortcut.0.weight_mask 	|	active =  3380 	|	total =  8192 	|	layerwise sparsity =  0.41259765625
layer2.1.conv1.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer2.1.conv2.weight_mask 	|	active =  12666 	|	total =  147456 	|	layerwise sparsity =  0.08589680989583333
layer3.0.conv1.weight_mask 	|	active =  25333 	|	total =  294912 	|	layerwise sparsity =  0.08590020073784722
layer3.0.conv2.weight_mask 	|	active =  32680 	|	total =  589824 	|	layerwise sparsity =  0.05540635850694445
layer3.0.shortcut.0.weight_mask 	|	active =  2814 	|	total =  32768 	|	layerwise sparsity =  0.08587646484375
layer3.1.conv1.weight_mask 	|	active =  33516 	|	total =  589824 	|	layerwise sparsity =  0.05682373046875
layer3.1.conv2.weight_mask 	|	active =  35480 	|	total =  589824 	|	layerwise sparsity =  0.06015353732638889
layer4.0.conv1.weight_mask 	|	active =  88488 	|	total =  1179648 	|	layerwise sparsity =  0.07501220703125
layer4.0.conv2.weight_mask 	|	active =  219961 	|	total =  2359296 	|	layerwise sparsity =  0.09323162502712673
layer4.0.shortcut.0.weight_mask 	|	active =  11259 	|	total =  131072 	|	layerwise sparsity =  0.08589935302734375
layer4.1.conv1.weight_mask 	|	active =  233012 	|	total =  2359296 	|	layerwise sparsity =  0.09876335991753472
layer4.1.conv2.weight_mask 	|	active =  246804 	|	total =  2359296 	|	layerwise sparsity =  0.10460917154947917
pruning state: 11
remaining weight at start of iteration =  8.875485338059107
pre_conv.0.weight_mask 	|	active =  658 	|	total =  1728 	|	layerwise sparsity =  0.38078703703703703
layer1.0.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.0.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv1.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer1.1.conv2.weight_mask 	|	active =  2533 	|	total =  36864 	|	layerwise sparsity =  0.06871202256944445
layer2.0.conv1.weight_mask 	|	active =  5067 	|	total =  73728 	|	layerwise sparsity =  0.0687255859375
layer2.0.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.0.shortcut.0.weight_mask 	|	active =  3119 	|	total =  8192 	|	layerwise sparsity =  0.3807373046875
layer2.1.conv1.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer2.1.conv2.weight_mask 	|	active =  10133 	|	total =  147456 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv1.weight_mask 	|	active =  20266 	|	total =  294912 	|	layerwise sparsity =  0.06871880425347222
layer3.0.conv2.weight_mask 	|	active =  25122 	|	total =  589824 	|	layerwise sparsity =  0.042592366536458336
layer3.0.shortcut.0.weight_mask 	|	active =  2251 	|	total =  32768 	|	layerwise sparsity =  0.068695068359375
layer3.1.conv1.weight_mask 	|	active =  25824 	|	total =  589824 	|	layerwise sparsity =  0.043782552083333336
layer3.1.conv2.weight_mask 	|	active =  27479 	|	total =  589824 	|	layerwise sparsity =  0.04658847384982639
layer4.0.conv1.weight_mask 	|	active =  69924 	|	total =  1179648 	|	layerwise sparsity =  0.059275309244791664
layer4.0.conv2.weight_mask 	|	active =  177284 	|	total =  2359296 	|	layerwise sparsity =  0.07514275444878472
layer4.0.shortcut.0.weight_mask 	|	active =  9007 	|	total =  131072 	|	layerwise sparsity =  0.06871795654296875
layer4.1.conv1.weight_mask 	|	active =  188790 	|	total =  2359296 	|	layerwise sparsity =  0.08001963297526042
layer4.1.conv2.weight_mask 	|	active =  201012 	|	total =  2359296 	|	layerwise sparsity =  0.08519999186197917
pruning state: 12
remaining weight at start of iteration =  7.136100405475931
